OWNERCITYCODE,INFOERTYPE,INFOUNIT,OTHERINFOERTYPE,OTHERINFOUNIT,CLIENTID,SEXID,BDATE,IDTYPE,SCHOOL,EDUCATION,MAIMED,OTHERMAIMED,OTHERMAIMED2,DID,DSEXID,DBDATE,DEDUCATION,CHILDRELATION,OTHERCHILDRELATION,DMAIMED,DOTHERMAIMED,DOTHERMAIMED2,CPARTICLE1,CPARTICLE2,CPARTICLE3,CPARTICLE4,OCCURTIME,RECEIVETIMEYEAR,RECEIVETIMEMONTH,TOWNCODE
6500000000,H,C,,,,M,000,J,A,Z,,,,,F,068,,B,,,,,,,,A,,2014,01,
1001900000,F,F,,,,F,096,A,C,C,X,,,,,000,,A,,,,,,B,,,,2014,01,6601200000
1000200000,H,E,,,,M,101,A,A,Z,,,,,F,075,Z,B,,X,,,,,B,B,,2014,01,1000203000
1000200000,H,I,,,,F,099,J,B,I,,,,,F,000,,I,,DEY,,,,,,,,2014,01,1000209000
1001800000,F,F,,,,F,086,A,C,E,X,,,,M,000,Z,A,,X,,,,B,,,,2014,01,1001801000
6500000000,H,C,,,,F,088,J,C,D,X,,,,,   ,,A,,,,,,,,,,2014,01,6502300000
1000500000,F,F,,,,M,095,A,C,C,X,,,,,000,,B,,,,,,,B,,,2014,01,1000515000
1001000000,H,I,,,,F,087,J,C,E,,,,,M,052,Z,A,,,,,,B,,,,2014,01,
6500000000,F,F,,,,M,096,O,B,I,X,,,,M,066,,A,,,,,,B,,,,2014,01,6500600000
6400000000,F,F,,,,M,090,A,C,C,N,,,,F,069,,B,,,,,,N,,,,2014,01,6401100000
6400000000,H,E,,,,Z,089,A,C,D,,,,,F,071,,B,,,,,,,B,,,2014,01,6400900000
6300000000,F,F,,,,M,093,J,C,C,,,,,F,000,,B,,,,,,,,,,2014,01,6300800000
1001800000,H,I,,,,F,000,J,C,E,,,,,M,000,Z,A,,,,,,B,A,,,2014,01,
1002100000,H,I,,,,M,097,A,B,I,X,,,,M,058,,A,,X,,,,B,,,,2014,01,
6400000000,H,E,,,,F,089,A,C,D,X,,,,M,071,,A,,,,,,B,B,,,2014,01,6400900000
1000300000,H,E,,,,F,000,A,A,I,X,,,,F,000,,B,,,,,,B,,,,2014,01,1000301000
1000200000,H,C,,,,M,092,A,C,C,X,,,,F,057,E,B,,E,,,,B,,,,2014,01,1000208000
6400000000,F,F,,,,M,092,A,D,C,X,,,,M,050,,A,,,,,,BFZ,B,,,2014,01,6400400000
1000500000,F,F,,,,F,094,A,C,C,X,,,,F,000,,B,,,,,,B,,,,2014,01,1000501000
6400000000,F,F,,,,F,091,A,C,C,X,,,,F,065,,B,,,,,,B,,,,2014,01,6400900000
1001800000,C,F,,,,F,088,J,C,D,,,,,M,000,,A,,,,,,B,,,,2014,01,1001801000
6400000000,H,I,,,,F,099,A,B,I,,,,,F,066,Z,B,,,,,,B,,,,2014,01,
6400000000,H,I,,,,M,100,A,B,I,,,,,F,067,Z,B,,,,,,B,,,,2014,01,
6500000000,F,F,,,,F,091,J,C,C,X,,,,,000,,B,,,,,,B,,,,2014,01,6500100000
6300000000,H,E,,,,M,094,J,C,C,X,,,,M,000,,A,,,,,,B,B,,,2014,01,6300900000
1001900000,H,E,,,,F,094,A,,Z,X,,,,F,070,E,B,,X,,,,B,,,,2014,01,6600400000
1000400000,C,C,,,,F,089,J,C,D,X,,,,M,062,F,A,,X,,,,B,D,A,,2014,01,1000401000
1001500000,F,F,,,,M,089,A,C,D,X,,,,,000,,A,,X,,,,,,,,2014,01,1001505000
6400000000,C,C,,,,M,087,A,C,E,X,,,,M,061,,A,,,,,,B,,,,2014,01,6401300000
6500000000,F,F,,,,F,093,A,C,C,X,,,,M,000,,A,,,,,,,,,,2014,01,6500400000
1000400000,F,F,,,,F,093,J,,Z,,,,,M,066,,A,,,,,,Z,,,,2014,01,1000402000
6300000000,H,E,,,,M,096,J,C,C,,,,,F,000,,I,,,,,,,,,,2014,01,6300300000
6500000000,F,F,,,,M,092,J,C,C,,,,,F,000,,B,,,,,,,,,,2014,01,6500900000
6400000000,F,F,,,,M,089,A,C,D,X,,,,M,077,F,G,,X,,,,,,,,2014,01,6400200000
6500000000,H,E,,,,F,090,J,C,D,,,,,M,000,,A,,,,,,,,,,2014,01,6501400000
1000300000,D,D,,,,M,091,A,C,C,,,,,M,052,H,A,,,,,,B,,,,2014,01,1000309000
6500000000,D,D,,,,M,097,A,A,I,,,,,M,065,G,A,,,,,,N,A,,,2014,01,6500400000
1001700000,D,D,,,,M,098,A,B,I,,,,,F,073,E,B,,,,,,B,BC,,,2014,01,1001702000
1001700000,D,D,,,,M,088,A,C,D,,,,,M,055,D,A,,,,,,B,,,,2014,01,1001702000
6500000000,D,D,,,,M,096,A,C,C,,,,,M,060,D,A,,,,,,,,,,2014,01,6501800000
1000700000,D,D,,,,M,091,A,C,C,,,,,F,053,D,A,,,,,,,,,,2014,01,1000705000
6500000000,D,D,,,,M,091,A,C,C,,,,,M,064,,A,,,,,,Z,,,,2014,01,6500700000
6400000000,D,D,,,,F,094,A,C,C,,,,,F,060,F,B,,,,,,,,,,2014,01,6400900000
1001700000,D,D,,,,F,088,O,C,D,,,,,M,063,D,A,,,,,,B,,,,2014,01,1001701000
1000300000,D,D,,,,M,086,A,E,D,,,,,M,061,D,A,,,,,,,,,,2014,01,1000308000
1000300000,D,D,,,,F,090,A,C,D,,,,,M,053,E,A,,,,,,HZ,,,,2014,01,1000308000
6300000000,D,D,,,,F,102,A,A,I,,,,,,   ,,A,,,,,,,,B,,2014,01,6300400000
1000700000,D,D,,,,M,087,A,C,Z,,,,,M,066,D,A,,,,,,B,D,,,2014,01,1000720000
1000300000,H,C,,,,M,088,A,D,D,E,,,,F,000,,B,,,,,,,C,,,2014,01,1000301000
1000300000,F,F,,,,M,087,A,C,E,X,,,,M,059,,A,,,,,,BF,,,,2014,01,1000312000
6500000000,H,I,,,,F,092,J,C,C,,,,,F,054,Z,B,,,,,,Z,A,,,2014,01,
1000500000,H,E,,,,M,000,A,B,I,X,,,,F,079,E,H,,X,,,,B,,,,2014,01,1000517000
1000400000,H,I,,,,M,094,J,C,C,,,,,M,057,Z,A,,,,,,B,,,,2014,01,
1000400000,H,I,,,,F,091,J,C,C,,,,,F,000,Z,B,,,,,,B,,,,2014,01,
1000300000,H,I,,,,F,099,J,B,I,,,,,F,000,Z,B,,I,,,,B,A,B,,2014,01,
1000300000,H,I,,,,M,088,J,C,D,,,,,F,000,Z,B,,I,,,,B,,,,2014,01,
1000300000,H,I,,,,F,096,J,B,I,,,,,F,000,Z,B,,I,,,,B,A,B,,2014,01,
6500000000,H,I,,,,F,000,J,B,I,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
1002000000,H,I,,,,M,100,J,,Z,,,,,F,036,Z,I,,,,,,B,,,,2014,01,
1002000000,H,I,,,,F,099,J,,Z,,,,,F,036,Z,I,,,,,,B,,,,2014,01,
1001900000,H,I,,,,M,096,J,C,C,,,,,F,066,Z,B,,,,,,B,,,,2014,01,
1000400000,H,I,,,,F,096,J,,Z,,,,,M,057,Z,A,,,,,,B,,,,2014,01,
6500000000,H,I,,,,M,000,J,,Z,,,,,F,000,Z,B,,,,,,B,A,,,2014,01,
6500000000,H,I,,,,M,000,J,A,I,X,,,,M,000,Z,A,,,,,,B,,,,2014,01,
1001700000,H,I,,,,M,088,J,C,D,X,,,,M,000,Z,A,,,,,,B,,,,2014,01,
1001700000,H,I,,,,M,000,J,C,C,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
6500000000,H,C,,,,M,086,J,C,E,,,,,M,063,,G,,,,,,B,,,,2014,01,6500900000
6500000000,H,C,,,,F,095,J,,Z,,,,,M,063,,A,,,,,,B,,,,2014,01,6500900000
6400000000,F,F,,,,F,094,A,C,C,X,,,,F,068,,B,,,,,,B,,,,2014,01,
6500000000,,F,,,,F,088,J,,Z,,,,,M,000,,A,,,,,,,,,,2014,01,6500200000
6500000000,H,E,,,,M,096,J,C,C,,,,,,000,,I,,,,,,,,,,2014,01,6500900000
6400000000,D,D,,,,M,100,A,A,I,,,,,M,067,G,A,,,,,,,,,,2014,01,6400600000
6400000000,D,D,,,,F,101,A,A,I,,,,,M,067,G,A,,,,,,,,,,2014,01,6400600000
1000500000,D,D,,,,M,089,A,C,D,,,,,M,063,,A,,,,,,,,A,,2014,01,1000501000
1000300000,D,D,,,,M,090,A,C,D,,,,,M,048,D,A,,,,,,B,,,,2014,01,1000307000
1001900000,D,D,,,,M,094,A,C,C,,,,,M,072,D,A,,,,,,N,,,,2014,01,6601100000
6500000000,D,D,,,,F,100,A,A,I,,,,,F,073,,B,,,,,,,D,,,2014,01,6500300000
1001700000,D,D,,,,F,097,A,B,Z,,,,,M,066,D,A,,,,,,,B,,,2014,01,1001703000
6500000000,D,D,,,,M,086,A,C,E,,,,,M,061,,A,,,,,,,,,,2014,01,6501400000
1000300000,H,I,,,,M,000,J,B,I,,,,,M,000,Z,A,,,,,,B,,,,2014,01,1000304000
1000700000,H,I,,,,M,000,J,C,C,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
1000700000,H,I,,,,M,000,J,C,C,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
1001500000,F,F,,,,M,095,X,C,C,X,,,,M,062,E,G,,X,,,,B,AB,,,2014,01,1001504000
1000200000,C,K,,,,F,092,A,C,C,X,,,,M,056,E,A,,M,,,,Z,ABCD,A,,2014,01,1000205000
1002100000,H,E,,,,M,099,A,C,I,X,,,,M,000,,A,,X,,,,,,AB,,2014,01,6703400000
6500000000,H,I,,,,M,101,J,A,I,X,,,,F,000,Z,B,,X,,,,B,A,,,2014,01,
1002100000,H,I,,,,F,100,J,A,I,X,,,,F,000,Z,B,,X,,,,,,B,,2014,01,
1001900000,F,F,,,,F,088,A,C,D,X,,,,M,000,,A,,Y,,,,B,A,,,2014,01,6601000000
1000300000,H,C,,,,F,102,A,A,I,,,,,,   ,,I,,,,,,,,,,2014,01,1000310000
1001900000,H,I,,,,F,089,A,C,D,X,,,,M,054,Z,A,,X,,,,B,,,,2014,01,
6400000000,H,I,,,,F,089,A,C,D,X,,,,M,064,Z,A,,X,,,,B,A,,,2014,01,
1001900000,H,I,,,,F,092,A,C,C,X,,,,M,054,Z,A,,X,,,,B,,,,2014,01,
6500000000,H,I,,,,M,089,J,C,D,X,,,,M,057,Z,A,,X,,,,,,,,2014,01,
1000300000,H,I,,,,F,094,J,C,C,,,,,M,000,Z,I,,,,,,B,,,,2014,01,
6400000000,H,I,,,,F,096,A,B,I,,,,,F,052,Z,B,,,,,,B,A,,,2014,01,
1001900000,H,I,,,,F,086,J,C,E,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
1001900000,H,I,,,,M,085,J,C,Z,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
6500000000,H,I,,,,M,000,J,B,I,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
6500000000,H,I,,,,F,094,J,C,C,,,,,M,052,Z,A,,,,,,,,,,2014,01,
6300000000,H,I,,,,F,086,J,C,E,,,,,F,000,Z,B,,,,,,B,A,,,2014,01,
1000300000,H,I,,,,F,086,J,,Z,,,,,M,000,Z,I,,,,,,B,,,,2014,01,
6500000000,H,I,,,,F,000,J,,Z,,,,,M,000,Z,C,,,,,,A,A,,,2014,01,
1002100000,H,I,,,,F,086,J,,Z,,,,,M,060,Z,A,,,,,,B,,,,2014,01,
6500000000,H,I,,,,F,099,J,,Z,,,,,F,073,Z,B,,,,,,N,A,,,2014,01,
1002100000,H,I,,,,F,087,A,C,D,X,,,,M,060,Z,A,,X,,,,B,,,,2014,01,
1002100000,H,I,,,,M,089,J,C,D,X,,,,M,060,,A,,X,,,,B,,,,2014,01,
6500000000,H,I,,,,F,087,J,C,D,,,,,M,000,Z,G,,,,,,B,,,,2014,01,
1002100000,H,I,,,,M,093,J,C,C,,,,,M,043,Z,A,,,,,,B,,,,2014,01,
6400000000,H,I,,,,F,100,A,A,I,,,,,F,070,Z,B,,,,,,B,,,,2014,01,
6400000000,H,I,,,,F,087,A,C,D,,,,,F,051,Z,B,,,,,,,,,,2014,01,
6300000000,F,F,,,,M,094,A,C,C,,,,,M,000,,C,,,,,,,,,,2014,01,6301000000
1002000000,C,C,,,,F,087,A,C,E,,,,,M,052,,A,,,,,,,,,,2014,01,1002002000
1000300000,H,C,,,,F,086,A,E,D,X,,,,M,048,,A,,,,,,B,,,,2014,01,1000308000
6500000000,H,I,,,,F,090,J,C,D,,,,,M,051,Z,A,,X,,,,B,,,,2014,01,
6500000000,H,I,,,,M,093,J,C,C,,,,,M,051,Z,A,,X,,,,B,,,,2014,01,
1000700000,F,F,,,,F,087,A,C,E,,,,,M,000,F,A,,,,,,B,,,,2014,01,1000701000
1000400000,C,C,,,,F,099,A,A,I,X,,,,M,071,E,A,,X,,,,B,,,,2014,01,1000406000
6400000000,H,E,,,,M,094,A,C,C,L,,,,F,070,,B,,M,,,,,B,,,2014,01,6400400000
6500000000,F,F,,,,F,098,A,B,I,X,,,,F,072,,B,,,,,,,,,,2014,01,6501000000
6400000000,H,I,,,,F,090,A,C,C,X,,,,M,060,Z,A,,X,,,,B,,,,2014,01,
6400000000,H,I,,,,M,092,A,C,C,X,,,,M,060,Z,A,,X,,,,B,,,,2014,01,
6400000000,H,C,,,,M,100,A,A,I,X,,,,F,076,Z,I,,X,,,,,B,,,2014,01,6401400000
1000300000,H,E,,,,F,100,A,B,I,X,,,,M,061,F,A,,X,,,,B,,,,2014,01,1000305000
1000300000,F,F,,,,F,096,J,C,Z,X,,,,,000,,B,,,,,,B,,,,2014,01,1000302000
1001900000,F,F,,,,F,090,J,,Z,,,,,F,000,,B,,,,,,B,,,,2014,01,6601300000
6400000000,H,E,,,,M,096,M,C,C,X,,,,M,071,Z,G,,,,,,B,,,,2014,01,6400500000
1001500000,H,I,,,,F,099,X,A,I,X,,,,F,066,Z,B,,,,,,B,,,,2014,01,1001501000
1001900000,F,F,,,,F,091,M,C,C,X,,,,,   ,,I,,,,,,Z,,,,2014,01,6601700000
1001900000,H,I,,,,F,000,J,C,C,,,,,F,000,Z,B,,,,,,B,,,,2014,01,
1001400000,C,C,,,,F,098,O,B,I,X,,,,M,070,,A,,X,,,,B,,,,2014,01,1001402000
1001900000,H,C,,,,F,091,A,C,C,X,,,,M,000,,A,,,,,,B,,,,2014,01,6600500000
6500000000,H,F,,,,M,092,A,C,C,X,,,,M,057,F,A,,X,,,,B,,,,2014,01,6500300000
1002100000,F,F,,,,M,089,A,C,D,X,,,,M,000,,A,,X,,,,BF,,,,2014,01,6703100000
1001900000,H,E,,,,M,100,A,A,I,X,,,,M,060,,A,,X,,,,B,,,,2014,01,6600400000
1002100000,F,F,,,,F,095,A,C,C,L,,,,,   ,,I,,,,,,IL,,A,,2014,01,6702900000
6300000000,H,C,,,,F,085,A,C,E,,,,,,000,,A,,,,,,B,,,,2014,01,6300400000
6300000000,H,E,,,,M,100,A,A,Z,,,,,M,000,G,A,,X,,,,,,,,2014,01,6300100000
6300000000,C,C,,,,M,100,A,A,I,X,,,,M,069,G,A,,X,,,,,,,,2014,01,6300900000
6400000000,D,D,,,,F,097,A,A,I,,,,,M,056,E,A,,,,,,,,,,2014,01,6400900000
6300000000,D,D,,,,M,096,A,A,I,,,,,M,066,D,A,,,,,,Z,,,,2014,01,6300600000
1002100000,H,F,,,,M,090,A,C,C,J,,,,M,000,,A,,J,,,,B,,,,2014,01,6703200000
6400000000,C,C,,,,M,093,A,C,C,X,,,,F,063,,B,,,,,,,,,,2014,01,6400800000
6300000000,H,I,,,,M,098,J,C,I,,,,,M,067,Z,A,,,,,,B,,,,2014,01,
1002100000,H,I,,,,M,090,J,C,C,,,,,M,046,Z,A,,,,,,,,,,2014,01,
6400000000,H,I,,,,M,096,A,C,C,,,,,F,070,Z,B,,,,,,B,B,A,,2014,01,
1002100000,H,I,,,,M,101,J,A,I,,,,,M,063,Z,A,,,,,,B,,,,2014,01,
6300000000,H,C,,,,F,097,A,B,I,X,,,,F,000,,B,,,,,,,,,,2014,01,6301200000
6300000000,H,I,,,,M,086,J,C,Z,,,,,F,060,Z,B,,,,,,,,,,2014,01,
6300000000,H,I,,,,M,089,J,,Z,,,,,F,060,Z,B,,,,,,,,,,2014,01,6300500000
6500000000,C,C,,,,M,087,A,C,E,X,,,,M,000,,A,,,,,,,,,,2014,01,6500900000
6400000000,F,F,,,,F,099,A,C,Z,,,,,F,075,,B,,,,,,,B,,,2014,01,
6300000000,D,D,,,,M,099,A,,Z,,,,,M,000,,A,,,,,,B,,,,2014,01,6300100000
6400000000,D,D,,,,F,094,A,C,C,,,,,M,049,,A,,,,,,,,,,2014,01,6401200000
6300000000,D,D,,,,M,098,A,A,I,,,,,F,068,Z,A,,,,,,Z,,,,2014,01,6301100000
6300000000,D,D,,,,M,085,A,C,E,,,,,M,054,G,A,,,,,,,,,,2014,01,6300800000
1002100000,H,I,,,,M,095,A,C,C,X,,,,F,063,,B,,X,,,,,,,,2014,01,6703100000
1002100000,H,I,,,,M,090,J,C,C,,,,,F,000,Z,B,,,,,,B,,,,2014,01,6703300000
6400000000,H,I,,,,F,090,A,C,D,X,,,,F,050,Z,B,,X,,,,B,A,,,2014,01,
6300000000,H,I,,,,M,085,J,C,E,,,,,M,054,Z,A,,,,,,B,,,,2014,01,
1002100000,H,I,,,,M,089,J,C,D,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
6300000000,H,I,,,,M,000,J,,I,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
6300000000,H,I,,,,F,000,J,C,C,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
1002100000,H,I,,,,F,089,J,C,D,,,,,M,058,B,A,,X,,,,B,A,,,2014,01,6703500000
6400000000,C,C,,,,M,095,A,C,C,X,,,,F,062,H,B,,X,,,,,,,,2014,01,6400800000
6300000000,H,I,,,,F,087,J,C,D,,,,,F,057,Z,B,,,,,,B,,,,2014,01,
6300000000,H,I,,,,M,000,J,C,Z,,,,,F,057,Z,B,,,,,,B,,,,2014,01,
6300000000,H,I,,,,M,089,J,C,D,,,,,M,000,Z,A,,,,,,B,,,,2014,01,
1001300000,F,F,,,,M,091,J,C,C,X,,,,,000,,A,,,,,,,,,,2014,01,1001313000
6500000000,F,F,,,,F,094,A,C,C,X,,,,M,066,,A,,X,,,,,,,,2014,01,6500100000
6500000000,C,G,,,,M,085,C,C,E,X,,,,M,062,E,G,,X,,,,,,,,2014,01,6500500000
6400000000,C,C,,,,F,090,A,C,D,X,,,,M,088,D,I,,Z,,,,,,,,2014,01,
6300000000,C,C,,,,F,094,J,C,Z,C,,,,F,067,Z,B,,X,,,,B,,,,2014,01,6300800000
6400000000,A,A,,,,M,088,A,,D,X,,,,M,057,D,A,,,,,,,,,,2014,01,6403200000
1002000000,D,D,,,,M,102,A,A,I,,,,,M,057,D,A,,,,,,,,,,2014,01,1002002000
1001700000,D,D,,,,F,086,A,C,F,,,,,M,062,D,A,,,,,,Z,,,,2014,01,1001707000
1001900000,D,D,,,,F,098,A,A,I,,,,,M,055,Z,A,,,,,,B,,,,2014,01,6602700000
1001900000,D,D,,,,F,085,A,C,E,,,,,M,058,,A,,,,,,,,,,2014,01,6600600000
1001900000,D,D,,,,F,086,A,C,E,,,,,M,035,G,A,,,,,,,,,,2014,01,6600400000
6500000000,D,D,,,,M,101,A,A,I,,,,,M,070,G,A,,,,,,B,B,A,,2014,01,6502100000
1001900000,D,D,,,,F,088,A,C,D,,,,,M,051,E,A,,,,,,B,,,,2014,01,6601400000
6500000000,D,D,,,,M,090,A,C,D,,,,,F,066,,B,,,,,,,,,,2014,01,6500600000
1001000000,D,D,,,,F,087,A,C,E,,,,,M,053,E,A,,,,,,,,,,2014,01,1001002000
1000700000,D,D,,,,F,098,A,A,Z,,,,,M,000,,I,,,,,,,,,,2014,01,1000715000
6300000000,D,D,,,,M,086,A,C,E,,,,,F,060,Z,B,,,,,,B,,,,2014,01,6300500000
1001300000,D,D,,,,M,099,A,A,I,,,,,F,061,Z,B,,,,,,,,,,2014,01,1001301000
6500000000,D,D,,,,F,089,A,C,D,,,,,F,054,F,B,,,,,,,,A,,2014,01,6500100000
1001900000,D,D,,,,F,087,A,C,D,,,,,M,055,E,A,,,,,,B,,,,2014,01,6600900000
1001900000,D,D,,,,M,088,A,C,D,,,,,M,068,D,A,,,,,,BM,,A,,2014,01,6602200000
1001900000,D,D,,,,F,090,A,C,D,,,,,M,068,D,A,,,,,,B,,A,,2014,01,6602200000
6300000000,D,D,,,,M,087,A,C,E,,,,,M,045,H,A,,,,,,,,,,2014,01,6300300000
1001900000,D,D,,,,M,088,A,C,D,,,,,M,062,E,A,,,,,,B,,,,2014,01,6600600000
6400000000,D,D,,,,M,092,A,C,C,,,,,F,068,,B,,,,,,A,B,A,,2014,01,6401700000
1000700000,D,D,,,,M,088,A,C,D,,,,,M,065,E,A,,,,,,B,,,,2014,01,1000701000
1001900000,D,D,,,,F,100,A,A,I,,,,,M,059,D,A,,,,,,B,,,,2014,01,6602700000
6300000000,D,D,,,,F,088,A,C,D,,,,,F,058,G,B,,,,,,B,,,,2014,01,6300500000
1001900000,D,D,,,,M,091,A,C,C,,,,,M,062,E,A,,,,,,B,,,,2014,01,6600600000
1000300000,F,F,,,,M,094,A,C,C,X,,,,M,063,,A,,X,,,,B,D,,,2014,01,1000305000
1001300000,F,F,,,,F,096,A,C,C,X,,,,M,061,,A,,,,,,,,,,2014,01,1001319000
1001700000,F,F,,,,M,090,A,C,Z,X,,,,M,000,E,A,,X,,,,,B,,,2014,01,1001702000
6500000000,F,F,,,,F,089,A,C,D,,,,,,   ,,A,,,,,,,,,,2014,01,
1001700000,H,Z,,,,F,091,J,C,C,,,,,F,074,Z,B,,X,,,,,,AB,,2014,01,1001701000
1001000000,H,C,,,,F,102,A,A,I,X,,,,M,000,,A,,,,,,,,,,2014,01,1001010000
6500000000,H,I,,,,F,000,J,A,Z,,,,,F,000,Z,I,,,,,,,,,,2014,01,
1000300000,H,I,,,,F,092,J,C,C,X,,,,F,070,Z,B,,X,,,,B,,,,2014,01,1000301000
6500000000,H,I,,,,M,101,J,A,I,,,,,M,070,Z,A,,,,,,B,A,,,2014,01,
1000300000,H,I,,,,M,096,J,C,I,X,,,,F,070,Z,B,,X,,,,B,,,,2014,01,1000301000
1000700000,H,I,,,,F,099,J,A,I,,,,,F,057,Z,A,,,,,,B,,,,2014,01,
6500000000,H,I,,,,F,088,J,C,D,,,,,M,056,Z,A,,,,,,B,,,,2014,01,
1001900000,H,I,,,,M,085,J,E,E,,,,,M,065,Z,A,,,,,,B,A,,,2014,01,
1000800000,H,I,,,,F,101,J,,I,,,,,F,059,Z,I,,,,,,,,,,2014,01,
