OWNERCITYCODE,INFOERTYPE,INFOUNIT,OTHERINFOERTYPE,OTHERINFOUNIT,CLIENTID,SEXID,BDATE,IDTYPE,SCHOOL,EDUCATION,MAIMED,OTHERMAIMED,OTHERMAIMED2,DID,DSEXID,DBDATE,DEDUCATION,CHILDRELATION,OTHERCHILDRELATION,DMAIMED,DOTHERMAIMED,DOTHERMAIMED2,CPARTICLE1,CPARTICLE2,CPARTICLE3,CPARTICLE4,OCCURTIME,RECEIVETIMEYEAR,RECEIVETIMEMONTH,TOWNCODE
6500000000,H,I,,,,F,097,J,C,C,,,,,M,000,Z,A,,,,,,B,,,,2015,01,
6500000000,H,I,,,,F,100,J,B,I,,,,,M,000,Z,A,,,,,,B,,,,2015,01,
1001800000,F,F,,,,F,093,A,C,C,L,,,,,068,,B,,L,,,,E,,,,2015,01,1001803000
6500000000,H,I,,,,F,000,A,,Z,,,,,F,059,Z,B,,E,,,,L,B,B,,2015,01,6500400000
6500000000,H,I,,,,F,000,J,C,D,,,,,M,000,Z,A,,,,,,B,,,,2015,01,
6500000000,H,I,,,,F,093,J,C,D,X,,,,M,062,Z,A,,X,,,,,,,,2015,01,
6500000000,H,I,,,,M,000,J,C,E,,,,,M,000,Z,A,,,,,,B,,,,2015,01,
1002000000,H,I,,,,M,088,J,C,E,,,,,M,000,Z,A,,,,,,B,,,,2015,01,
1001900000,H,I,,,,F,100,J,A,I,,,,,F,070,Z,B,,,,,,NZ,A,,,2015,01,6602700000
1001900000,H,I,,,,F,102,J,A,I,,,,,F,070,Z,B,,,,,,NZ,A,,,2015,01,6602700000
1001900000,H,I,,,,F,095,J,C,C,,,,,M,000,Z,B,,,,,,B,,,,2015,01,6602000000
1001300000,H,I,,,,M,089,A,C,D,X,,,,M,063,Z,A,,X,,,,B,,,,2015,01,1001302000
6400000000,H,I,,,,F,093,A,C,C,X,,,,F,061,Z,B,,X,,,,,,,,2015,01,
6500000000,H,I,,,,F,000,J,C,E,,,,,F,000,Z,B,,,,,,B,A,,,2015,01,
1000300000,C,C,,,,M,103,O,A,I,X,,,,M,065,G,B,,X,,,,,,,,2015,01,1000303000
6500000000,H,I,,,,M,089,J,C,D,,,,,M,000,Z,A,,E,,,,B,A,,,2015,01,
6500000000,H,I,,,,M,095,J,C,C,,,,,M,000,Z,A,,E,,,,B,A,,,2015,01,
1001300000,H,I,,,,M,088,J,C,E,,,,,M,065,Z,A,,,,,,B,A,,,2015,01,
1001300000,H,I,,,,F,089,J,C,D,,,,,M,065,Z,A,,,,,,B,A,,,2015,01,
1001300000,H,I,,,,M,091,J,C,D,,,,,M,065,Z,A,,,,,,B,A,,,2015,01,
6500000000,H,I,,,,F,090,J,C,D,X,,,,M,057,Z,A,,,,,,B,,,,2015,01,
6500000000,H,I,,,,F,000,J,B,I,,,,,F,065,Z,B,,,,,,B,,,,2015,01,6500500000
1000300000,H,I,,,,M,100,J,A,I,,,,,M,000,Z,A,,,,,,B,,,,2015,01,
1001400000,H,I,,,,F,090,A,C,D,X,,,,F,000,Z,B,,X,,,,B,,,,2015,01,
1000400000,H,I,,,,M,090,N,C,D,X,,,,M,000,Z,A,,,,,,B,,,,2015,01,1000406000
1000400000,H,I,,,,F,091,N,C,D,X,,,,M,000,Z,A,,,,,,B,,,,2015,01,1000406000
1000700000,H,I,,,,Z,000,J,,Z,,,,,M,070,Z,A,,,,,,B,A,,,2015,01,
6500000000,H,I,,,,M,000,J,,Z,X,,,,M,000,Z,A,,X,,,,B,,,,2015,01,
6500000000,H,I,,,,M,088,J,C,E,N,,,,M,060,Z,A,,,,,,B,B,,,2015,01,
6500000000,H,I,,,,F,090,J,C,D,,,,,M,060,Z,A,,,,,,B,B,,,2015,01,
1001900000,H,I,,,,F,099,J,,Z,X,,,,M,000,Z,A,,,,,,B,A,,,2015,01,
1001900000,H,I,,,,M,000,J,C,D,,,,,F,000,Z,D,,,,,,B,,,,2015,01,6600800000
1001300000,H,I,,,,F,000,J,,Z,X,,,,M,052,Z,A,,X,,,,B,,,,2015,01,1001301000
6400000000,H,I,,,,F,089,J,C,D,X,,,,F,065,Z,B,,,,,,,,,,2015,01,
6500000000,C,C,,,,F,102,A,A,I,X,,,,,,,B,,,,,,,A,,,2015,01,6500800000
6300000000,H,I,,,,M,086,J,,Z,,,,,M,055,Z,A,,,,,,,,,,2015,01,
6400000000,H,C,,,,F,101,A,A,I,X,,,,F,071,,B,,,,,,,,A,,2015,01,6400300000
1000800000,F,F,,,,F,089,L,C,D,,,,,F,066,D,B,,,,,,,B,A,,2015,01,1000812000
1000300000,H,I,,,,F,088,C,C,E,,,,,M,000,Z,G,,,,,,B,A,,,2015,01,
1000700000,H,C,,,,M,102,A,A,I,X,,,,M,070,,A,,X,,,,Z,,,,2015,01,1000704000
6400000000,H,I,,,,M,103,A,A,I,X,,,,M,064,Z,A,,,,,,B,,,,2015,01,
6400000000,H,C,,,,M,091,A,C,C,X,,,,F,060,E,H,,E,,,,B,,,,2015,01,6400300000
1000300000,F,F,,,,F,088,A,C,E,,,,,,,,I,,,,,,B,,,,2015,01,
6500000000,H,I,,,,F,000,J,C,C,,,,,F,000,Z,B,,,,,,B,,,,2015,01,
1000700000,H,I,,,,M,000,J,A,I,,,,,M,000,Z,A,,,,,,B,A,,,2015,01,
1002100000,H,C,,,,M,102,A,A,I,X,,,,F,070,,B,,,,,,,,B,,2015,01,6700100000
1000700000,F,F,,,,F,090,A,C,D,X,,,,M,054,,A,,,,,,B,,,,2015,01,1000708000
6500000000,H,E,,,,M,101,A,B,Z,,,,,F,066,,B,,,,,,,,,,2015,01,6500400000
6500000000,F,F,,,,Z,091,J,C,D,X,,,,M,000,,A,,,,,,B,,,,2015,01,6501200000
1001900000,F,F,,,,F,093,A,C,C,X,,,,M,000,F,A,,,,,,B,,,,2015,01,6601700000
1000300000,H,E,,,,M,096,J,C,Z,,,,,M,058,,A,,,,,,,,,,2015,01,1000302000
1002100000,H,C,,,,F,087,A,C,E,X,,,,M,060,,A,,X,,,,B,,,,2015,01,6703100000
1001800000,F,F,,,,M,091,J,,Z,,,,,,000,,A,,,,,,B,,,,2015,01,1001801000
1000700000,F,F,,,,M,097,A,B,Z,X,,,,M,000,,A,,,,,,,,,,2015,01,1000702000
6400000000,H,C,,,,F,104,A,,Z,,,,,F,082,,B,,,,,,A,,,,2015,01,6400900000
6500000000,H,I,,,,M,000,J,C,E,,,,,M,000,Z,A,,,,,,B,,,,2015,01,
6500000000,H,I,,,,M,000,J,C,C,,,,,M,000,E,A,,,,,,Z,,,,2015,01,
1000200000,H,C,,,,F,088,A,C,E,,,,,M,058,F,A,,X,,,,B,,,,2015,01,1000202000
6500000000,F,F,,,,M,092,O,C,C,X,,,,,,,I,,,,,,B,,,,2015,01,6500900000
6500000000,H,C,,,,F,086,J,,Z,,,,,M,000,,A,,,,,,B,,,,2015,01,6500100000
6400000000,F,F,,,,M,091,A,C,C,X,,,,M,056,F,A,,,,,,,,,,2015,01,6400200000
6300000000,H,C,,,,F,086,A,C,E,X,,,,M,059,G,A,,X,,,,B,,,,2015,01,6301000000
1002100000,H,Z,,,,M,102,A,A,Z,X,,,,F,065,Z,B,,X,,,,A,,,,2015,01,6703400000
1000300000,D,D,,,,F,098,A,B,Z,,,,,M,063,H,A,,,,,,B,,,,2015,01,
1001900000,D,D,,,,M,099,A,B,I,,,,,F,000,,B,,,,,,,,,,2015,01,6601200000
1000500000,D,D,,,,M,090,A,C,D,,,,,F,069,C,B,,,,,,,,,,2015,01,1000503000
6300000000,D,D,,,,M,095,A,C,C,,,,,M,049,,A,,,,,,B,,,,2015,01,6301200000
1001800000,D,D,,,,M,087,A,C,E,,,,,F,061,F,B,,,,,,,,,,2015,01,1001802000
6400000000,D,D,,,,M,088,A,C,Z,X,,,,M,071,,A,,,,,,,,,,2015,01,6400400000
6500000000,D,D,,,,M,099,A,B,I,,,,,M,062,Z,A,,,,,,Z,,,,2015,01,6501400000
1002100000,D,D,,,,M,099,A,B,I,,,,,M,072,,A,,,,,,B,,,,2015,01,6703300000
1002100000,D,D,,,,M,101,A,B,I,,,,,M,072,,A,,,,,,B,,,,2015,01,6703300000
6500000000,D,D,,,,M,094,A,C,C,,,,,M,040,,A,,,,,,Z,,,,2015,01,6501400000
1001700000,F,F,,,,M,092,J,C,C,L,,,,,,,I,,,,,,B,D,,,2015,01,1001701000
1001700000,H,G,,,,M,000,J,,Z,,,,,F,075,,B,,,,,,ABC,ABCD,AB,,2015,01,1001704000
6500000000,H,C,,,,M,102,A,B,I,X,,,,M,075,,G,,,,,,,,,,2015,01,6500800000
1002100000,F,F,,,,F,087,A,C,E,X,,,,F,086,E,I,,X,,,,B,,,,2015,01,6703100000
1001900000,H,E,,,,F,091,A,C,D,L,,,,F,088,E,I,,L,,,,B,,,,2015,01,6600900000
1000300000,F,F,,,,M,091,A,C,C,X,,,,M,065,,B,,X,,,,B,,,,2015,01,1000301000
1001400000,F,F,,,,M,096,M,C,C,X,,,,,000,,I,,,,,,I,,,,2015,01,1001410000
1002000000,H,I,,,,M,000,J,C,D,,,,,M,061,Z,A,,E,,,,B,,,,2015,01,
1002000000,H,I,,,,M,000,J,C,C,,,,,M,061,Z,A,,E,,,,B,,,,2015,01,
1002000000,H,I,,,,M,000,J,C,C,,,,,M,061,Z,A,,E,,,,B,,,,2015,01,
1002000000,H,I,,,,M,000,J,B,I,,,,,M,061,Z,A,,E,,,,B,,,,2015,01,
1002000000,H,I,,,,M,000,J,B,I,,,,,M,061,Z,A,,E,,,,B,,,,2015,01,
1002000000,H,I,,,,M,000,J,A,I,,,,,M,061,Z,A,,E,,,,B,,,,2015,01,
6400000000,H,I,,,,M,102,A,B,I,X,,,,F,076,Z,B,,,,,,B,,,,2015,01,
6400000000,H,I,,,,M,099,A,B,I,X,,,,F,076,Z,B,,,,,,B,,,,2015,01,
6400000000,H,I,,,,F,101,A,B,I,X,,,,F,076,Z,B,,,,,,B,,,,2015,01,
1000300000,H,H,,,,F,100,A,A,I,,,,,M,075,,A,,,,,,B,,,,2015,01,1000310000
1000300000,H,I,,,,F,087,J,C,E,,,,,F,000,Z,B,,,,,,B,,,,2015,01,
1000300000,H,I,,,,F,000,J,C,D,,,,,F,000,Z,B,,,,,,B,,,,2015,01,
1002100000,H,I,,,,M,089,J,C,D,,,,,M,000,Z,I,,,,,,B,,,,2015,01,
1000300000,H,I,,,,F,095,J,C,C,,,,,,,,A,,,,,,B,,,,2015,01,
1001900000,H,I,,,,M,101,J,A,I,,,,,M,000,Z,A,,E,,,,B,,,,2015,01,
1000500000,H,I,,,,M,090,J,C,D,,,,,F,069,Z,B,,,,,,B,,,,2015,01,
1000900000,H,I,,,,F,087,J,C,E,,,,,M,063,Z,A,,,,,,B,,,,2015,01,
1000900000,H,I,,,,F,089,J,C,D,,,,,M,063,Z,A,,,,,,B,,,,2015,01,
