OWNERCITYCODE,RECEIVEYYYY,RECEIVEMM,GENDER,BDATE,RELATION,OTHERNOTFAMILYMEMBER,VIOLENCETYPE
6300000000,2019,09,F,044,,,
6300000000,2019,09,M,067,F,,A
1001300000,2019,09,M,052,,,
6300000000,2019,09,F,034,I,,A
6300000000,2019,09,F,068,B,,
6300000000,2019,09,M,059,B,,
6300000000,2019,09,F,067,A,,A
6300000000,2019,09,M,037,I,,B
6300000000,2019,09,F,073,A,,
6300000000,2019,09,F,049,C,,A
6300000000,2019,09,M,077,A,,
6300000000,2019,09,F,044,A,,
6300000000,2019,09,F,034,A,,
6300000000,2019,09,F,065,E,,A
6300000000,2019,09,F,063,G,,
6300000000,2019,09,F,063,A,,
6400000000,2019,09,F,067,A,,
6400000000,2019,09,M,067,A,,A
6400000000,2019,09,M,088,F,,
6400000000,2019,09,F,063,B,,A
6300000000,2019,09,M,061,I,,
6300000000,2019,09,F,041,C,,
1000300000,2019,09,F,087,C,,
1001800000,2019,09,M,030,I,,
1001800000,2019,09,F,065,F,,
1001800000,2019,09,M,071,Z,,
1000700000,2019,09,M,054,Z,,
1000700000,2019,09,F,073,,,
1000700000,2019,09,F,024,,,
1001800000,2019,09,M,036,I,,
1000300000,2019,09,F,062,A,,
1000300000,2019,09,M,037,I,,A
1001900000,2019,09,M,065,Z,,A
1001800000,2019,09,F,074,Z,,A
6300000000,2019,09,F,058,A,,A
6400000000,2019,09,F,066,A,,AB
6400000000,2019,09,M,053,I,,
6400000000,2019,09,F,041,A,,
6400000000,2019,09,M,037,A,,
6400000000,2019,09,F,071,G,,B
6400000000,2019,09,F,039,I,,
6400000000,2019,09,F,066,I,,
6400000000,2019,09,F,058,G,,A
6400000000,2019,09,F,034,I,,
6400000000,2019,09,M,083,F,,
6400000000,2019,09,F,069,A,,
6400000000,2019,09,M,068,C,,A
6400000000,2019,09,F,075,A,,
6400000000,2019,09,F,044,I,,BC
6400000000,2019,09,F,067,A,,
6400000000,2019,09,F,049,A,,B
6400000000,2019,09,M,077,C,,
6400000000,2019,09,F,072,A,,
6400000000,2019,09,F,074,B,,
6400000000,2019,09,M,040,I,,B
6400000000,2019,09,F,075,A,,
6400000000,2019,09,F,070,C,,
6400000000,2019,09,M,053,B,,
6400000000,2019,09,F,061,B,,
6400000000,2019,09,F,068,A,,
6400000000,2019,09,F,066,C,,
6400000000,2019,09,M,067,Z,,
6400000000,2019,09,F,080,G,,AB
6400000000,2019,09,M,073,A,,
6400000000,2019,09,F,052,Z,,
6400000000,2019,09,F,064,C,,B
6400000000,2019,09,F,085,Z,,A
6400000000,2019,09,F,068,B,,
6300000000,2019,09,F,067,A,,
6400000000,2019,09,F,080,C,,
6400000000,2019,09,F,047,G,,B
6400000000,2019,09,F,057,C,,
6400000000,2019,09,M,043,Z,,
6300000000,2019,09,F,083,,,
6400000000,2019,09,F,072,B,,
6400000000,2019,09,F,063,A,,A
6400000000,2019,09,F,066,Z,,
6400000000,2019,09,F,069,A,,
6300000000,2019,09,F,061,,,
6300000000,2019,09,M,085,,,
6300000000,2019,09,F,051,B,,
6300000000,2019,09,M,061,A,,
6300000000,2019,09,F,064,Z,,
6300000000,2019,09,F,065,C,,F
6300000000,2019,09,F,060,A,,AB
6300000000,2019,09,F,086,Z,,
6300000000,2019,09,F,061,G,,
6300000000,2019,09,M,075,F,,
6300000000,2019,09,F,034,I,,
6300000000,2019,09,M,058,A,,
6300000000,2019,09,F,055,A,,
6300000000,2019,09,F,067,A,,
6300000000,2019,09,F,062,A,,
6300000000,2019,09,F,068,A,,AB
6300000000,2019,09,F,068,A,,
1002100000,2019,09,F,077,Z,,
1002100000,2019,09,M,057,Z,,
1002100000,2019,09,F,046,I,,
1001800000,2019,09,F,065,A,,
1001000000,2019,09,F,046,A,,AB
1001000000,2019,09,F,073,A,,
1001000000,2019,09,F,067,,,
1001000000,2019,09,M,085,Z,,AB
1001000000,2019,09,F,068,C,,AB
1001800000,2019,09,F,070,A,,E
1001000000,2019,09,F,085,C,,
1001000000,2019,09,F,075,A,,
1001000000,2019,09,M,048,Z,,
1001000000,2019,09,F,032,A,,
1001000000,2019,09,F,069,,,
1001000000,2019,09,F,071,F,,BE
1001000000,2019,09,F,071,C,,
1002000000,2019,09,F,063,A,,
1002000000,2019,09,F,062,A,,
1002000000,2019,09,M,039,,,
1002000000,2019,09,F,080,A,,
1002000000,2019,09,F,080,C,,
1000400000,2019,09,F,087,A,,A
1000400000,2019,09,F,068,A,,A
1000400000,2019,09,F,066,A,,A
1000400000,2019,09,F,076,A,,A
1000400000,2019,09,M,067,Z,,A
1000400000,2019,09,M,069,I,,A
1000400000,2019,09,F,077,A,,AB
1000400000,2019,09,F,073,A,,A
1000400000,2019,09,M,069,A,,
1000400000,2019,09,F,070,A,,
1000400000,2019,09,M,077,F,,
1000400000,2019,09,F,068,C,,
6400000000,2019,09,M,043,I,,
1000400000,2019,09,M,049,C,,A
1000400000,2019,09,F,074,D,,
1000400000,2019,09,M,076,A,,
1000400000,2019,09,F,071,A,,
1000400000,2019,09,M,054,A,,
1002100000,2019,09,F,068,A,,
1000700000,2019,09,F,069,A,,
1000300000,2019,09,F,083,F,,B
1000300000,2019,09,F,054,A,,A
6500000000,2019,09,F,069,B,,AE
6400000000,2019,09,F,060,Z,,
1000700000,2019,09,M,062,F,,
1000300000,2019,09,F,067,A,,
6400000000,2019,09,F,060,Z,,
6400000000,2019,09,F,057,I,,A
6500000000,2019,09,F,077,D,,A
1000300000,2019,09,F,075,A,,
6400000000,2019,09,M,057,I,,B
1000300000,2019,09,F,071,A,,C
1000300000,2019,09,F,070,A,,
1000300000,2019,09,F,072,D,,A
1000300000,2019,09,F,087,Z,,
1000300000,2019,09,F,057,B,,
1000300000,2019,09,F,057,A,,
1000300000,2019,09,F,067,Z,,
1001900000,2019,09,F,070,A,,BE
1001900000,2019,09,F,040,A,,
1001900000,2019,09,F,037,I,,A
1000300000,2019,09,F,077,A,,A
1001900000,2019,09,F,090,A,,
1001900000,2019,09,F,054,A,,
1000300000,2019,09,M,081,Z,,A
1002100000,2019,09,F,069,D,,AB
1001900000,2019,09,F,027,Z,,A
1000700000,2019,09,M,077,G,,B
1000200000,2019,09,F,063,D,,
1000300000,2019,09,M,056,Z,,A
1000700000,2019,09,F,046,I,,B
1001900000,2019,09,M,048,A,,
1001900000,2019,09,F,065,A,,AB
1000700000,2019,09,M,071,B,,
1000700000,2019,09,F,052,C,,
1001900000,2019,09,M,042,C,,
1001900000,2019,09,F,,A,,B
1000300000,2019,09,F,039,,,
1001900000,2019,09,F,063,A,,A
1001900000,2019,09,F,079,A,,
1000300000,2019,09,F,073,Z,,A
1000700000,2019,09,F,,G,,A
1000700000,2019,09,M,087,G,,AB
1000300000,2019,09,M,028,F,,A
1000700000,2019,09,F,058,A,,A
1001700000,2019,09,F,067,A,,B
1000700000,2019,09,F,038,A,,
1000700000,2019,09,F,048,A,,
1001700000,2019,09,F,043,A,,B
1001700000,2019,09,F,079,C,,A
1000300000,2019,09,M,079,Z,,A
1001700000,2019,09,F,055,A,,
1000300000,2019,09,F,056,A,,A
1000300000,2019,09,F,084,,,
1000700000,2019,09,M,062,A,,A
1000700000,2019,09,F,046,A,,A
1000300000,2019,09,F,073,A,,
1000300000,2019,09,F,070,A,,
1000700000,2019,09,F,065,A,,A
1000700000,2019,09,F,050,D,,
1000300000,2019,09,F,057,I,,AB
1000300000,2019,09,F,063,,,
1001800000,2019,09,F,085,C,,
1002100000,2019,09,F,069,C,,
6400000000,2019,09,F,073,Y,,ABE
1002100000,2019,09,F,064,A,,B
1000700000,2019,09,F,045,A,,
1000700000,2019,09,F,071,A,,
1001800000,2019,09,M,051,I,,
1001800000,2019,09,F,054,A,,
1000300000,2019,09,M,070,A,,
1000300000,2019,09,F,074,A,,A
1000300000,2019,09,F,048,A,,A
1000300000,2019,09,M,056,A,,A
1001800000,2019,09,M,072,Z,,A
1000300000,2019,09,F,066,A,,
1000300000,2019,09,F,039,,,
1000300000,2019,09,F,086,Z,,
1002100000,2019,09,M,051,I,,
6400000000,2019,09,F,046,I,,
6400000000,2019,09,M,072,G,,
6500000000,2019,09,F,070,Z,,A
6500000000,2019,09,M,050,A,,A
6500000000,2019,09,F,074,D,,
1002100000,2019,09,F,070,A,,
6500000000,2019,09,F,069,B,,
1001600000,2019,09,M,068,A,,
6400000000,2019,09,M,063,I,,
1000700000,2019,09,F,060,A,,BG
1000300000,2019,09,F,089,C,,
1000300000,2019,09,F,063,A,,
1000300000,2019,09,F,066,A,,A
1000300000,2019,09,F,080,F,,A
1000300000,2019,09,F,071,A,,
1000300000,2019,09,M,069,A,,A
1000300000,2019,09,F,068,D,,
1000700000,2019,09,F,051,,,
6400000000,2019,09,F,077,A,,AB
1000700000,2019,09,F,080,G,,BC
1000300000,2019,09,F,062,B,,
1000300000,2019,09,F,011,,,
1000300000,2019,09,M,061,,,
1000300000,2019,09,F,057,A,,
1000300000,2019,09,F,062,A,,
1000300000,2019,09,F,071,C,,B
1000300000,2019,09,M,085,Z,,A
1000700000,2019,09,F,068,A,,
1001900000,2019,09,F,063,A,,AB
1000300000,2019,09,F,051,A,,A
1000300000,2019,09,M,086,Z,,A
1000300000,2019,09,F,069,D,,
1000300000,2019,09,F,067,A,,
1000300000,2019,09,F,061,B,,
1000700000,2019,09,F,044,A,,
1000300000,2019,09,F,067,A,,
1000300000,2019,09,F,073,A,,
1000300000,2019,09,F,042,,,
1000500000,2019,09,M,035,,,
1000300000,2019,09,M,088,Z,,
1000300000,2019,09,F,072,A,,
1001900000,2019,09,F,077,A,,A
1000300000,2019,09,F,058,A,,A
1000300000,2019,09,F,061,F,,A
6400000000,2019,09,M,059,I,,
1000300000,2019,09,F,069,A,,
1000700000,2019,09,M,051,,,
1002100000,2019,09,M,071,Z,,
6500000000,2019,09,M,028,I,,B
6500000000,2019,09,F,048,A,,
1001900000,2019,09,F,051,A,,
1001900000,2019,09,F,060,A,,AB
1001900000,2019,09,F,,A,,AE
6500000000,2019,09,F,072,Z,,A
1000500000,2019,09,F,068,C,,A
1001900000,2019,09,F,048,,,
6500000000,2019,09,F,085,Y,同居男朋友,A
1001900000,2019,09,F,075,A,,AB
1001900000,2019,09,F,054,,,
1001900000,2019,09,F,053,A,,
1001900000,2019,09,F,074,A,,
1001900000,2019,09,M,065,C,,
1001900000,2019,09,F,066,Z,,
1001900000,2019,09,F,081,,,
1001900000,2019,09,M,088,,,
1001900000,2019,09,F,064,Z,,
1001900000,2019,09,M,057,A,,
6500000000,2019,09,M,076,C,,
1001900000,2019,09,F,054,,,
1001900000,2019,09,F,052,,,
1001900000,2019,09,M,083,,,
1001900000,2019,09,F,064,A,,
1001900000,2019,09,F,080,,,
1001900000,2019,09,M,050,,,
1001900000,2019,09,M,063,A,,
6500000000,2019,09,M,059,A,,
1000500000,2019,09,F,062,B,,
1001900000,2019,09,F,068,A,,
6400000000,2019,09,F,072,C,,
6300000000,2019,09,F,083,A,,
6300000000,2019,09,M,066,A,,
1001500000,2019,09,F,,A,,B
1000800000,2019,09,F,066,A,,
1002100000,2019,09,M,053,C,,
1001900000,2019,09,M,063,Z,,A
6400000000,2019,09,F,062,A,,
1001900000,2019,09,F,028,A,,AB
1001700000,2019,09,M,061,Z,,
1001900000,2019,09,M,063,Z,,
1001900000,2019,09,M,043,C,,
1001900000,2019,09,F,054,A,,
1001900000,2019,09,F,090,C,,
6400000000,2019,09,F,043,I,,
6500000000,2019,09,M,075,A,,C
6500000000,2019,09,F,073,A,,
1001900000,2019,09,F,071,B,,
6300000000,2019,09,M,066,A,,
6300000000,2019,09,F,070,A,,
1001800000,2019,09,F,073,A,,B
1000500000,2019,09,M,045,A,,AE
1001900000,2019,09,F,082,F,,
1001900000,2019,09,F,071,E,,
1001900000,2019,09,M,047,,,
1001900000,2019,09,F,068,A,,
1001900000,2019,09,F,050,,,
6400000000,2019,09,F,076,D,,
1002100000,2019,09,M,085,F,,BC
1001900000,2019,09,M,043,,,
1001900000,2019,09,M,066,C,,
1001900000,2019,09,F,066,A,,F
6500000000,2019,09,F,060,B,,
1001900000,2019,09,F,071,Z,,A
6300000000,2019,09,F,064,A,,
1001900000,2019,09,M,021,Z,,
6300000000,2019,09,F,086,D,,
6300000000,2019,09,F,067,A,,AB
1001900000,2019,09,F,059,F,,AB
1001900000,2019,09,M,064,F,,AB
1001900000,2019,09,F,056,C,,
1001900000,2019,09,F,047,,,
1001900000,2019,09,M,056,,,
1001900000,2019,09,F,083,,,
1001900000,2019,09,M,085,,,
6500000000,2019,09,F,059,A,,BE
1001900000,2019,09,F,044,,,
1001900000,2019,09,F,084,,,
1001900000,2019,09,F,049,A,,
1001500000,2019,09,F,035,I,,AE
1001500000,2019,09,F,065,A,,
6300000000,2019,09,F,042,A,,
6300000000,2019,09,F,060,A,,A
1001500000,2019,09,M,040,A,,B
1002100000,2019,09,F,043,I,,
6500000000,2019,09,F,046,B,,
6500000000,2019,09,F,067,D,,
6500000000,2019,09,F,067,Z,,
1000900000,2019,09,F,071,D,,
6400000000,2019,09,M,053,A,,A
1000900000,2019,09,F,078,A,,
1000900000,2019,09,F,073,A,,A
6500000000,2019,09,F,080,F,,B
1000900000,2019,09,F,057,A,,
6500000000,2019,09,M,089,F,,BC
1000900000,2019,09,F,077,A,,
6500000000,2019,09,F,048,D,,B
1002100000,2019,09,F,053,A,,A
1000500000,2019,09,F,042,I,,A
1000200000,2019,09,F,054,A,,ABC
1000800000,2019,09,F,086,D,,
6500000000,2019,09,M,063,A,,A
1000700000,2019,09,M,065,G,,A
6500000000,2019,09,F,062,C,,A
1000700000,2019,09,F,083,F,,
1001900000,2019,09,F,028,,,
1001900000,2019,09,M,074,A,,
1001900000,2019,09,F,078,D,,
1001900000,2019,09,F,077,C,,
1000500000,2019,09,M,047,,,
1000500000,2019,09,F,051,,,
1000800000,2019,09,F,062,A,,
6400000000,2019,09,F,048,Z,,
1001800000,2019,09,F,070,A,,AB
1001800000,2019,09,F,075,A,,AB
1002100000,2019,09,F,051,A,,
6500000000,2019,09,F,071,A,,A
1000800000,2019,09,M,082,D,,
6400000000,2019,09,F,073,A,,
1001800000,2019,09,F,071,A,,AB
1000300000,2019,04,F,084,B,,AB
1000300000,2019,04,F,073,A,,AB
1000300000,2019,04,F,089,D,,
1000300000,2019,04,M,073,Z,,
1000300000,2019,04,F,068,F,,BC
1000200000,2019,04,F,079,A,,
1000300000,2019,04,M,066,A,,B
1000300000,2019,04,F,069,A,,
6500000000,2019,04,F,070,C,,A
6400000000,2019,04,M,054,,,
6400000000,2019,04,F,085,A,,
6400000000,2019,04,M,050,,,
1001900000,2019,04,F,065,A,,A
1001900000,2019,04,F,059,A,,AB
1001900000,2019,04,F,074,A,,A
1001900000,2019,04,F,036,I,,AB
1001900000,2019,04,F,,Z,,A
1001600000,2019,04,F,064,A,,A
6500000000,2019,04,F,087,A,,
6500000000,2019,04,M,032,B,,
1000900000,2019,04,M,064,A,,B
6400000000,2019,04,M,066,D,,
6400000000,2019,04,F,074,D,,
6400000000,2019,04,M,075,D,,
6400000000,2019,04,F,069,D,,
6500000000,2019,04,M,054,I,,A
1001500000,2019,04,F,056,C,,A
1001500000,2019,04,F,072,A,,AB
6500000000,2019,04,F,051,A,,
6500000000,2019,04,F,075,C,,
1001500000,2019,04,F,068,C,,
6500000000,2019,04,F,076,A,,
6500000000,2019,04,F,079,A,,A
6500000000,2019,04,F,079,C,,A
6500000000,2019,04,F,043,Z,,AC
6500000000,2019,04,F,059,D,,
6500000000,2019,04,F,085,F,,A
6500000000,2019,04,F,060,A,,
6300000000,2019,04,F,060,A,,
6500000000,2019,04,F,044,A,,A
6500000000,2019,04,F,051,A,,
6400000000,2019,04,F,060,A,,A
1000700000,2019,04,F,029,A,,
6500000000,2019,04,F,079,C,,
6500000000,2019,04,F,057,A,,
6500000000,2019,04,M,049,A,,
6300000000,2019,04,M,060,A,,
1000700000,2019,04,F,082,A,,A
1000700000,2019,04,F,025,A,,A
1000700000,2019,04,M,044,,,
1000700000,2019,04,F,080,,,
1000700000,2019,04,F,085,Z,,
1000700000,2019,04,F,071,A,,
6500000000,2019,04,F,055,A,,A
6300000000,2019,04,F,031,,,
0902000000,2019,04,F,081,,,
1000700000,2019,04,M,078,C,,
1001500000,2019,04,M,051,Z,,A
1001500000,2019,04,M,066,Z,,A
1000900000,2019,04,F,079,C,,F
6500000000,2019,04,F,079,A,,A
1001500000,2019,04,M,055,I,,AB
1000700000,2019,04,F,070,Z,,
1000700000,2019,04,F,073,A,,
1001500000,2019,04,M,060,Z,,
1001500000,2019,04,M,089,,,
1001500000,2019,04,F,067,C,,
1002000000,2019,04,M,062,,,
1000700000,2019,04,F,048,D,,
1000700000,2019,04,F,086,A,,
6400000000,2019,04,F,063,Z,,
1000800000,2019,04,F,066,Z,,
1002000000,2019,04,F,067,A,,A
0902000000,2019,04,F,070,A,,A
1000700000,2019,04,F,069,D,,
1000800000,2019,04,F,049,A,,
1002000000,2019,04,F,071,A,,ABD
1002000000,2019,04,F,077,B,,A
1000700000,2019,04,M,041,A,,
1000700000,2019,04,F,057,A,,
1002000000,2019,04,M,049,B,,C
1002000000,2019,04,F,086,C,,
1000700000,2019,04,F,068,A,,
1002000000,2019,04,M,052,,,
1000700000,2019,04,F,069,Z,,
1000700000,2019,04,M,049,A,,
1000900000,2019,04,F,081,A,,A
1002000000,2019,04,F,080,A,,
1002000000,2019,04,F,066,C,,
1000700000,2019,04,M,049,,,
1000800000,2019,04,F,061,C,,A
6500000000,2019,04,M,048,B,,
6500000000,2019,04,F,087,D,,
6500000000,2019,04,F,047,,,
6500000000,2019,04,F,084,Z,,
6500000000,2019,04,F,076,D,,
6300000000,2019,04,M,064,A,,
1001500000,2019,04,F,071,C,,A
1001700000,2019,04,M,055,A,,
6500000000,2019,04,M,068,C,,
1001500000,2019,04,F,071,A,,
6500000000,2019,04,F,062,,,
6300000000,2019,04,F,053,A,,
6300000000,2019,04,M,060,Z,,
6300000000,2019,04,M,051,Z,,
1002100000,2019,04,M,037,F,,B
1002100000,2019,04,F,077,A,,
1002100000,2019,04,M,065,A,,B
1002100000,2019,04,M,062,,,
1002100000,2019,04,F,051,A,,
1002100000,2019,04,F,075,C,,
1002100000,2019,04,F,077,A,,
1002100000,2019,04,F,047,B,,
1002100000,2019,04,M,072,A,,
1002100000,2019,04,F,067,Z,,AB
1002100000,2019,04,F,067,B,,A
1002100000,2019,04,F,059,A,,
1001800000,2019,04,M,056,A,,AB
1001800000,2019,04,F,060,C,,AB
1001800000,2019,04,F,057,A,,
1001800000,2019,04,F,059,A,,
1001800000,2019,04,M,085,Z,,A
1001800000,2019,04,F,084,C,,A
1001800000,2019,04,F,075,A,,
1001800000,2019,04,F,072,A,,
1001800000,2019,04,F,018,,,
1001800000,2019,04,F,072,A,,
1001800000,2019,04,M,013,I,,E
1001800000,2019,04,F,068,B,,
1001800000,2019,04,F,074,A,,
1001000000,2019,04,F,025,I,,AB
1001000000,2019,04,M,077,A,,A
1001000000,2019,04,F,075,B,,A
1001000000,2019,04,F,083,A,,
1001000000,2019,04,F,069,B,,
1001000000,2019,04,F,078,Z,,
1001000000,2019,04,F,065,A,,A
1001000000,2019,04,F,073,B,,B
1001000000,2019,04,F,050,A,,
1001000000,2019,04,M,040,,,
1001000000,2019,04,M,073,,,
1001000000,2019,04,F,076,A,,
1001000000,2019,04,M,074,B,,
1001000000,2019,04,F,085,C,,
1001000000,2019,04,M,053,Z,,AB
1001000000,2019,04,M,025,Z,,AB
1001000000,2019,04,F,035,,,
1001000000,2019,04,F,041,,,
1001000000,2019,04,F,065,B,,
1001000000,2019,04,F,068,C,,
1001000000,2019,04,F,079,Z,,
6400000000,2019,04,M,067,,,
1001600000,2019,04,F,075,B,,
6400000000,2019,04,M,087,,,
1000300000,2019,04,F,077,C,,
6400000000,2019,04,M,034,A,,
1000300000,2019,04,M,080,,,
1000300000,2019,04,F,077,A,,
1000300000,2019,04,F,067,A,,
1000300000,2019,04,F,069,,,AB
1000300000,2019,04,F,081,,,
1000300000,2019,04,F,056,Z,,AB
1000300000,2019,04,M,028,I,,
1000300000,2019,04,F,073,A,,
1000300000,2019,04,F,064,,,
1000300000,2019,04,F,067,Z,,C
1000300000,2019,04,F,065,C,,
1000400000,2019,04,M,088,F,,B
1000300000,2019,04,F,070,D,,
1000400000,2019,04,M,065,I,,AB
1000400000,2019,04,F,060,I,,AB
1000400000,2019,04,F,069,A,,
1000400000,2019,04,F,083,Z,,
1000400000,2019,04,M,086,,,
1000400000,2019,04,M,075,,,
1000300000,2019,04,F,077,C,,
1000300000,2019,04,F,074,Z,,
1000300000,2019,04,F,062,A,,
1000300000,2019,04,F,035,I,,
1000300000,2019,04,F,075,A,,BE
1000300000,2019,04,F,,E,,A
1000300000,2019,04,F,089,D,,
1000300000,2019,04,F,070,Z,,A
6500000000,2019,04,M,079,C,,AB
1000300000,2019,04,M,077,C,,
6500000000,2019,04,F,087,D,,A
1000800000,2019,04,F,088,,,AB
1000300000,2019,04,F,085,C,,
1000300000,2019,04,F,063,A,,
1000300000,2019,04,M,058,A,,
1000300000,2019,04,F,064,B,,ABF
1000300000,2019,04,F,068,B,,
1000300000,2019,04,F,071,A,,B
1000300000,2019,04,F,052,B,,
1000300000,2019,04,F,076,,,
6400000000,2019,04,F,067,A,,
6400000000,2019,04,F,048,A,,
1000300000,2019,04,F,060,A,,
1000300000,2019,04,M,053,A,,
1000300000,2019,04,M,086,C,,
1000300000,2019,04,F,,A,,B
1000300000,2019,04,F,055,A,,
1000300000,2019,04,F,050,B,,
1000300000,2019,04,F,069,,,
1000300000,2019,04,F,085,D,,
1000300000,2019,04,F,084,A,,
1000300000,2019,04,F,034,,,
