OWNERCITYCODE,RECEIVEYYYY,RECEIVEMM,GENDER,BDATE,RELATION,OTHERNOTFAMILYMEMBER,VIOLENCETYPE
1001900000,2021,05,F,068,A,,
1001900000,2021,05,M,058,A,,
1001900000,2021,05,M,051,Z,,
1001900000,2021,05,F,079,C,,AB
1001900000,2021,05,M,046,I,,
6300000000,2021,05,M,030,I,,H
1001700000,2021,05,M,059,A,,
1001700000,2021,05,F,056,Z,,
6500000000,2021,05,M,070,F,,
1001000000,2021,05,M,038,Z,,BC
1001700000,2021,05,F,076,Y,,
1000700000,2021,05,F,069,A,,ABCG
1000700000,2021,05,F,082,A,,
1000300000,2021,05,F,041,I,,E
6400000000,2021,05,F,067,A,,A
1000800000,2021,05,F,055,A,,AG
1000200000,2021,05,F,071,A,,A
1000800000,2021,05,M,063,A,,A
6300000000,2021,05,F,071,D,,
1000900000,2021,05,M,038,I,,B
6500000000,2021,05,F,072,A,,
6400000000,2021,05,F,044,I,,A
1000900000,2021,05,M,080,F,,
1000300000,2021,05,F,064,I,,A
1001900000,2021,05,F,074,A,,B
1000800000,2021,05,F,067,Z,,
6500000000,2021,05,F,083,A,,
6500000000,2021,05,F,091,Z,,BE
6500000000,2021,05,F,060,I,,BE
6500000000,2021,05,M,056,A,,
6500000000,2021,05,F,055,G,,
1001900000,2021,05,F,074,B,,A
1001900000,2021,05,F,080,A,,
1001900000,2021,05,F,081,A,,
1001900000,2021,05,M,077,A,,
1001900000,2021,05,F,074,Z,,
1001900000,2021,05,F,066,G,,
1001900000,2021,05,F,048,Z,,
1001900000,2021,05,F,054,D,,
1002000000,2021,05,F,071,D,,
6400000000,2021,05,F,082,A,,
6400000000,2021,05,M,080,A,,
6400000000,2021,05,M,074,A,,
1001300000,2021,05,F,072,B,,
6400000000,2021,05,F,080,A,,
1001300000,2021,05,F,088,C,,A
6400000000,2021,05,F,050,I,,
6500000000,2021,05,M,067,F,,
1001600000,2021,05,F,073,A,,BC
1001300000,2021,05,F,071,B,,
1001300000,2021,05,F,075,Z,,
1001300000,2021,05,M,056,Z,,
1001300000,2021,05,F,059,Z,,
6400000000,2021,05,M,058,A,,
6400000000,2021,05,F,057,A,,
6300000000,2021,05,F,044,A,,A
1001300000,2021,05,F,036,I,,
1001300000,2021,05,F,033,A,,
6400000000,2021,05,M,076,C,,
1000700000,2021,05,F,073,A,,AB
1001300000,2021,05,M,069,B,,
6400000000,2021,05,F,056,A,,
6400000000,2021,05,F,063,F,,A
6400000000,2021,05,M,044,I,,
6300000000,2021,05,M,043,A,,A
6500000000,2021,05,F,077,Z,,
1000200000,2021,05,M,049,Z,,
6500000000,2021,05,M,068,F,,
6500000000,2021,05,F,049,G,,
6500000000,2021,05,F,063,C,,
6500000000,2021,05,F,040,I,,C
6500000000,2021,05,F,064,Z,,
1001400000,2021,05,M,069,A,,
6400000000,2021,05,M,068,Z,,
6400000000,2021,05,M,068,Z,,
6400000000,2021,05,F,073,Z,,
6400000000,2021,05,F,039,A,,B
1001500000,2021,05,F,063,B,,
6400000000,2021,05,F,033,A,,
1002100000,2021,05,F,084,C,,
1002100000,2021,05,F,063,Z,,
1001500000,2021,05,F,082,A,,
6500000000,2021,05,M,091,G,,
1001500000,2021,05,F,078,D,,
1001500000,2021,05,M,081,A,,
6500000000,2021,05,F,056,Z,,A
6500000000,2021,05,F,079,D,,
1001900000,2021,05,F,,A,,A
1001900000,2021,05,F,088,C,,
1001900000,2021,05,M,071,A,,AB
1001900000,2021,05,M,065,A,,
1001900000,2021,05,M,080,A,,
1001900000,2021,05,F,075,D,,
6300000000,2021,05,F,045,A,,
6500000000,2021,05,F,044,I,,AB
1000700000,2021,05,F,076,A,,B
1001000000,2021,05,M,048,A,,
1000300000,2021,05,M,088,Z,,
1000200000,2021,05,M,066,A,,
6300000000,2021,05,F,027,I,,A
1002000000,2021,05,F,053,D,,
1002100000,2021,05,F,071,A,,
6500000000,2021,05,F,076,C,,
6400000000,2021,05,F,046,A,,
6400000000,2021,05,M,084,C,,B
6500000000,2021,05,F,028,I,,
1000300000,2021,05,F,090,F,,
6400000000,2021,05,M,030,A,,
6500000000,2021,05,M,072,Z,,
1000700000,2021,05,M,066,G,,
6400000000,2021,05,F,091,G,,A
1000800000,2021,05,M,072,A,,
1000800000,2021,05,M,076,B,,A
6500000000,2021,05,F,065,A,,
1000500000,2021,05,F,063,C,,
6300000000,2021,05,M,060,A,,
6400000000,2021,05,F,024,I,,BL
1000300000,2021,05,F,061,A,,
6400000000,2021,05,F,040,A,,ABK
1002100000,2021,05,F,064,C,,
1000800000,2021,05,F,067,I,,BK
6400000000,2021,05,F,073,A,,A
1000300000,2021,05,F,080,C,,
1000700000,2021,05,F,079,D,,
1001900000,2021,05,F,039,A,,
1001900000,2021,05,F,077,D,,
1001900000,2021,05,F,059,A,,
1001900000,2021,05,F,089,D,,G
1001900000,2021,05,M,081,A,,
1001900000,2021,05,F,086,A,,
1001900000,2021,05,F,075,F,,
1001900000,2021,05,M,088,Z,,
6400000000,2021,05,M,050,I,,A
1000900000,2021,05,F,072,C,,BE
1000300000,2021,05,F,075,A,,
6400000000,2021,05,F,060,D,,
6500000000,2021,05,F,079,Z,,
1000900000,2021,05,F,038,I,,B
6400000000,2021,05,F,073,C,,
1002100000,2021,05,F,041,I,,
1000300000,2021,05,F,049,B,,
1001300000,2021,05,F,083,C,,
1001300000,2021,05,F,076,A,,A
6400000000,2021,05,F,067,C,,
6400000000,2021,05,F,064,Z,,C
1000900000,2021,05,M,033,I,,
1000300000,2021,05,M,041,I,,
1000300000,2021,05,F,085,A,,B
1001600000,2021,05,F,070,A,,
1001800000,2021,05,F,040,A,,A
6500000000,2021,05,F,023,I,,AHIJQ
6400000000,2021,05,F,070,A,,A
6400000000,2021,05,F,071,Z,,C
6400000000,2021,05,F,041,A,,AB
1002100000,2021,05,F,073,A,,E
6500000000,2021,05,F,073,A,,
6400000000,2021,05,F,091,D,,A
1001600000,2021,05,F,082,A,,A
6300000000,2021,05,F,054,Z,,
6400000000,2021,05,F,092,D,,A
6500000000,2021,05,M,060,I,,
6300000000,2021,05,F,041,I,,AB
1001700000,2021,05,M,072,Z,,A
6500000000,2021,05,F,072,A,,A
1001700000,2021,05,F,046,I,,
1001700000,2021,05,F,091,Z,,A
1001700000,2021,05,M,074,G,,
1001700000,2021,05,F,091,C,,
1001700000,2021,05,F,062,A,,
1001900000,2021,05,F,070,A,,
1000500000,2021,05,M,038,I,,
1001900000,2021,05,F,074,Y,,A
1001900000,2021,05,M,068,I,,A
1001900000,2021,05,M,071,A,,
1001900000,2021,05,F,036,A,,
1001900000,2021,05,F,038,Z,,
1001900000,2021,05,M,022,I,,
1001900000,2021,05,M,083,F,,
1001900000,2021,05,F,064,Z,,
6300000000,2021,05,F,065,A,,
1001500000,2021,05,F,071,B,,FL
1000300000,2021,05,M,054,I,,
1000300000,2021,05,F,053,D,,
1000700000,2021,05,M,066,I,,A
1000700000,2021,05,M,078,A,,
1000200000,2021,05,F,056,I,,A
1000700000,2021,05,F,051,A,,
1000700000,2021,05,M,040,Z,,
1000700000,2021,05,F,044,Z,,
1000700000,2021,05,M,079,F,,
1001800000,2021,05,F,090,C,,
1000700000,2021,05,M,049,A,,AB
6500000000,2021,05,F,073,B,,AB
6500000000,2021,05,M,053,I,,
6500000000,2021,05,F,047,B,,
1002100000,2021,05,F,072,C,,A
1001900000,2021,05,M,051,I,,
1001900000,2021,05,F,063,A,,
1001900000,2021,05,M,045,A,,
1001900000,2021,05,M,040,I,,
1001900000,2021,05,F,079,A,,
6500000000,2021,05,F,086,A,,
6500000000,2021,05,M,055,I,,
6500000000,2021,05,M,070,B,,
6500000000,2021,05,M,040,I,,
6400000000,2021,05,F,052,A,,
1000300000,2021,05,F,070,C,,A
6500000000,2021,05,F,039,Z,,B
1000900000,2021,05,F,045,I,,
6400000000,2021,05,F,064,G,,A
1000700000,2021,05,F,088,C,,
1000700000,2021,05,F,027,I,,
1000900000,2021,05,F,090,B,,A
6400000000,2021,05,F,074,C,,
6500000000,2021,05,M,074,Z,,
1001900000,2021,05,F,050,A,,AB
1001900000,2021,05,F,084,C,,
1001900000,2021,05,M,076,C,,
1001900000,2021,05,F,068,C,,
6400000000,2021,05,M,074,Z,,
6400000000,2021,05,F,077,Z,,
1001900000,2021,05,F,083,A,,A
1000300000,2021,05,F,064,I,,E
1002100000,2021,05,F,073,A,,
6500000000,2021,05,M,033,I,,
6300000000,2021,05,M,076,F,,A
1001300000,2021,05,F,075,A,,
1001300000,2021,05,F,064,C,,A
1002100000,2021,05,F,071,A,,
1000900000,2021,05,M,067,D,,A
6500000000,2021,05,F,056,A,,AB
6500000000,2021,05,F,042,I,,
6500000000,2021,05,F,085,Z,,
1001800000,2021,05,F,092,D,,
1001700000,2021,05,M,028,I,,A
1001700000,2021,05,F,083,D,,
1001700000,2021,05,M,067,G,,
1001700000,2021,05,F,062,C,,
6400000000,2021,05,M,058,F,,
6400000000,2021,05,M,025,I,,
6300000000,2021,05,F,091,G,,
1001700000,2021,05,F,066,C,,
1000300000,2021,05,F,052,D,,
6400000000,2021,05,F,071,A,,
1001700000,2021,05,F,083,C,,
6400000000,2021,05,M,056,B,,
1001900000,2021,05,M,090,Z,,
1001900000,2021,05,F,059,D,,
1001900000,2021,05,F,078,A,,
1001900000,2021,05,F,057,D,,
1000700000,2021,05,F,074,A,,ABD
6500000000,2021,05,F,090,C,,
1000800000,2021,05,F,075,A,,
1002000000,2021,05,F,088,C,,BE
6400000000,2021,05,F,055,Z,,
6400000000,2021,05,M,028,I,,K
1000300000,2021,05,M,085,A,,
6400000000,2021,05,M,080,A,,
6500000000,2021,05,M,056,I,,A
1001900000,2021,05,F,025,I,,B
1001800000,2021,05,F,091,Z,,AB
6300000000,2021,05,F,072,D,,
1000500000,2021,05,F,078,A,,B
1000500000,2021,05,M,084,Z,,AB
1001600000,2021,05,M,073,C,,
1000300000,2021,05,M,071,D,,A
6400000000,2021,05,M,071,B,,
1002000000,2021,05,F,065,I,,BEF
6500000000,2021,05,F,110,A,,BE
1001900000,2021,05,M,066,A,,E
1001900000,2021,05,F,087,B,,
1001900000,2021,05,F,067,A,,
1001900000,2021,05,M,080,F,,
1001500000,2021,05,F,062,I,,A
1001600000,2021,05,F,075,C,,
1002000000,2021,05,M,054,Z,,A
6500000000,2021,05,M,078,Z,,
1000900000,2021,05,M,069,F,,
1000300000,2021,05,F,072,Z,,
6500000000,2021,05,M,088,Z,,A
6400000000,2021,05,F,069,G,,AB
1002100000,2021,05,F,061,D,,
6400000000,2021,05,M,085,F,,
1000300000,2021,05,F,021,I,,
1000900000,2021,05,F,053,I,,
6300000000,2021,05,M,035,I,,A
6500000000,2021,05,F,084,G,,B
1000900000,2021,05,F,050,Z,,
1000900000,2021,05,M,028,I,,
1000900000,2021,05,F,090,C,,
1000300000,2021,05,F,054,A,,
1001900000,2021,05,M,041,I,,
1001900000,2021,05,M,075,G,,
1001900000,2021,05,F,083,C,,
6400000000,2021,05,F,039,I,,B
1001900000,2021,05,F,068,B,,
1000300000,2021,05,F,076,A,,
1000300000,2021,05,F,081,C,,
1000300000,2021,05,M,044,Z,,
1000300000,2021,05,F,052,I,,
1000300000,2021,05,F,069,A,,
1000300000,2021,05,M,030,Z,,
1000300000,2021,05,M,058,A,,
1000300000,2021,05,F,050,I,,
1000300000,2021,05,M,070,A,,A
1000300000,2021,05,M,038,I,,B
6300000000,2021,05,M,091,F,,
6300000000,2021,05,M,041,I,,
6300000000,2021,05,F,079,A,,
6300000000,2021,05,M,090,D,,
6300000000,2021,05,F,074,A,,
6300000000,2021,05,F,065,C,,
6300000000,2021,05,M,063,I,,
6300000000,2021,05,M,078,A,,
6300000000,2021,05,F,079,A,,
6300000000,2021,05,M,063,A,,
6300000000,2021,05,F,061,A,,
6300000000,2021,05,M,077,G,,
6300000000,2021,05,F,029,I,,
6300000000,2021,05,F,032,I,,B
6300000000,2021,05,M,049,I,,
6300000000,2021,05,F,051,A,,
6300000000,2021,05,F,067,A,,
6300000000,2021,05,F,090,D,,
6300000000,2021,05,M,063,A,,
6300000000,2021,05,F,067,A,,
1001800000,2021,05,F,070,A,,A
1001800000,2021,05,F,054,I,,ABCE
1001800000,2021,05,F,028,G,,
1001800000,2021,05,F,087,Z,,
1001800000,2021,05,F,071,A,,B
1001800000,2021,05,F,074,I,,
1001800000,2021,05,F,079,C,,
1000400000,2021,05,F,053,A,,
1000400000,2021,05,F,072,A,,BD
1000400000,2021,05,M,045,I,,A
1000400000,2021,05,F,073,I,,
1000400000,2021,05,F,082,F,,A
1000400000,2021,05,F,068,A,,C
1000400000,2021,05,F,074,Z,,
1000400000,2021,05,M,073,Z,,
1000400000,2021,05,M,074,Z,,A
1001000000,2021,05,M,051,A,,
1001000000,2021,05,F,072,A,,B
6300000000,2021,05,F,070,A,,
6400000000,2021,05,M,065,G,,
6400000000,2021,05,M,086,F,,
6400000000,2021,05,F,069,Z,,
6400000000,2021,05,F,063,A,,
6400000000,2021,05,M,064,Z,,
6300000000,2021,05,F,015,Z,,
6400000000,2021,05,F,072,C,,A
6400000000,2021,05,F,082,A,,
6300000000,2021,05,M,061,Z,,
6300000000,2021,05,F,085,C,,
6300000000,2021,05,M,086,Z,,
6400000000,2021,05,F,044,A,,A
6400000000,2021,05,F,081,C,,
6300000000,2021,05,M,088,F,,A
6400000000,2021,05,M,077,C,,
6400000000,2021,05,F,078,D,,
6300000000,2021,05,M,062,Z,,
6300000000,2021,05,M,063,Z,,
6300000000,2021,05,F,074,C,,AB
6300000000,2021,05,M,080,A,,
6300000000,2021,05,F,059,C,,
6300000000,2021,05,F,066,Z,,AB
6400000000,2021,05,F,034,I,,
6300000000,2021,05,F,038,A,,
6300000000,2021,05,F,053,I,,
6300000000,2021,05,M,082,Z,,
6400000000,2021,05,F,030,I,,
6300000000,2021,05,M,078,D,,
6400000000,2021,05,M,079,Z,,
6400000000,2021,05,F,028,I,,
6300000000,2021,05,M,076,C,,
6400000000,2021,05,F,053,G,,
6300000000,2021,05,F,032,Z,,
6300000000,2021,05,F,060,I,,
6300000000,2021,05,M,046,A,,
