OWNERCITYCODE,RECEIVEYYYY,RECEIVEMM,GENDER,BDATE,RELATION,OTHERNOTFAMILYMEMBER,VIOLENCETYPE
6500000000,2022,01,F,067,I,,
6400000000,2022,01,F,071,A,,
6400000000,2022,01,F,058,B,,
6400000000,2022,01,F,078,A,,BC
6300000000,2022,01,M,076,Z,,
6400000000,2022,01,F,080,Z,,A
1001600000,2022,01,F,088,F,,A
1001600000,2022,01,F,067,C,,
1000300000,2022,01,M,045,I,,
6300000000,2022,01,F,067,Z,,
6500000000,2022,01,M,062,Z,,A
6500000000,2022,01,F,079,D,,
6500000000,2022,01,F,072,C,,A
6500000000,2022,01,M,075,C,,A
6500000000,2022,01,M,068,A,,
6400000000,2022,01,M,072,A,,F
1000200000,2022,01,F,054,F,,E
6400000000,2022,01,F,076,Z,,A
6400000000,2022,01,F,069,Z,,A
1000800000,2022,01,M,072,A,,
1000200000,2022,01,F,060,A,,
1001900000,2022,01,F,086,Z,,A
1001900000,2022,01,F,070,C,,
1001900000,2022,01,F,062,A,,
1001900000,2022,01,F,078,B,,
1001900000,2022,01,F,068,I,,
1001900000,2022,01,F,056,A,,
1002100000,2022,01,F,082,A,,
1000800000,2022,01,F,069,A,,AC
6400000000,2022,01,M,036,I,,L
1000500000,2022,01,F,083,C,,ABEF
1000300000,2022,01,M,069,A,,
6400000000,2022,01,F,078,Z,,
6500000000,2022,01,F,034,I,,
6400000000,2022,01,M,091,F,,
6400000000,2022,01,F,042,I,,
6500000000,2022,01,F,055,I,,
1001900000,2022,01,F,087,Z,,
6300000000,2022,01,M,040,I,,A
6300000000,2022,01,F,089,D,,
1000300000,2022,01,F,084,A,,A
1000300000,2022,01,F,059,Z,,
1001000000,2022,01,F,091,Z,,A
1002100000,2022,01,M,048,I,,
1000700000,2022,01,F,069,A,,A
1000700000,2022,01,F,068,I,,
1000700000,2022,01,F,078,Z,,
6500000000,2022,01,F,059,A,,A
6500000000,2022,01,F,071,A,,AB
1000300000,2022,01,M,075,C,,
1000300000,2022,01,M,077,Z,,
1000300000,2022,01,M,079,Z,,A
1000300000,2022,01,F,065,A,,
1000300000,2022,01,F,068,A,,
1000300000,2022,01,M,051,A,,
1000300000,2022,01,F,079,B,,
1000300000,2022,01,F,090,A,,
1000800000,2022,01,F,073,A,,
1000900000,2022,01,M,072,Z,,
1000300000,2022,01,F,082,C,,A
1000200000,2022,01,F,063,I,,AB
1001500000,2022,01,F,068,Z,,A
6300000000,2022,01,F,063,A,,B
1001900000,2022,01,F,087,G,,
1001900000,2022,01,M,055,A,,
1001900000,2022,01,F,085,F,,
1001900000,2022,01,F,059,Z,,
1001900000,2022,01,F,053,I,,
1001900000,2022,01,F,029,A,,
6400000000,2022,01,F,080,D,,
1000300000,2022,01,M,058,A,,
1002100000,2022,01,M,043,I,,A
6400000000,2022,01,F,028,L,,
6400000000,2022,01,F,064,L,,
6300000000,2022,01,F,090,C,,
1002100000,2022,01,M,059,Z,,A
6500000000,2022,01,F,043,A,,A
6500000000,2022,01,F,056,Z,,
1000700000,2022,01,M,038,G,,
6400000000,2022,01,F,048,I,,
1000300000,2022,01,F,069,I,,
1000300000,2022,01,F,075,D,,G
1001700000,2022,01,F,067,C,,A
1000300000,2022,01,M,041,B,,
1000300000,2022,01,F,062,D,,
1000300000,2022,01,F,077,A,,
1000300000,2022,01,F,065,D,,
6500000000,2022,01,F,040,I,,HP
1000300000,2022,01,M,058,B,,
6500000000,2022,01,F,053,A,,ABCE
6300000000,2022,01,M,075,F,,A
1001700000,2022,01,F,077,A,,A
1000300000,2022,01,F,079,B,,
6500000000,2022,01,F,077,F,,
6500000000,2022,01,M,063,Z,,
6500000000,2022,01,M,055,Z,,
6500000000,2022,01,M,054,Z,,
6300000000,2022,01,F,052,Z,,B
6300000000,2022,01,M,062,Z,,E
1001400000,2022,01,M,058,Z,,
1000300000,2022,01,M,058,A,,
1000900000,2022,01,M,052,Z,,
1000300000,2022,01,F,084,Z,,
1000300000,2022,01,F,063,Z,,A
6500000000,2022,01,F,074,F,,
1001900000,2022,01,F,089,F,,
1001900000,2022,01,F,062,C,,
1001900000,2022,01,F,079,D,,
1001900000,2022,01,F,078,D,,
1001900000,2022,01,F,070,C,,
1001900000,2022,01,M,085,F,,AB
6300000000,2022,01,M,041,I,,AB
6400000000,2022,01,F,059,A,,AB
1001900000,2022,01,F,054,A,,
1001900000,2022,01,F,085,C,,
1002100000,2022,01,M,081,A,,
6500000000,2022,01,M,045,A,,A
1000200000,2022,01,F,080,A,,
6300000000,2022,01,F,037,I,,
1000300000,2022,01,F,066,A,,
6300000000,2022,01,F,062,F,,
6300000000,2022,01,M,029,I,,CHK
6400000000,2022,01,F,077,A,,
6400000000,2022,01,F,087,C,,
1000200000,2022,01,M,085,Z,,
0902000000,2022,01,F,081,B,,A
6500000000,2022,01,F,048,I,,
6300000000,2022,01,M,069,A,,
6500000000,2022,01,F,064,I,,AB
6500000000,2022,01,F,056,G,,
6400000000,2022,01,M,076,Z,,
6400000000,2022,01,F,077,A,,AE
6500000000,2022,01,F,058,A,,AB
6400000000,2022,01,M,080,F,,
1001400000,2022,01,F,037,G,,A
6300000000,2022,01,M,070,C,,
6300000000,2022,01,F,043,A,,AB
6500000000,2022,01,F,018,A,,A
6500000000,2022,01,M,051,A,,
1001900000,2022,01,F,035,I,,A
1001900000,2022,01,F,065,B,,
1001900000,2022,01,F,053,A,,
1001900000,2022,01,F,048,B,,
6300000000,2022,01,F,044,A,,
1001900000,2022,01,F,078,C,,
6500000000,2022,01,M,042,B,,A
1001900000,2022,01,F,088,C,,
6500000000,2022,01,F,088,F,,B
1001900000,2022,01,M,069,A,,B
1001900000,2022,01,F,075,C,,
6300000000,2022,01,M,031,I,,
1000500000,2022,01,F,030,Z,,A
6500000000,2022,01,F,052,A,,BEG
6300000000,2022,01,M,052,Z,,AB
1000200000,2022,01,F,050,Z,,
6500000000,2022,01,F,082,A,,AG
1000900000,2022,01,F,065,A,,A
1001900000,2022,01,M,082,C,,A
1001900000,2022,01,M,075,F,,A
1001900000,2022,01,F,075,B,,AB
6500000000,2022,01,F,029,A,,
1001900000,2022,01,F,062,D,,
6400000000,2022,01,F,089,D,,
1001400000,2022,01,M,057,C,,
1000900000,2022,01,M,087,F,,
6500000000,2022,01,F,064,A,,A
1000300000,2022,01,M,076,Z,,
1000300000,2022,01,F,090,D,,
1000800000,2022,01,F,069,A,,
1000300000,2022,01,F,028,I,,A
1000300000,2022,01,F,072,C,,
1000300000,2022,01,M,070,F,,
1001600000,2022,01,M,073,D,,
1000300000,2022,01,M,085,C,,
1000300000,2022,01,F,086,A,,
1000300000,2022,01,F,071,A,,A
1000300000,2022,01,F,089,C,,
6300000000,2022,01,F,061,I,,A
6300000000,2022,01,M,059,A,,B
1000300000,2022,01,M,069,C,,AB
1000300000,2022,01,F,059,G,,E
1000300000,2022,01,F,060,C,,
1000300000,2022,01,M,061,C,,
1000300000,2022,01,F,074,A,,
1000300000,2022,01,M,068,A,,
6300000000,2022,01,F,082,D,,
6300000000,2022,01,F,066,Z,,AB
6300000000,2022,01,F,085,D,,
6300000000,2022,01,F,085,A,,
6300000000,2022,01,M,077,A,,
6300000000,2022,01,F,046,I,,
6300000000,2022,01,F,073,A,,BC
6300000000,2022,01,M,033,I,,
6300000000,2022,01,M,027,I,,
6300000000,2022,01,F,081,F,,
6300000000,2022,01,F,082,A,,
6300000000,2022,01,F,073,Z,,
6300000000,2022,01,F,053,I,,
6300000000,2022,01,M,086,A,,
6300000000,2022,01,M,052,F,,
1001800000,2022,01,F,081,A,,A
1001800000,2022,01,F,053,C,,
1001000000,2022,01,F,041,Z,,A
1000800000,2022,01,M,027,Y,,
1000400000,2022,01,M,027,I,,H
1000400000,2022,01,F,085,D,,
1000400000,2022,01,M,063,A,,F
1000400000,2022,01,F,056,Z,,
1000400000,2022,01,F,064,A,,
1000400000,2022,01,F,085,D,,
1000400000,2022,01,F,068,A,,
1000400000,2022,01,F,066,A,,
1000400000,2022,01,F,069,B,,
1000400000,2022,01,F,069,A,,
1001900000,2022,01,F,091,F,,BL
1001900000,2022,01,F,040,A,,AB
1001900000,2022,01,F,079,B,,
6400000000,2022,01,M,031,I,,A
1001900000,2022,01,M,036,Z,,
1001900000,2022,01,F,086,C,,
1001900000,2022,01,F,068,A,,AL
1001900000,2022,01,M,050,I,,
1000700000,2022,01,F,056,F,,
6500000000,2022,01,M,086,D,,AB
6500000000,2022,01,F,085,C,,AB
1001900000,2022,01,M,065,C,,
1001900000,2022,01,M,061,Z,,
1001900000,2022,01,F,052,I,,E
1001900000,2022,01,M,058,Z,,
1001900000,2022,01,M,062,A,,
1001900000,2022,01,F,056,A,,
1001900000,2022,01,M,063,C,,
1001900000,2022,01,F,069,C,,
1000400000,2022,01,M,075,Z,,
6400000000,2022,01,F,050,A,,A
1002000000,2022,01,F,075,F,,AC
6500000000,2022,01,F,076,B,,AK
6500000000,2022,01,F,051,A,,
6300000000,2022,01,F,084,A,,
1001400000,2022,01,M,067,Z,,
6400000000,2022,01,F,069,D,,
6300000000,2022,01,M,075,C,,
6300000000,2022,01,F,086,C,,
6400000000,2022,01,F,057,I,,
1002100000,2022,01,F,091,A,,A
6500000000,2022,01,F,062,A,,
6400000000,2022,01,F,077,A,,A
1000200000,2022,01,F,037,I,,AC
1002100000,2022,01,F,059,A,,B
1002100000,2022,01,F,063,Z,,B
6400000000,2022,01,F,083,G,,
6400000000,2022,01,M,061,D,,
1002100000,2022,01,F,078,C,,
6400000000,2022,01,F,073,B,,
1000300000,2022,01,F,056,A,,AB
1000300000,2022,01,F,052,I,,AK
6400000000,2022,01,F,089,F,,
1002100000,2022,01,M,062,A,,
1000800000,2022,01,F,086,A,,
1002100000,2022,01,M,072,A,,A
1002100000,2022,01,F,053,C,,
1000900000,2022,01,F,072,C,,A
1000900000,2022,01,F,057,A,,
1002100000,2022,01,F,038,A,,
6400000000,2022,01,F,085,A,,
6400000000,2022,01,M,057,I,,
1002100000,2022,01,F,063,I,,
1000700000,2022,01,F,034,A,,
6400000000,2022,01,M,054,I,,
1002100000,2022,01,F,062,Z,,A
6500000000,2022,01,F,083,B,,
1000500000,2022,01,F,072,B,,
6500000000,2022,01,F,083,A,,
6500000000,2022,01,F,061,A,,
1000900000,2022,01,F,062,C,,
1001700000,2022,01,F,088,C,,
6400000000,2022,01,F,063,C,,
6500000000,2022,01,F,078,F,,
1002100000,2022,01,F,074,B,,
1002100000,2022,01,M,063,A,,
1001500000,2022,01,F,036,I,,
6400000000,2022,01,F,085,A,,
1001500000,2022,01,F,060,Z,,
6400000000,2022,01,F,065,C,,
1002100000,2022,01,F,049,I,,A
6400000000,2022,01,M,066,C,,
1000900000,2022,01,F,051,C,,
6500000000,2022,01,F,076,A,,
6500000000,2022,01,F,063,A,,
1000300000,2022,01,F,084,Z,,ABCD
6400000000,2022,01,F,059,B,,
6500000000,2022,01,F,076,A,,
6500000000,2022,01,M,022,A,,AB
6400000000,2022,01,M,049,Z,,
1002100000,2022,01,F,062,D,,
6400000000,2022,01,F,056,Z,,
1000700000,2022,01,F,073,D,,
6500000000,2022,01,F,068,A,,
6500000000,2022,01,F,056,A,,
6500000000,2022,01,M,060,I,,
6500000000,2022,01,F,072,C,,
6500000000,2022,01,M,083,F,,AB
6500000000,2022,01,F,051,A,,AB
6400000000,2022,01,F,087,G,,A
6400000000,2022,01,M,058,A,,
6400000000,2022,01,F,075,A,,BE
6500000000,2022,01,F,068,A,,AB
6500000000,2022,01,F,050,I,,A
1001300000,2022,01,F,081,A,,A
6400000000,2022,01,F,066,C,,
6500000000,2022,01,F,085,G,,
6400000000,2022,01,M,050,I,,
6400000000,2022,01,F,077,D,,
6500000000,2022,01,F,075,A,,
1000700000,2022,01,M,042,F,,AB
6400000000,2022,01,F,077,D,,
6400000000,2022,01,F,045,Z,,
1000200000,2022,01,F,084,A,,
1000200000,2022,01,M,059,A,,
1000200000,2022,01,F,061,A,,
1000300000,2022,01,F,083,Z,,
1001800000,2022,01,M,019,I,,
6400000000,2022,01,F,062,I,,A
1000300000,2022,01,F,081,Z,,
6500000000,2022,01,F,078,A,,F
1000300000,2022,01,F,063,A,,
1000700000,2022,01,M,061,F,,A
6300000000,2022,01,M,076,A,,
6300000000,2022,01,F,084,D,,
1001900000,2022,01,M,077,D,,AL
1001900000,2022,01,M,055,Z,,AB
1001900000,2022,01,F,060,D,,
1000300000,2022,01,F,088,D,,A
6300000000,2022,01,F,089,A,,
1000800000,2022,01,F,069,A,,
1001300000,2022,01,F,063,A,,
1000900000,2022,01,F,074,A,,A
1001300000,2022,01,F,083,C,,AB
1001300000,2022,01,F,066,A,,
1001300000,2022,01,F,057,I,,
6300000000,2022,01,M,075,A,,
1001300000,2022,01,F,077,A,,A
1000300000,2022,01,F,052,Z,,A
1001300000,2022,01,M,046,I,,
1000300000,2022,01,M,057,I,,
1001300000,2022,01,F,067,A,,
1000300000,2022,01,F,082,A,,
6400000000,2022,01,F,029,I,,A
1000900000,2022,01,M,048,B,,
6300000000,2022,01,F,086,C,,
6300000000,2022,01,M,090,C,,
1002100000,2022,01,F,041,A,,AB
1000300000,2022,01,F,056,A,,
1001700000,2022,01,F,051,C,,
6500000000,2022,01,F,077,Z,,D
1000300000,2022,01,F,051,I,,
1001900000,2022,01,F,053,A,,A
1002000000,2022,01,F,050,I,,
1002000000,2022,01,F,079,D,,
1000200000,2022,01,M,082,Z,,
1000200000,2022,01,F,078,A,,
6400000000,2022,01,M,046,A,,
1001400000,2022,01,M,050,A,,
6400000000,2022,01,F,068,D,,A
1001900000,2022,01,F,078,A,,A
1000300000,2022,01,F,080,Z,,
6500000000,2022,01,F,061,F,,
6400000000,2022,01,F,045,A,,
1000300000,2022,01,F,068,A,,AB
6400000000,2022,01,F,077,A,,
6500000000,2022,01,F,067,I,,
1002100000,2022,01,F,083,C,,
1001900000,2022,01,M,064,A,,
6500000000,2022,01,F,078,C,,
6500000000,2022,01,M,082,C,,
6500000000,2022,01,F,086,Z,,
1001800000,2022,01,M,044,A,,A
1000300000,2022,01,F,070,Z,,
1001500000,2022,01,F,086,A,,
1001500000,2022,01,F,086,B,,
1000300000,2022,01,F,060,I,,A
1001500000,2022,01,M,088,A,,A
1000500000,2022,01,F,082,A,,AB
1000500000,2022,01,M,073,Z,,C
1000300000,2022,01,F,066,A,,
1001800000,2022,01,F,035,I,,
1001900000,2022,01,F,089,G,,A
1000700000,2022,01,F,042,I,,
