OWNERCITYCODE,INFOERTYPE,INFOUNIT,OTHERINFOERTYPE,OTHERINFOUNIT,CLIENTID,SEXID,BDATE,IDTYPE,OCCUPATION,OTHEROCCUPATION,EDUCATION,MAIMED,OTHERMAIMED,OTHERMAIMED2,SCHOOL,DID,DSEXID,DBDATE,NUMOFSUSPECT,RELATION,OTHERRELATION,OCCURCITY,OCCURPLACE,OCCURTOWN,OTHEROCCURPLACE,LASTOCCURTIME,INFOTIMEYEAR,INFOTIMEMONTH,TOWNCODE
1000300000,C,C,,,,F,061,A,X,,F,X,,,,,,,1,R,,6600000000,E,6600500000,,106073014,2017,08,1000309000
6500000000,F,F,,,,F,089,J,G,,E,X,,,C,,M,089,1,H,,,X,,,000000000,2017,08,
1000200000,H,E,,,,F,081,A,,,Z,,,,,,,000,,Y,,1000200000,A,,,000000000,2017,08,
1000900000,H,C,,,,F,078,A,H,,Z,,,,,,M,000,1,J,,6300000000,B,6300400000,,106073000,2017,08,1000914000
1000300000,H,I,,,,F,062,J,Y,,Z,M,,,,,M,000,1,,,,B,,,000000000,2017,08,1000309000
1002100000,H,I,,,,F,061,A,D,,F,X,,,,,M,064,1,K,,6700000000,E,,,106072900,2017,08,6703200000
6500000000,H,C,,,,F,087,J,,,Z,,,,,,,,4,J,,6500000000,E,6500100000,,106080104,2017,08,6501500000
1001700000,H,E,,,,F,091,A,H,,D,X,,,F,,M,090,1,H,,1001700000,X,1001705000,,000000000,2017,08,1001705000
1002000000,H,C,,,,F,083,A,D,,G,X,,,,,M,000,1,J,,1002000000,E,1002002000,,106062816,2017,08,1002002000
6500000000,D,D,,,,F,067,A,D,,E,X,,,,,,,1,N,,6500000000,P,6501300000,,106080103,2017,08,6500100000
1000400000,D,D,,,,F,087,A,G,,E,X,,,,,M,053,1,C,,1000400000,A,1000405000,,106071522,2017,08,1000405000
6500000000,D,D,,,,F,102,A,H,,I,X,,,,,M,061,1,C,,6400000000,C,6400700000,,000000000,2017,08,6500300000
6400000000,D,D,,,,F,081,A,E,,G,X,,,,,M,073,1,O,,6700000000,D,6703100000,,106072723,2017,08,6401900000
1000300000,D,D,,,,F,078,A,C,,G,X,,,,,M,075,1,D,,1000300000,A,1000308000,,091000000,2017,08,1000308000
6500000000,H,I,,,,F,099,J,,,Z,,,,,,M,065,1,C,,6500000000,B,6501500000,,106080300,2017,08,
1000500000,F,F,,,,F,096,J,G,,C,,,,C,,M,089,1,D,,6600000000,B,6602800000,,106022800,2017,08,
1001500000,A,R,,,,M,068,A,,,Z,,,,,,M,064,,Y,,1001500000,1,1001501000,,000000000,2017,08,1001505000
6400000000,H,C,,,,F,067,A,E,,G,X,,,,,M,064,1,A,,6400000000,A,6400700000,,106073109,2017,08,6400900000
6400000000,H,H,,,,F,099,A,G,,C,X,,,C,,F,076,1,C,,1000300000,A,1000305000,,106062200,2017,08,6401200000
1001900000,H,E,,,,F,082,E,D,,D,X,,,,,M,057,1,O,,6600000000,D,6600700000,,106080209,2017,08,
1001700000,H,C,,,,M,094,A,G,,Z,X,,,,,M,000,1,J,,1001700000,A,,,106073000,2017,08,1001706000
6300000000,E,F,,,,Z,090,J,G,,E,,,,C,,M,000,1,I,,6300000000,X,6300700000,,000000000,2017,08,
6500000000,C,K,,,,F,084,J,,,Z,X,,,,,,,1,L,,6500000000,Q,,,000000000,2017,08,6500800000
1002100000,H,C,,,,F,056,C,A,,A,X,,,,,M,052,1,,,6700000000,,,,000000000,2017,08,6702400000
1001900000,H,I,,,,F,088,J,G,,E,,,,,,M,000,1,P,,6600000000,S,,,000000000,2017,08,
6300000000,F,F,,,,F,090,A,G,,E,X,,,C,,,,1,Y,,,E,,,106072900,2017,08,6300900000
1002000000,D,D,,,,F,086,A,H,,D,X,,,,,M,066,1,P,,1002000000,S,1002002000,,101050000,2017,08,1002001000
1001900000,D,D,,,,F,087,A,G,,G,X,,,C,,M,070,,R,,6600000000,A,6602500000,,106080216,2017,08,6602200000
1001900000,D,D,,,,F,090,A,,,Z,M,,,,,M,058,,C,,6600000000,X,6602900000,,000000000,2017,08,6602900000
1000300000,D,D,,,,F,092,A,,,D,X,,,C,,M,072,,,,1000300000,,1000306000,,106080300,2017,08,1000306000
1001900000,C,C,,,,F,087,A,G,,G,X,,,,,M,070,1,R,,6600000000,A,6602500000,,106080218,2017,08,6602200000
6300000000,Z,Z,,,,F,000,A,,,Z,E,,,,,M,000,,J,,6600000000,G,,,000000000,2017,08,6300200000
6300000000,H,E,,,,F,103,A,G,,I,X,,,B,,M,000,,R,,6300000000,S,,,106080317,2017,08,6300700000
6500000000,H,H,,,,F,087,J,Y,,E,,,,,,M,083,1,M,,6500000000,T,6500600000,,000000000,2017,08,6501800000
1000500000,H,C,,,,F,073,A,A,,E,a,,,,,M,069,1,Y,,6600000000,B,6601500000,,106080307,2017,08,1000507000
1001900000,F,F,,,,F,088,A,G,,E,X,,,,,M,000,1,P,,6600000000,S,6602800000,,000000000,2017,08,6602700000
1001900000,H,E,,,,F,090,A,G,,E,,,,C,,,,,,,,,,,000000000,2017,08,6601800000
1000700000,H,H,,,,F,090,A,G,,E,X,,,C,,M,092,1,D,,1000700000,C,1000710000,,106080208,2017,08,1000720000
6300000000,F,F,,,,M,089,A,G,,E,X,,,C,,F,000,1,H,,6300000000,X,,,000000000,2017,08,6300300000
6300000000,F,F,,,,F,090,A,G,,E,X,,,,,M,089,1,H,,6300000000,X,,,000000000,2017,08,
1001300000,H,C,,,,F,090,A,,,D,X,,,E,,M,078,1,H,,1001300000,B,1001323000,,000000000,2017,08,1001323000
1002000000,F,F,,,,F,091,J,,,Z,,,,,,,091,1,,,,,,,000000000,2017,08,1002002000
1000500000,H,C,,,,F,083,A,D,,G,X,,,,,M,082,1,J,,1000500000,D,1000502000,,106052900,2017,08,1000502000
1000700000,F,F,,,,F,092,A,G,,D,X,,,C,,M,091,1,H,,1000700000,B,1000701000,,106080300,2017,08,1000701000
6500000000,H,C,,,,F,091,A,G,,E,X,,,C,,,,1,I,,6500000000,B,,,000000000,2017,08,6502800000
1000700000,F,F,,,,F,088,A,,,E,L,,,,,,000,3,L,,1000700000,S,1000720000,,000000000,2017,08,1000715000
1002100000,C,C,,,,F,087,A,D,,Z,X,,,,,M,084,,J,,6700000000,E,6703700000,,106072303,2017,08,6701800000
1001700000,H,C,,,,F,064,A,F,,Z,,,,,,M,000,1,H,,1001700000,Y,,,106080417,2017,08,1001701000
1002100000,C,C,,,,F,092,A,,,Z,X,,,,,M,087,1,H,,,B,,,000000000,2017,08,
1000200000,D,D,,,,F,059,A,,,Z,X,,,,,,,,Y,,1000200000,C,1000201000,,106080323,2017,08,
1001700000,D,D,,,,M,092,B,G,,D,X,,,C,,M,088,1,M,,1001700000,A,1001702000,,106070000,2017,08,1001702000
1001700000,D,D,,,,M,092,A,G,,D,X,,,C,,M,088,1,M,,1001700000,E,1001704000,,106060000,2017,08,1001702000
1001700000,D,D,,,,M,093,A,G,,D,X,,,C,,M,088,1,M,,1001700000,E,1001704000,,106071417,2017,08,1001704000
6400000000,D,D,,,,F,100,A,X,,I,X,,,B,,M,068,1,Y,,6400000000,Z,6400900000,,106070418,2017,08,6400900000
1001000000,D,D,,,,F,088,A,D,,E,X,,,,,M,065,1,O,,1001000000,D,1001005000,,106080315,2017,08,1001005000
1000500000,D,D,,,,M,090,A,G,,E,LMN,,,C,,M,094,,Y,,1000500000,Z,1000505000,,106072520,2017,08,1000504000
1000700000,D,D,,,,F,091,A,G,,E,X,,,C,,M,086,1,H,,1000700000,B,1000701000,,106061622,2017,08,1000701000
6300000000,D,D,,,,F,086,A,G,,G,X,,,E,,M,078,,M,,6300000000,F,6301200000,,101012600,2017,08,6301100000
6300000000,D,D,,,,M,090,A,G,,E,X,,,C,,F,090,1,I,,6300000000,Z,6301200000,,106063000,2017,08,6301200000
1000700000,D,D,,,,F,087,A,G,,E,L,,,E,,M,084,,M,,1000700000,S,1000702000,,106080319,2017,08,1000702000
6400000000,D,D,,,,F,085,A,D,,E,X,,,,,M,078,1,H,,6400000000,A,6400500000,,106080411,2017,08,6400500000
6400000000,D,D,,,,F,090,A,Y,,D,X,,,F,,M,083,1,H,,1001300000,B,1001306000,,000000000,2017,08,6401100000
6300000000,D,D,,,,M,090,A,G,,E,X,,,C,,F,090,,I,,6300000000,T,6301200000,,105111522,2017,08,6301200000
6300000000,H,E,,,,F,082,A,Y,,Z,L,,,,,M,000,1,M,,1000400000,X,,,106080100,2017,08,6300200000
6300000000,C,C,,,,F,090,A,H,,D,,,,,,M,080,1,J,,6300000000,B,6300400000,,106073101,2017,08,
1001900000,C,C,,,,F,052,A,H,,E,M,,,,,M,046,,Y,,6600000000,Z,6600300000,,106080504,2017,08,6600800000
1001700000,H,C,,,,F,091,A,H,,D,X,,,,,,000,1,H,,,,,,000000000,2017,08,1001705000
1000900000,C,C,,,,F,090,A,G,,Z,,,,,,,,,P,,,X,,,000000000,2017,08,1000903000
6400000000,C,C,,,,F,080,A,H,,Z,X,,,,,,,1,,,6400000000,B,,,106080400,2017,08,6400600000
6500000000,H,C,,,,F,000,A,D,,D,a,,,,,M,000,1,K,,6300000000,E,6300700000,,106072607,2017,08,6500500000
1001000000,D,D,,,,F,058,A,H,,E,X,,,,,M,057,1,J,,1000500000,D,1000510000,,106080219,2017,08,1001012000
1000200000,D,D,,,,F,089,A,G,,E,X,,,C,,,,1,Y,,1000200000,Z,1000201000,,106080420,2017,08,1000201000
6300000000,D,D,,,,Z,090,A,,,Z,,,,,,M,080,,M,,6300000000,B,6300400000,,106073101,2017,08,6300300000
1001700000,D,D,,,,M,093,A,G,,D,X,,,C,,M,088,1,M,,1001700000,E,1001704000,,106071500,2017,08,1001701000
1001900000,D,D,,,,M,092,A,G,,D,X,,,C,,M,000,1,L,,6600000000,S,6601300000,,105020211,2017,08,6601200000
6500000000,D,D,,,,F,098,A,G,,C,X,,,C,,M,045,1,Q,,6500000000,A,6500600000,,106080119,2017,08,6500400000
6300000000,C,C,,,,F,084,A,,,Z,X,,,,,,000,1,R,,6300000000,B,6300200000,,106080504,2017,08,6300500000
1000300000,C,C,,,,F,085,A,,,Z,X,,,,,,000,1,J,,1000300000,E,,,106080503,2017,08,1000301000
1000300000,X,R,,,,M,077,A,X,,G,X,,,,,M,062,1,Y,,1000300000,1,1000307000,,106080522,2017,08,1000307000
1001900000,H,I,,,,F,080,J,Y,,Z,,,,,,,000,1,R,,6600000000,Y,,,000000000,2017,08,6602400000
1000300000,H,I,,,,F,040,J,H,,Z,X,,,,,M,044,1,J,,1000300000,A,1000308000,,000000000,2017,08,1000308000
1000200000,D,D,,,,F,054,A,X,,E,X,,,,,M,045,1,J,,1000200000,A,1000206000,,106080517,2017,08,1000206000
6400000000,D,D,,,,F,090,A,G,,D,X,,,C,,M,086,1,H,,6400000000,B,,,106071022,2017,08,6401400000
1001900000,D,D,,,,M,094,A,G,,C,X,,,C,,M,085,1,J,,6600000000,3,6601700000,,102013118,2017,08,6602500000
1002100000,D,D,,,,F,085,A,D,,E,X,,,,,,000,1,N,,6700000000,B,6703100000,,106080603,2017,08,6703600000
6500000000,D,D,,,,F,054,A,Y,,Z,L,,,,,M,055,,Y,,6500000000,A,6500500000,,103000000,2017,08,6500300000
6300000000,D,D,,,,F,094,A,G,,C,X,,,C,,M,000,1,C,,6300000000,A,6300800000,,106072809,2017,08,6300800000
6300000000,A,A,,,,F,089,A,G,,Z,X,,,,,M,063,1,D,,6300000000,B,,,000000000,2017,08,6301200000
1000300000,C,C,,,,F,074,A,X,,G,X,,,,,M,000,1,M,,1001000000,B,1001005000,,106080115,2017,08,1000308000
1001700000,F,F,,,,M,093,A,G,,D,X,,,C,,,,,Y,,,X,,,000000000,2017,08,1001704000
1001900000,H,C,,,,F,058,A,B,,Z,,,,,,M,000,4,I,,6600000000,B,6600200000,,106080614,2017,08,
6400000000,H,C,,,,F,077,A,Y,,E,L,,,,,M,037,1,Q,,,X,,,106080508,2017,08,6400400000
1000700000,F,F,,,,M,091,A,G,,D,X,,,C,,F,092,1,H,,1000700000,A,1000701000,,106080400,2017,08,1000701000
6400000000,H,C,,,,F,101,A,X,,I,X,,,A,,M,065,1,C,,6400000000,B,6401900000,,106072200,2017,08,6401900000
6400000000,H,C,,,,F,104,A,X,,I,X,,,,,M,065,1,C,,6400000000,B,6401900000,,106072200,2017,08,6401900000
1000700000,H,C,,,,F,089,A,,,D,X,,,,,M,000,1,M,,1000300000,B,1000302000,,000000000,2017,08,1000701000
1002100000,D,D,,,,F,090,A,G,,E,X,,,C,,M,086,1,H,,6700000000,B,6701300000,,000000000,2017,08,6701300000
6400000000,D,D,,,,F,056,A,E,,G,X,,,,,M,061,1,B,,6400000000,E,6401100000,,000000000,2017,08,6401200000
6300000000,D,D,,,,F,067,A,H,,D,M,,,,,,076,1,M,,6500000000,E,6501500000,,106073113,2017,08,6300800000
1001900000,D,D,,,,M,085,A,G,,G,X,,,C,,M,070,,R,,6600000000,A,6602500000,,106080214,2017,08,6602500000
6400000000,D,D,,,,F,043,A,I,,Z,I,,,,,M,060,1,Q,,6400000000,A,6401300000,,106080713,2017,08,6401300000
6500000000,H,H,,,,F,074,E,,,E,X,,,,,M,000,1,D,,,A,,,000000000,2017,08,6500400000
6500000000,C,C,,,,F,074,A,D,,E,X,,,,,M,072,1,,,,,,,106060300,2017,08,6500800000
6400000000,H,C,,,,F,043,A,H,,Z,B,,,,,M,000,1,Q,,6400000000,A,6401300000,,106080713,2017,08,6401300000
1001900000,F,F,,,,F,089,J,,,Z,,,,,,,,1,R,,6600000000,Z,6600900000,,000000000,2017,08,6602400000
1001900000,H,E,,,,F,026,A,H,,Z,X,,,,,M,032,1,D,,6600000000,A,6601700000,,000000000,2017,08,
1001900000,H,E,,,,F,085,A,,,G,X,,,,,M,066,1,R,,1001300000,D,1001304000,,106080600,2017,08,6600600000
1001900000,D,C,,,,F,071,A,D,,E,X,,,,,M,000,,J,,6700000000,E,,,000000000,2017,08,6602700000
1000200000,A,A,,,,F,091,J,,,D,,,,,,M,086,5,,,,,,,000000000,2017,08,
1002100000,H,E,,,,F,091,A,G,,D,X,,,C,,M,091,,I,,6700000000,X,,,000000000,2017,08,
1000500000,F,F,,,,F,092,A,G,,D,X,,,C,,M,000,1,M,,1000500000,B,1000505000,,000000000,2017,08,1000505000
1001900000,H,E,,,,F,000,A,,,D,,,,C,,M,000,4,D,,6600000000,A,6601400000,,000000000,2017,08,6601400000
6500000000,H,C,,,,M,090,J,G,,D,,,,C,,,,1,,,6500000000,E,,,106080714,2017,08,
6500000000,H,H,,,,F,090,A,G,,E,X,,,C,,M,087,1,J,,6300000000,F,6300400000,,106080806,2017,08,6500400000
6400000000,D,D,,,,F,083,A,F,,E,X,,,,,M,000,1,M,,6400000000,E,,,000000000,2017,08,6400800000
1000800000,D,D,,,,F,069,A,E,,G,X,,,,,M,071,1,A,,1000800000,A,1000809000,,106073003,2017,08,1000809000
6300000000,D,D,,,,F,096,A,G,,C,X,,,C,,M,072,1,C,,6500000000,A,6501400000,,106080312,2017,08,6301100000
1001900000,C,C,,,,F,092,A,G,,D,X,,,C,,M,088,1,D,,6600000000,A,6602800000,,106072300,2017,08,6602800000
1001500000,H,I,,,,F,090,O,G,,E,X,,,C,,M,058,1,D,,,A,,,000000000,2017,08,1001507000
1000900000,M,E,,,,Z,087,A,G,,E,,,,C,,M,064,1,C,,1000900000,A,1000909000,,000000000,2017,08,1000909000
1000500000,F,F,,,,F,098,A,G,,C,X,,,C,,M,000,1,R,,1000500000,O,1000501000,,000000000,2017,08,1000501000
1000200000,H,C,,,,F,089,A,X,,D,L,,,F,,M,000,1,Y,,1000200000,U,1000207000,,000000000,2017,08,1000207000
1001000000,H,C,,,,F,076,A,F,,E,M,,,,,,000,1,D,,1001000000,A,1001013000,,106072400,2017,08,1001013000
1000300000,H,C,,,,F,102,A,,,I,,,,A,,,,1,R,,1000300000,Z,,,106080713,2017,08,1000306000
6300000000,H,C,,,,F,077,A,P,,G,X,,,F,,M,000,1,Y,,6500000000,E,6500300000,,106080904,2017,08,6300400000
1001900000,A,A,,,,F,069,A,,,Z,,,,,,M,060,,N,,6600000000,U,6600200000,,106010600,2017,08,6600700000
1001900000,H,E,,,,M,101,A,,,Z,,,,,,,000,1,,,,,,,000000000,2017,08,6600800000
6500000000,H,C,,,,F,088,A,G,,E,,,,E,,,000,1,M,,6500000000,B,6501300000,,000000000,2017,08,6501300000
1000700000,H,H,,,,F,078,A,G,,H,X,,,C,,M,000,1,Y,,6400000000,A,6400200000,,105060906,2017,08,1000711000
1001700000,D,D,,,,F,089,A,G,,E,X,,,C,,M,082,1,I,,6500000000,B,6500100000,,106071610,2017,08,
1002100000,D,D,,,,F,093,A,,,Z,X,,,C,,M,062,1,C,,6700000000,A,6700100000,,000000000,2017,08,6700100000
1002100000,D,D,,,,F,094,A,G,,Z,X,,,C,,M,062,,C,,6700000000,A,6700100000,,000000000,2017,08,6700100000
1000700000,D,D,,,,F,085,A,D,,E,L,,,,,M,080,,M,,1000700000,S,1000713000,,106080819,2017,08,1000713000
6400000000,A,R,,,,M,086,A,G,,E,ZLY,,,C,,M,085,1,L,,6400000000,1,6402100000,,106040108,2017,08,
6500000000,H,C,,,,F,077,J,X,,Z,,,,,,,000,1,J,,6500000000,B,6501300000,,106072314,2017,08,6500300000
1001900000,H,C,,,,F,088,A,G,,E,X,,,,,M,000,,Y,,,B,,,000000000,2017,08,6602700000
6500000000,H,C,,,,F,075,A,D,,F,,,,,,M,069,1,A,,6300000000,D,,,106080807,2017,08,6500700000
1001700000,H,C,,,,F,088,A,G,,E,,,,C,,M,083,1,H,,1001700000,E,,,106080507,2017,08,
6500000000,H,C,,,,F,096,A,G,,C,X,,,C,,M,000,,D,,6500000000,A,6500600000,,106060000,2017,08,6500600000
6400000000,C,C,,,,F,066,A,D,,Z,M,,,,,,000,1,J,,6400000000,F,,,106072700,2017,08,6401100000
1000500000,H,C,,,,F,094,A,G,,D,X,,,C,,M,070,1,,,1000500000,D,,,000000000,2017,08,1000504000
1000500000,H,C,,,,M,090,A,G,,E,X,,,,,F,088,1,H,,1000500000,A,1000512000,,106071000,2017,08,1000512000
1001300000,H,E,,,,M,090,A,G,,D,X,,,C,,M,036,1,Y,,1001300000,Y,1001303000,,000000000,2017,08,1001303000
1000200000,H,C,,,,F,088,J,G,,F,X,,,C,,M,082,,I,,1001500000,A,1001504000,,000000000,2017,08,1000210000
1001600000,Z,C,,,,F,910,A,G,,E,,,,,,,,,,,,,,,000000000,2017,08,1001601000
6400000000,H,C,,,,F,089,J,,,Z,X,,,E,,M,000,,H,,6400000000,B,,,000000000,2017,08,6401200000
1002100000,D,D,,,,F,091,A,G,,E,X,,,C,,M,088,1,I,,6700000000,B,6703200000,,106072321,2017,08,6703700000
6500000000,D,D,,,,F,070,A,X,,F,X,,,,,,,1,J,,1001800000,E,,,000000000,2017,08,6500500000
1000200000,D,D,,,,F,091,Q,G,,E,,,,C,,M,087,1,H,,1000200000,B,1000201000,,106080813,2017,08,1000212000
6400000000,D,D,,,,F,102,A,X,,I,X,,,B,,M,091,1,R,,6400000000,S,6400800000,,106080816,2017,08,6400800000
6400000000,D,D,,,,F,101,A,H,,I,X,,,A,,M,062,1,C,,6400000000,A,6403500000,,106080317,2017,08,6403500000
1002100000,D,D,,,,F,038,A,H,,E,X,,,F,,M,062,1,C,,6700000000,A,6700100000,,105000000,2017,08,6700100000
1002100000,D,D,,,,F,076,A,D,,E,X,,,,,M,069,1,B,,6700000000,A,6701200000,,106080302,2017,08,6701200000
1000300000,D,D,,,,F,087,A,G,,E,X,,,C,,M,055,1,R,,1000300000,O,1000301000,,106080922,2017,08,1000301000
6300000000,H,H,,,,M,090,J,G,,E,X,,,,,F,090,,I,,6300000000,S,,,106010700,2017,08,6300100000
6400000000,H,I,,,,F,086,O,F,,Z,L,,,,,M,052,1,Y,,6400000000,B,6400200000,,106080600,2017,08,
1001800000,H,C,,,,F,096,A,G,,C,L,,,C,,M,093,1,L,,1001800000,S,,,106080112,2017,08,
1001900000,H,E,,,,F,090,A,G,,E,X,,,C,,M,070,1,Y,,6600000000,A,6600300000,,000000000,2017,08,6600300000
1002100000,F,F,,,,F,084,A,G,,G,X,,,C,,M,000,1,D,,6600000000,B,6601300000,,000000000,2017,05,6702000000
1002000000,C,K,,,,F,079,A,,,G,X,,,,,,,,D,,,A,,,000000000,2017,05,1002001000
6300000000,F,F,,,,M,091,A,G,,D,X,,,C,,F,092,1,I,,6300000000,S,6301200000,,000000000,2017,05,6301200000
1000200000,H,C,,,,F,096,A,G,,C,X,,,C,,M,092,1,D,,1000200000,A,1000208000,,106052200,2017,05,1000208000
1001900000,D,D,,,,F,081,I,D,,G,X,,,,,M,082,1,Y,,6600000000,A,6600700000,,106051421,2017,05,6600700000
1001900000,D,D,,,,F,093,A,G,,D,X,,,C,,M,071,,C,,6600000000,A,6601300000,,106052217,2017,05,6601300000
1001900000,D,D,,,,F,089,A,G,,E,X,,,C,,M,089,1,H,,6600000000,S,6601200000,,106052218,2017,05,6602400000
1001900000,D,D,,,,F,089,A,D,,D,X,,,,,M,072,,H,,6600000000,B,6602400000,,105070112,2017,05,6602400000
1000300000,D,D,,,,F,092,A,G,,D,X,,,C,,M,093,1,L,,1000300000,S,1000301000,,105060000,2017,05,1000301000
1002100000,D,D,,,,F,076,A,D,,E,X,,,,,M,078,1,A,,6700000000,A,6702000000,,106052201,2017,05,6702000000
1001800000,D,D,,,,F,091,A,G,,D,X,,,C,,M,065,1,J,,1001800000,B,1001803000,,000000000,2017,05,1001803000
6500000000,D,D,,,,F,065,J,C,,G,Z,,,,,M,065,,Y,,6300000000,E,6300600000,,104012400,2017,05,6501000000
6300000000,F,F,,,,F,091,J,,,Z,X,,,,,,,,,,,,,,106052300,2017,05,6301200000
6300000000,F,F,,,,M,093,J,,,Z,X,,,C,,,,,,,,,,,106052316,2017,05,6301200000
1001300000,H,F,,,,F,087,A,G,,E,L,,,,,,,,,,,,,,000000000,2017,05,1001313000
1001300000,H,F,,,,F,088,A,G,,E,L,,,,,,,,,,,,,,000000000,2017,05,1001317000
6500000000,F,F,,,,F,090,A,,,D,,,,C,,M,089,1,,,,,,,106050000,2017,05,6501000000
6400000000,F,F,,,,M,092,A,G,,D,X,,,C,,F,093,1,H,,6400000000,A,6400500000,,000000000,2017,05,6400500000
1000800000,H,C,,,,F,089,A,X,,D,X,,,E,,,,1,I,,1000800000,B,,,106051712,2017,05,1000804000
6400000000,F,F,,,,F,093,A,G,,D,X,,,C,,M,092,1,H,,6400000000,B,6400500000,,106052100,2017,05,6400500000
1002000000,H,C,,,,M,092,J,G,,D,Y,,,C,,M,092,1,L,,1002000000,S,1002001000,,000000000,2017,05,1002001000
1000300000,C,C,,,,F,092,A,G,,D,,,,,,,,,,,,,,,000000000,2017,05,1000310000
6400000000,H,C,,,,F,091,A,G,,D,X,,,C,,M,088,,I,,6400000000,G,,,105050100,2017,05,6401300000
6500000000,H,E,,,,F,088,A,G,,E,X,,,C,,M,091,1,D,,6300000000,A,6300800000,,000000000,2017,05,6501000000
1000300000,C,K,,,,F,090,K,G,,D,X,,,C,,,,,,,,X,,,000000000,2017,05,1000304000
6300000000,H,H,,,,F,090,A,G,,D,,,,C,,M,062,,Y,,6500000000,A,6500200000,,000000000,2017,05,
1000800000,H,C,,,,F,090,L,G,,D,X,,,C,,M,088,1,H,,1000800000,,1000813000,,000000000,2017,05,1000813000
1000700000,H,C,,,,F,091,A,G,,D,X,,,C,,M,000,1,H,,1000700000,B,,,000000000,2017,05,1000711000
1002100000,H,C,,,,F,095,A,G,,C,L,,,C,,M,087,1,D,,6700000000,A,6701600000,,000000000,2017,05,6701600000
6500000000,H,E,,,,F,091,A,G,,D,,,,C,,M,090,1,H,,6500000000,Z,6501100000,,106051917,2017,05,6501100000
