OWNERCITYCODE,INFOERTYPE,INFOUNIT,OTHERINFOERTYPE,OTHERINFOUNIT,CLIENTID,SEXID,BDATE,IDTYPE,OCCUPATION,OTHEROCCUPATION,EDUCATION,MAIMED,OTHERMAIMED,OTHERMAIMED2,SCHOOL,DID,DSEXID,DBDATE,NUMOFSUSPECT,RELATION,OTHERRELATION,OCCURCITY,OCCURPLACE,OCCURTOWN,OTHEROCCURPLACE,LASTOCCURTIME,INFOTIMEYEAR,INFOTIMEMONTH,TOWNCODE
1001900000,F,F,,,,F,090,A,G,,D,X,,,C,,F,088,1,Y,,6600000000,Y,6600600000,,000000000,2015,01,6600600000
6300000000,F,F,,,,F,089,J,G,,D,X,,,C,,M,089,1,L,,6300000000,A,6300300000,,104011022,2015,01,6300300000
1002100000,H,I,,,,F,088,A,G,,D,X,,,C,,M,064,1,D,,6700000000,A,6701600000,,000000000,2015,01,6701600000
1001900000,F,F,,,,M,096,A,G,,C,f,,,C,,M,096,1,L,,6600000000,S,6602700000,,104011611,2015,01,6602700000
1000500000,H,C,,,,F,060,E,P,,D,X,,,,,,,,,,1000500000,A,1000513000,,104011511,2015,01,1000513000
1001300000,F,F,,,,F,091,A,G,,D,X,,,C,,M,000,1,L,,1001300000,S,1001301000,,103120000,2015,01,1001301000
1000200000,H,C,,,,F,085,A,H,,F,X,,,D,,M,083,1,H,,,,,,000000000,2015,01,1000210000
6500000000,F,F,,,,F,088,A,G,,D,,,,C,,M,000,1,H,,,Y,,,000000000,2015,01,6500400000
6500000000,F,F,,,,F,090,A,G,,D,X,,,C,,M,000,2,Y,,6500000000,A,6500500000,,104011511,2015,01,6500500000
6500000000,F,F,,,,F,086,A,G,,E,X,,,C,,M,085,1,L,,,,,,000000000,2015,01,6500500000
1000300000,F,F,,,,F,087,J,,,E,,,,C,,,,,,,,,,,000000000,2015,01,1000304000
1001900000,F,F,,,,F,088,A,G,,E,,,,C,,M,086,1,L,,6600000000,S,6602800000,,104011400,2015,01,6601700000
6300000000,F,F,,,,F,089,J,G,,D,X,,,C,,,,1,Y,,,,,,000000000,2015,01,6300200000
1000300000,F,F,,,,F,089,J,G,,D,,,,C,,M,085,1,H,,1000300000,B,1000301000,,104010300,2015,01,1000301000
6500000000,F,F,,,,M,091,A,G,,D,X,,,C,,M,090,1,L,,6300000000,S,6300900000,,104011615,2015,01,6501100000
1002000000,F,F,,,,M,000,J,,,Z,,,,,,M,000,1,L,,1002000000,S,1002002000,,104011609,2015,01,1002002000
1001900000,F,F,,,,F,089,A,G,,D,Y,,,C,,M,000,1,L,,6600000000,S,6600200000,,104011412,2015,01,6600300000
6500000000,H,E,,,,F,101,A,X,,I,,,,A,,,,,C,,,A,,,000000000,2015,01,
1000300000,H,I,,,,M,000,J,Y,,Z,E,,,,,,000,2,R,,,Q,,,104011400,2015,01,
6400000000,D,D,,,,F,073,A,H,,E,L,,,E,,,,1,M,,6600000000,B,6600600000,,104011519,2015,01,6400200000
6300000000,D,D,,,,F,085,A,H,,E,N,,,,,,,,Y,,6300000000,B,6300800000,,104011511,2015,01,6300800000
1001300000,D,D,,,,F,056,A,Y,,Z,X,,,F,,,000,1,J,,1001300000,E,1001301000,,104011000,2015,01,1001301000
1001900000,D,D,,,,F,087,A,H,,E,X,,,E,,M,000,1,J,,6600000000,E,6600700000,,104011207,2015,01,6600800000
6500000000,D,D,,,,F,087,A,G,,E,X,,,C,,M,076,1,H,,6500000000,E,6500200000,,104011015,2015,01,6500200000
6400000000,D,D,,,,F,066,A,H,,E,L,,,,,M,044,1,Q,,6400000000,B,6402200000,,103121821,2015,01,6401900000
6500000000,D,D,,,,F,088,A,G,,D,X,,,D,,M,060,2,D,,6300000000,B,6300700000,,104011400,2015,01,6500900000
6400000000,D,D,,,,F,088,A,H,,D,X,,,E,,M,088,1,I,,6400000000,A,6401400000,,103050000,2015,01,6401400000
6500000000,D,D,,,,F,089,J,G,,D,,,,C,,M,091,2,L,,6500000000,B,6500100000,,103113009,2015,01,6500100000
1000400000,D,D,,,,F,092,A,G,,C,,,,C,,M,031,1,Y,,1000400000,D,1000406000,,104010100,2015,01,1000406000
1000900000,D,D,,,,F,069,A,D,,E,,,,,,M,063,1,N,,1000900000,B,1000903000,,104011604,2015,01,1000902000
0902000000,D,D,,,,F,083,A,G,,E,X,,,C,,M,073,1,B,,0902000000,A,0902004000,,104010500,2015,01,0902004000
1001300000,H,C,,,,F,096,A,G,,C,X,,,C,,M,053,1,Y,,1001300000,A,1001305000,,103030000,2015,01,1001301000
6500000000,H,C,,,,F,090,A,G,,D,X,,,C,,,000,1,Y,,6500000000,J,6500600000,,104010523,2015,01,6500900000
1001300000,F,F,,,,F,090,A,G,,D,,,,C,,M,089,1,R,,1001300000,S,1001309000,,104011516,2015,01,1001309000
6300000000,H,C,,,,F,059,J,,,Z,,,,,,,,,M,,,A,,,104011602,2015,01,6300100000
1001900000,H,C,,,,Z,089,A,G,,D,,,,C,,M,084,1,H,,,Y,,,103010200,2015,01,6600600000
6400000000,C,C,,,,F,082,A,G,,G,X,,,C,,M,080,1,J,,6400000000,B,6400500000,,104010722,2015,01,6400500000
1001500000,F,F,,,,F,092,A,G,,C,X,,,C,,M,091,,L,,1001500000,S,1001503000,,104011615,2015,01,1001503000
6500000000,D,D,,,,F,082,A,P,,E,,,,F,,,,1,Y,,6500000000,B,6500300000,,104011521,2015,01,6500600000
1000700000,D,D,,,,F,089,A,G,,D,L,,,C,,M,060,1,Y,,1000700000,B,1000712000,,103090110,2015,01,1000708000
6400000000,D,D,,,,F,058,A,D,,D,X,,,,,M,069,1,Y,,6400000000,P,6400900000,,104011706,2015,01,6401200000
1000800000,D,D,,,,F,089,L,G,,D,X,,,C,,M,084,1,H,,1000800000,B,1000812000,,103123123,2015,01,1000812000
6500000000,D,D,,,,F,088,A,G,,D,X,,,C,,M,075,1,P,,6500000000,S,6500500000,,103040012,2015,01,6500500000
6400000000,D,D,,,,F,089,A,G,,D,X,,,C,,M,087,1,H,,6400000000,B,6401400000,,103070000,2015,01,6401400000
1001300000,F,C,,,,F,087,A,G,,F,,,,,,M,087,1,H,,,,,,000000000,2015,01,1001321000
6500000000,H,I,,,,F,000,J,G,,C,,,,C,,,000,3,F,,6500000000,S,,,104011720,2015,01,
6500000000,H,C,,,,F,082,J,G,,G,,,,C,,,000,1,D,,6500000000,B,6500100000,,104011720,2015,01,6500100000
6500000000,C,C,,,,F,100,J,G,,I,X,,,,,,,2,Q,,6500000000,A,6500200000,,103090000,2015,01,6500200000
1000300000,D,D,,,,F,077,A,D,,H,X,,,,,,,1,R,,1000300000,X,1000301000,,104011700,2015,01,1000308000
1001900000,D,D,,,,M,091,A,G,,D,X,,,C,,,000,1,,,6600000000,W,6600700000,,103080122,2015,01,6600800000
6300000000,D,D,,,,F,091,9,G,,D,X,,,C,,,,1,Y,,1000800000,F,1000804000,,103072904,2015,01,6301200000
1001900000,D,D,,,,F,090,A,G,,D,X,,,C,,M,089,1,L,,6600000000,A,6600700000,,103110122,2015,01,6600700000
1001900000,D,D,,,,M,090,A,G,,D,X,,,C,,M,089,1,L,,,W,,,102071518,2015,01,6600800000
1001300000,F,F,,,,F,091,A,G,,D,,,,C,,M,089,1,L,,1001300000,S,1001324000,,104011614,2015,01,1001324000
1001900000,H,C,,,,F,083,A,G,,F,X,,,C,,M,000,1,M,,6700000000,B,6701000000,,103080000,2015,01,6601800000
6400000000,H,H,,,,M,088,A,G,,E,X,,,C,,F,088,1,I,,6400000000,A,6401400000,,103050000,2015,01,6401400000
6500000000,F,F,,,,Z,089,J,,,Z,,,,,,F,000,1,H,,6500000000,Y,6501000000,,104011911,2015,01,6501000000
6400000000,F,F,,,,M,089,O,G,,D,X,,,C,,M,089,1,L,,6400000000,S,6401200000,,104011400,2015,01,6401100000
6300000000,F,F,,,,F,088,J,G,,E,,,,C,,,,,,,,,,,000000000,2015,01,6300700000
1000700000,H,C,,,,F,074,A,C,,Z,X,,,,,,,1,I,,1000700000,Z,,,104011700,2015,01,1000701000
1001800000,F,F,,,,F,091,A,G,,D,X,,,C,,M,090,1,L,,1001800000,S,1001801000,,104011616,2015,01,
1000400000,H,C,,,,F,080,A,D,,Z,X,,,F,,M,000,1,J,,1001800000,E,1001801000,,104011821,2015,01,1000402000
6300000000,,Z,,,,F,100,K,G,,I,,,,B,,,,,,,,Y,,,000000000,2015,01,6300800000
1000500000,F,F,,,,F,088,J,G,,D,,,,C,,M,000,1,D,,1000500000,B,,,000000000,2015,01,1000506000
6300000000,F,F,,,,M,088,A,G,,E,,,,C,,F,088,1,H,,6300000000,A,6300700000,,103110000,2015,01,6300700000
1001900000,F,F,,,,F,086,A,G,,E,X,,,C,,M,000,1,Y,,6600000000,Z,6601700000,,104011621,2015,01,6601700000
6300000000,F,F,,,,F,088,A,G,,E,,,,C,,M,088,1,H,,6300000000,B,6300700000,,103110000,2015,01,6300700000
1001000000,H,C,,,,F,073,J,H,,Z,,,,,,M,000,1,K,,1002000000,B,,,104011100,2015,01,1001005000
1000500000,H,C,,,,F,090,A,G,,D,X,,,C,,M,000,1,H,,1000500000,E,1000501000,,104011721,2015,01,1000506000
1001900000,H,I,,,,F,000,J,,,C,,,,,,M,069,1,C,,1000800000,A,1000812000,,103000000,2015,01,
1001000000,F,F,,,,F,088,A,G,,D,,,,C,,M,070,1,Q,,1001000000,B,1001014000,,101080000,2015,01,1001014000
1000800000,H,C,,,,F,087,A,G,,G,X,,,C,,M,083,1,J,,1000800000,F,1000809000,,103100905,2015,01,1000810000
6500000000,F,F,,,,F,090,A,G,,D,X,,,C,,M,089,1,H,,6500000000,C,6500800000,,103121900,2015,01,6500800000
1000200000,H,C,,,,F,082,A,G,,G,X,,,,,M,074,1,J,,1000200000,E,1000201000,,104011622,2015,01,1000201000
6400000000,H,E,,,,F,065,A,Y,,Z,X,,,,,M,062,1,D,,,G,,,000000000,2015,01,6401700000
6400000000,F,F,,,,F,090,A,,,Z,X,,,,,M,091,2,L,,6400000000,S,6400900000,,104011515,2015,01,6400900000
6500000000,H,I,,,,F,000,J,G,,D,,,,C,,M,000,1,H,,,X,,,000000000,2015,01,
1001900000,A,A,,,,F,076,A,X,,Z,X,,,,,M,078,1,,,6600000000,F,6600600000,,103030000,2015,01,6600600000
6500000000,F,F,,,,F,090,A,G,,D,X,,,C,,M,089,1,H,,6500000000,A,6500800000,,103121900,2015,01,6500800000
1000800000,F,F,,,,F,089,A,G,,D,X,,,C,,M,053,1,F,,1000800000,C,1000812000,,104011819,2015,01,1000812000
1000500000,D,D,,,,Z,060,E,F,,Z,X,,,,,,,3,O,,1000500000,A,1000513000,,104011600,2015,01,1000513000
6500000000,D,D,,,,F,068,A,D,,F,X,,,,,M,069,1,A,,6500000000,A,6500500000,,104011901,2015,01,6500500000
6500000000,D,D,,,,F,090,A,G,,D,X,,,C,,M,087,1,I,,6500000000,B,6500100000,,103080000,2015,01,6500100000
6500000000,D,D,,,,F,096,A,G,,C,X,,,C,,,,,,,6500000000,S,6500500000,,104011721,2015,01,6500500000
1001500000,D,D,,,,M,094,O,G,,C,X,,,C,,M,091,1,J,,1001500000,Z,1001507000,,103030000,2015,01,1001507000
1001700000,D,D,,,,F,088,A,G,,E,X,,,C,,,000,1,H,,1001700000,E,1001707000,,104010919,2015,01,1001703000
1001700000,D,D,,,,F,078,A,H,,D,X,,,,,M,073,1,I,,1001700000,,1001702000,,104011908,2015,01,1001702000
1000700000,H,E,,,,Z,083,J,,,Z,,,,,,M,042,1,Y,,1000700000,,1000707000,,000000000,2015,01,1000707000
6500000000,C,C,,,,F,085,A,G,,G,X,,,,,M,000,1,J,,,,,,104011300,2015,01,6500400000
1000700000,F,F,,,,F,086,A,,,E,X,,,C,,,,,,,,,,,103080000,2015,01,1000710000
1001700000,F,F,,,,F,092,A,,,D,X,,,C,,M,000,,,,1001700000,,1001704000,,104011618,2015,01,1001701000
6500000000,F,F,,,,F,089,A,G,,D,,,,C,,M,000,2,L,,6500000000,S,6500100000,,104011611,2015,01,6500100000
1000700000,H,E,,,,F,086,A,G,,E,L,,,C,,,,1,H,,1000700000,G,,,104011200,2015,01,1000726000
1001800000,H,C,,,,F,104,J,G,,C,,,,C,,,000,1,C,,1001800000,A,,,000000000,2015,01,
6400000000,H,C,,,,F,078,A,H,,D,L,,,,,M,000,2,M,,6400000000,Z,6401400000,,104010000,2015,01,6401400000
1001000000,F,F,,,,F,090,A,G,,D,X,,,C,,M,070,1,D,,1001000000,A,1001014000,,000000000,2015,01,1001014000
6500000000,F,F,,,,F,094,A,,,C,,,,,,M,098,2,L,,6500000000,S,6500900000,,104011615,2015,01,6500900000
1001900000,H,E,,,,M,094,A,G,,C,X,,,C,,M,089,1,Y,,6600000000,Z,6600500000,,104011014,2015,01,6600500000
1000200000,F,F,,,,F,086,A,G,,F,,,,C,,M,000,1,H,,1000200000,B,,,104010000,2015,01,1000210000
1001300000,F,F,,,,F,089,A,G,,D,X,,,C,,M,090,1,L,,1001300000,B,1001301000,,103122714,2015,01,1001301000
1001300000,H,C,,,,F,084,J,,,Z,M,,,,,,,1,Y,,1001300000,Z,1001313000,,104011723,2015,01,1001311000
1001300000,F,F,,,,F,089,A,G,,D,,,,C,,M,088,1,H,,,,,,000000000,2015,01,
1002100000,H,H,,,,F,087,A,G,,E,X,,,C,,M,052,1,C,,6700000000,A,6701500000,,102020913,2015,01,6701500000
1000800000,H,E,,,,F,094,J,,,C,,,,,,M,069,1,C,,1000800000,A,1000812000,,103000000,2015,01,1000812000
6500000000,H,C,,,,M,089,A,G,,D,,,,C,,,000,1,M,,6500000000,T,6500300000,,104011815,2015,01,6500300000
6300000000,H,I,,,,F,091,J,G,,D,,,,C,,M,000,1,F,,,D,,,104010100,2015,01,
6500000000,H,I,,,,F,000,A,D,,Z,,,,,,M,000,1,K,,,X,,,103080000,2015,01,
1002100000,H,C,,,,F,104,A,G,,D,X,,,C,,M,069,1,H,,6700000000,E,6703400000,,103070000,2015,01,6702300000
1000800000,F,F,,,,F,090,A,G,,D,L,,,C,,M,000,1,Q,,1000800000,B,1000808000,,104011800,2015,01,1000808000
1001700000,E,F,,,,M,086,A,G,,E,L,,,C,,F,085,1,L,,1001700000,,1001704000,,104011917,2015,01,1001705000
6400000000,H,C,,,,F,089,A,G,,D,X,,,C,,M,000,1,J,,,,,,000000000,2015,01,6403200000
1000300000,F,F,,,,F,090,E,,,Z,,,,C,,M,091,1,L,,1000300000,S,1000304000,,000000000,2015,01,1000304000
6500000000,H,C,,,,F,082,A,D,,E,L,,,F,,,,1,J,,,T,,,101100000,2015,01,6502800000
1002100000,Z,F,,,,F,080,A,,,Z,X,,,,,M,000,,L,,6700000000,B,,,100000000,2015,01,6703200000
1000300000,F,F,,,,Z,096,J,,,Z,,,,,,M,094,,L,,1000300000,S,1000304000,,104012007,2015,01,1000304000
6400000000,F,F,,,,F,088,A,G,,D,,,,C,,M,088,2,H,,6400000000,A,6401200000,,103123000,2015,01,6401200000
1000300000,H,C,,,,F,085,A,G,,G,,,,C,,M,083,1,I,,1000300000,E,1000310000,,104010411,2015,01,1000306000
1001500000,F,F,,,,M,092,Q,G,,C,X,,,C,,,000,1,Y,,6300000000,G,,,000000000,2015,01,1001504000
1002100000,F,F,,,,F,087,A,G,,E,,,,C,,M,086,1,I,,,B,,,103120000,2015,01,6703500000
6500000000,F,F,,,,F,000,J,,,Z,,,,,,,000,1,L,,6500000000,S,6500200000,,104011609,2015,01,
1000200000,H,C,,,,F,088,X,G,,F,X,,,C,,M,088,1,H,,1000200000,B,1000202000,,103100000,2015,01,1000208000
1002100000,H,C,,,,F,086,A,G,,E,X,,,C,,,,1,P,,6700000000,P,6700100000,,103070312,2015,01,6700900000
1000300000,A,A,,,,M,063,A,,,Z,X,,,,,M,071,1,Y,,1000300000,Z,1000301000,,104011717,2015,01,
6500000000,F,F,,,,F,089,J,G,,D,X,,,C,,,,1,D,,,G,,,097000000,2015,01,6501300000
6300000000,F,F,,,,M,095,J,,,Z,,,,,,M,090,,D,,,,,,000000000,2015,01,6300800000
1001500000,H,Z,,,,M,092,X,G,,C,X,,,C,,M,074,1,Y,,1001500000,Z,1001511000,,103040400,2015,01,1001504000
1001900000,D,D,,,,F,067,A,P,,E,X,,,,,M,068,1,L,,6600000000,E,6600500000,,103090000,2015,01,6600700000
1001800000,D,D,,,,Z,095,A,G,,C,X,,,C,,M,074,1,C,,1001800000,A,1001803000,,104011117,2015,01,1001803000
6500000000,H,C,,,,F,088,J,,,Z,,,,,,,000,1,H,,6700000000,,,,103090000,2015,01,6502100000
1000300000,F,F,,,,F,091,J,,,C,,,,C,,,000,,,,,,,,103012000,2015,01,1000309000
6400000000,H,I,,,,F,000,J,G,,E,,,,C,,M,000,1,L,,,P,,,104012000,2015,01,
6400000000,F,F,,,,F,089,A,G,,D,X,,,C,,M,089,1,H,,6700000000,T,,,104000000,2015,01,6400800000
1001800000,H,C,,,,F,087,A,D,,D,X,,,F,,,,1,I,,,,,,000000000,2015,01,
1000200000,F,F,,,,M,088,Q,G,,E,,,,C,,F,088,1,Y,,,Y,,,000000000,2015,01,1000212000
6400000000,F,F,,,,M,089,A,G,,D,X,,,C,,F,089,1,H,,6700000000,T,,,104000000,2015,01,6400800000
1001700000,H,C,,,,F,088,A,G,,E,X,,,C,,M,000,1,H,,1001700000,Y,,,104012000,2015,01,1001701000
1001500000,H,Z,,,,M,090,A,G,,D,X,,,C,,M,074,1,Y,,1001500000,Z,1001504000,,103000000,2015,01,1001504000
1000300000,C,C,,,,F,084,Q,G,,F,X,,,,,M,000,1,I,,1000300000,A,1000303000,,104012013,2015,01,1000313000
1000200000,F,F,,,,M,087,A,G,,E,X,,,C,,F,000,1,H,,,G,,,000000000,2015,01,1000208000
6500000000,F,F,,,,F,091,A,G,,D,X,,,C,,M,090,1,L,,6500000000,S,6501300000,,104010000,2015,01,6501300000
1000500000,H,C,,,,F,090,A,G,,D,X,,,C,,M,000,1,M,,1000500000,D,1000506000,,104010416,2015,01,1000506000
6500000000,H,C,,,,F,060,A,Y,,Z,X,,,,,,,,,,6500000000,A,6500300000,,104011800,2015,01,6500300000
1001500000,H,Z,,,,F,032,A,H,,C,L,,,F,,M,000,1,H,,1001500000,A,1001501000,,104012009,2015,01,1001501000
1002100000,F,F,,,,M,089,A,G,,D,X,,,C,,M,090,1,Y,,6700000000,Z,6702300000,,104011200,2015,01,6702300000
1000800000,F,F,,,,F,088,L,G,,E,L,,,C,,M,000,1,R,,1000800000,Z,1000811000,,104012109,2015,01,1000812000
1000300000,F,F,,,,F,087,J,G,,E,,,,C,,,,,,,,,,,000000000,2015,01,1000303000
1000300000,F,F,,,,F,089,A,G,,D,,,,C,,M,088,1,L,,1000300000,B,1000302000,,104012000,2015,01,1000302000
6500000000,F,F,,,,F,097,A,G,,C,,,,C,,M,097,1,L,,6500000000,S,6500500000,,104012115,2015,01,6500500000
6400000000,F,F,,,,F,089,J,G,,D,X,,,C,,M,087,1,H,,6400000000,B,6401200000,,103070000,2015,01,6401400000
1000700000,A,A,,,,F,088,J,G,,E,,,,C,,F,088,1,H,,,,,,103112913,2015,01,1000717000
1001500000,F,F,,,,F,090,X,G,,D,X,,,C,,M,090,1,L,,1001500000,S,1001504000,,104012111,2015,01,1001511000
1001500000,F,F,,,,F,094,X,G,,C,X,,,C,,M,094,,L,,1001500000,T,1001512000,,104011914,2015,01,1001512000
1000300000,H,C,,,,F,087,A,H,,D,X,,,F,,,000,,,,,,,,000000000,2015,01,
1001500000,F,F,,,,F,088,O,G,,D,X,,,C,,M,089,1,J,,1001500000,F,1001509000,,104012113,2015,01,1001509000
1000900000,F,F,,,,F,092,A,,,Z,,,,,,M,000,1,Y,,,,,,000000000,2015,01,1000903000
1000800000,H,C,,,,F,089,9,G,,D,X,,,C,,M,084,1,I,,6600000000,C,,,104011600,2015,01,1000813000
1000900000,F,F,,,,F,000,J,G,,C,,,,C,,M,091,1,D,,1000900000,C,1000903000,,000000000,2015,01,1000903000
6400000000,F,F,,,,F,092,J,G,,C,X,,,C,,M,091,1,L,,6400000000,S,6401500000,,103121012,2015,01,6401400000
6400000000,F,F,,,,F,088,A,G,,D,X,,,C,,M,000,1,J,,6400000000,B,,,104011200,2015,01,6400500000
1001900000,H,E,,,,F,088,A,G,,E,X,,,C,,M,061,1,Y,,6700000000,B,6702100000,,102000000,2015,01,6601600000
1001900000,F,F,,,,F,090,A,G,,D,X,,,C,,M,089,1,I,,6600000000,,,,103000000,2015,01,6601600000
1000300000,H,E,,,,F,088,A,G,,D,X,,,C,,,,1,H,,,,,,000000000,2015,01,1000301000
6500000000,F,F,,,,F,090,A,G,,D,X,,,C,,F,091,2,L,,6500000000,S,6500700000,,104011600,2015,01,
1000200000,F,F,,,,F,089,A,G,,D,X,,,C,,M,000,,M,,,G,,,000000000,2015,01,1000201000
6300000000,H,E,,,,F,000,J,G,,D,,,,C,,M,000,1,P,,,,,,000000000,2015,01,
1001400000,F,F,,,,M,089,M,G,,D,X,,,C,,F,087,1,H,,,S,,,000000000,2015,01,1001415000
6500000000,F,F,,,,M,089,A,G,,D,X,,,C,,F,090,1,H,,6500000000,C,6500800000,,103121900,2015,01,6500800000
6500000000,F,F,,,,M,089,A,G,,D,X,,,C,,F,090,1,H,,6500000000,B,6500800000,,103121900,2015,01,6500800000
6500000000,H,C,,,,F,094,A,G,,C,X,,,C,,M,000,1,Y,,6500000000,B,,,103120000,2015,01,6500300000
6500000000,H,C,,,,F,000,J,,,Z,,,,,,,,,,,,,,,000000000,2015,01,6500300000
6500000000,H,Z,,,,F,094,A,G,,C,X,,,C,,M,000,1,Y,,6500000000,B,6500400000,,104011400,2015,01,6500300000
1001900000,D,D,,,,F,089,A,G,,D,X,,,C,,M,085,1,H,,6600000000,B,6600800000,,104011708,2015,01,6600800000
1002100000,D,D,,,,F,049,A,F,,D,X,,,,,,045,1,J,,6700000000,Q,6702800000,,091041500,2015,01,6703500000
1002100000,D,D,,,,F,060,A,X,,E,X,,,,,M,045,1,K,,6700000000,E,6703400000,,094000000,2015,01,6703500000
1000300000,D,D,,,,F,089,A,H,,D,X,,,E,,M,087,1,I,,6500000000,B,6501100000,,000000000,2015,01,1000307000
1001000000,D,D,,,,M,090,A,G,,E,X,,,C,,M,074,1,J,,1001000000,X,1001013000,,103120000,2015,01,1001015000
1001000000,D,D,,,,M,091,A,G,,E,X,,,C,,M,074,1,J,,1001000000,X,1001013000,,103120000,2015,01,1001015000
1001000000,D,D,,,,M,000,J,,,Z,,,,,,M,074,1,J,,,X,,,103120000,2015,01,
1001000000,D,D,,,,M,000,J,,,Z,,,,C,,M,074,1,J,,1001000000,X,,,103120000,2015,01,
1001000000,D,D,,,,M,000,J,G,,Z,,,,C,,M,074,1,J,,1001000000,,,,103120000,2015,01,
1001000000,D,D,,,,M,093,J,G,,Z,,,,,,M,074,1,J,,1001000000,,,,103120000,2015,01,
1001000000,D,D,,,,M,096,J,,,Z,X,,,,,M,074,1,J,,1001000000,X,,,103120000,2015,01,
1001000000,D,D,,,,M,000,J,,,I,,,,,,M,074,1,J,,1001000000,,,,103120000,2015,01,1001016000
6500000000,D,D,,,,F,891,A,G,,D,L,,,C,,M,043,1,Y,,1000300000,Z,1000302000,,103120700,2015,01,6500800000
6500000000,D,D,,,,F,059,A,D,,G,E,,,,,,,3,R,,6500000000,A,6501000000,,000000000,2015,01,6501000000
1001700000,D,D,,,,M,089,A,G,,D,,,,C,,M,090,1,L,,1001700000,S,1001701000,,103051517,2015,01,1001701000
1000700000,D,D,,,,F,029,A,A,,A,X,,,A,,M,051,1,R,,1000700000,H,1000702000,,104012109,2015,01,1000702000
6300000000,D,D,,,,F,000,A,D,,C,Ma,,,,,M,060,1,J,,6300000000,A,6301100000,,103121201,2015,01,6301100000
1000700000,D,D,,,,F,082,A,F,,E,X,,,,,M,041,1,Y,,1000700000,B,1000726000,,104011821,2015,01,1000716000
1000300000,F,F,,,,F,088,K,,,E,X,,,C,,M,000,,,,,,,,104010101,2015,01,1000310000
1000300000,F,F,,,,M,086,A,,,E,X,,,C,,,,,,,,,,,104011712,2015,01,1000304000
1000400000,F,F,,,,F,090,A,G,,D,X,,,C,,M,089,1,L,,,,,,000000000,2015,01,1000403000
1001300000,H,I,,,,F,095,J,G,,C,,,,C,,M,000,1,C,,1001300000,A,1001311000,,104010000,2015,01,1001311000
6500000000,F,F,,,,F,089,A,G,,D,X,,,C,,,000,1,J,,6500000000,Y,6501700000,,103070000,2015,01,6501700000
1002000000,H,E,,,,M,088,J,G,,Z,,,,,,M,074,1,,,,Y,,,103120000,2015,01,1002001000
