OWNERCITYCODE,INFOERTYPE,INFOUNIT,OTHERINFOERTYPE,OTHERINFOUNIT,CLIENTID,SEXID,BDATE,IDTYPE,OCCUPATION,OTHEROCCUPATION,EDUCATION,MAIMED,OTHERMAIMED,OTHERMAIMED2,SCHOOL,DID,DSEXID,DBDATE,NUMOFSUSPECT,RELATION,OTHERRELATION,OCCURCITY,OCCURPLACE,OCCURTOWN,OTHEROCCURPLACE,LASTOCCURTIME,INFOTIMEYEAR,INFOTIMEMONTH,TOWNCODE
6400000000,H,H,,,,F,092,A,G,,D,X,,,C,,M,091,1,M,,1000500000,B,1000504000,,107020200,2018,03,6400900000
6500000000,F,F,,,,F,092,A,G,,D,X,,,C,,M,000,1,M,,,E,,,106120000,2018,03,6500900000
6500000000,H,C,,,,F,086,J,D,,Z,,,,,,,000,1,J,,6500000000,B,6500500000,,000000000,2018,03,6500500000
6500000000,H,C,,,,F,089,J,G,,E,,,,C,,M,000,1,H,,,B,,,000000000,2018,03,6501300000
6500000000,H,C,,,,F,070,A,X,,F,X,,,F,,M,063,1,N,,6500000000,A,6500300000,,107032805,2018,03,6500300000
6500000000,H,C,,,,F,086,A,D,,Z,,,,,,,,,C,,6500000000,A,6500500000,,106090000,2018,03,6500500000
1000300000,H,C,,,,F,085,A,D,,D,,,,F,,,,1,N,,6300000000,Z,6300400000,,107032605,2018,03,1000307000
1001900000,H,C,,,,F,091,J,G,,E,,,,C,,M,088,1,H,,6600000000,Y,,,107032700,2018,03,6600200000
1000700000,D,D,,,,F,090,A,G,,D,D,,,C,,M,087,1,J,,1000700000,T,1000720000,,107012700,2018,03,1000723000
1000300000,D,D,,,,F,000,J,,,Z,X,,,,,M,082,1,D,,1000300000,A,1000311000,,107032711,2018,03,1000311000
1000300000,D,D,,,,M,090,I,G,,D,X,,,C,,F,091,1,H,,1000300000,B,1000304000,,106100100,2018,03,1000304000
6500000000,D,D,,,,F,000,J,D,,D,Z,,,,,M,058,1,J,,6500000000,B,6500500000,,107030100,2018,03,6500500000
1000700000,F,F,,,,M,091,A,,,Z,X,,,E,,F,093,,I,,1000700000,A,1000724000,,000000000,2018,03,1000724000
6300000000,F,F,,,,M,094,J,,,D,X,,,C,,M,094,,,,,,,,107032807,2018,03,
6500000000,F,F,,,,F,096,A,,,C,N,,,C,,M,094,,L,,,S,,,107032712,2018,03,6500800000
1001900000,J,J,,,,F,075,E,,,Z,,,,,,,000,1,O,,,A,,,000000000,2018,03,6600300000
1001700000,H,C,,,,F,080,A,H,,G,X,,,,,M,000,1,N,,6300000000,B,6300200000,,107032100,2018,03,1001707000
1001900000,H,C,,,,F,075,E,,,Z,X,,,,,M,028,1,O,,6600000000,B,6600300000,,107032822,2018,03,6600400000
1001900000,A,A,,,,F,092,J,,,Z,,,,,,,000,,,,,B,,,000000000,2018,03,6602700000
1001900000,F,F,,,,F,090,O,G,,E,X,,,C,,M,000,1,H,,6600000000,B,6601500000,,000000000,2018,03,6601500000
1001300000,H,C,,,,F,103,A,G,,I,X,,,B,,M,000,1,Y,,1000300000,B,1000302000,,000000000,2018,03,1001303000
1001300000,H,E,,,,F,087,A,F,,Z,X,,,A,,M,080,1,J,,1001300000,B,1001307000,,000000000,2018,03,1001301000
6300000000,F,F,,,,F,097,A,G,,C,X,,,C,,,000,1,D,,,A,,,000000000,2018,03,6300700000
1001900000,H,C,,,,F,062,H,X,,Z,X,,,,,M,000,1,O,,6600000000,B,6602400000,,000000000,2018,03,6602400000
6500000000,F,F,,,,F,094,J,G,,C,X,,,C,,,,1,R,,6500000000,O,6501100000,,107032908,2018,03,6501100000
6500000000,H,C,,,,F,085,A,D,,G,X,,,C,,M,085,1,K,,6500000000,Z,6500100000,,107031015,2018,03,6500700000
6500000000,F,F,,,,F,085,A,G,,G,X,,,C,,M,085,1,L,,,X,,,000000000,2018,03,6500700000
1002100000,F,F,,,,M,091,A,,,Z,X,,,,,M,094,1,J,,6700000000,A,6700100000,,000000000,2018,03,6700100000
6500000000,D,D,,,,F,091,A,G,,E,X,,,C,,M,088,1,I,,6500000000,B,6502300000,,107030519,2018,03,6500800000
1001400000,D,D,,,,F,089,O,G,,Z,X,,,C,,M,054,1,Q,,1001400000,B,1001401000,,000000000,2018,03,1001401000
6300000000,F,F,,,,F,095,A,,,I,,,,C,,,,,,,,,,,107000000,2018,03,6300100000
6500000000,H,I,,,,M,095,A,,,C,,,,C,,F,000,,L,,,,,,107032900,2018,03,6501300000
6500000000,F,F,,,,F,091,A,,,D,X,,,C,,,,,,,,,,,107030000,2018,03,6501400000
1000500000,F,F,,,,F,091,A,G,,F,X,,,C,,M,090,1,I,,1000500000,B,1000504000,,107012614,2018,03,1000505000
6400000000,F,F,,,,F,093,A,G,,D,X,,,D,,M,090,1,H,,6400000000,Y,,,000000000,2018,03,6400200000
6400000000,,Z,,,,F,000,A,F,,E,,,,,,,039,1,C,,6400000000,A,6401300000,,000000000,2018,03,6401300000
1002100000,C,F,,,,F,087,A,G,,G,X,,,,,,,,J,,6700000000,T,6703200000,,107033023,2018,03,
1000400000,F,F,,,,F,093,A,G,,D,X,,,C,,M,094,1,H,,1000400000,B,1000401000,,000000000,2018,03,
6500000000,F,F,,,,F,094,C,G,,C,X,,,C,,,,4,D,,,A,,,000000000,2018,03,6500200000
1000200000,F,F,,,,F,093,A,G,,D,X,,,C,,M,092,1,H,,1000200000,Z,,,000000000,2018,03,1000202000
1001700000,F,F,,,,F,094,A,G,,D,,,,C,,M,093,1,I,,1001700000,A,1001701000,,000000000,2018,03,1001701000
6300000000,C,F,,,,F,087,A,,,Z,,,,,,M,000,5,,,,,,,000000000,2018,03,6300400000
1000300000,H,C,,,,F,075,A,X,,E,,,,,,M,074,4,J,,1000300000,E,1000302000,,107032800,2018,03,1000310000
6500000000,C,F,,,,F,000,J,,,Z,,,,,,,000,1,R,,,X,,,000000000,2018,03,6501000000
6300000000,F,F,,,,F,096,A,G,,C,C,,,C,,M,096,,L,,6300000000,P,6300100000,,107062515,2018,06,6301000000
6500000000,H,H,,,,F,091,A,H,,E,X,,,E,,M,086,,M,,6500000000,E,6500900000,,000000000,2018,06,6501400000
6300000000,F,F,,,,M,094,A,G,,D,L,,,C,,M,000,,,,,,,,107062400,2018,06,6300700000
6300000000,H,I,,,,F,100,J,,,I,,,,B,,M,000,,,,,,,,107040000,2018,06,
6500000000,H,E,,,,M,091,A,,,E,X,,,C,,M,000,,,,,,,,106080100,2018,06,6500100000
6400000000,X,R,,,,M,083,A,X,,E,X,,,,,M,061,5,Y,,,1,,,107062418,2018,06,
6500000000,Z,Z,,,,F,077,A,D,,E,L,,,,,M,079,1,D,,6500000000,A,6500500000,,107062400,2018,06,6500500000
1001900000,H,Z,,,,F,092,A,G,,D,,,,,,M,087,1,H,,1000700000,B,1000701000,,000000000,2018,06,6602700000
6500000000,F,F,,,,M,090,A,G,,E,X,,,C,,F,089,1,H,,6500000000,A,6501500000,,107050000,2018,06,6501500000
6500000000,H,C,,,,F,074,A,D,,Z,a,,,,,M,000,1,Y,,1000300000,E,1000307000,,107062500,2018,06,6500100000
1002100000,C,C,,,,F,060,A,Y,,Z,M,,,,,M,048,1,J,,,X,,,000000000,2018,06,6702100000
6300000000,D,D,,,,F,084,A,X,,E,X,,,,,M,082,1,N,,6500000000,E,6500500000,,107062808,2018,06,6300400000
1000800000,D,D,,,,M,081,A,D,,G,X,,,,,M,053,1,R,,6600000000,Z,6600600000,,107062918,2018,06,1000801000
1001400000,D,D,,,,F,089,A,G,,E,X,,,C,,M,085,1,I,,1001400000,C,1001401000,,105070000,2018,06,1001401000
6400000000,D,D,,,,F,081,A,X,,Z,X,,,,,M,078,1,M,,6400000000,E,6401200000,,107063000,2018,06,6401200000
1000900000,D,D,,,,F,089,A,G,,E,,,,C,,M,081,,D,,1000900000,A,1000916000,,107061318,2018,06,1000916000
1002100000,D,D,,,,F,080,A,H,,F,M,,,F,,M,052,1,R,,6700000000,E,6703400000,,107063014,2018,06,6703100000
1000400000,F,F,,,,F,092,A,G,,D,X,,,C,,M,092,1,H,,1000400000,A,1000408000,,000000000,2018,11,1000408000
6500000000,H,C,,,,F,091,A,G,,E,X,,,C,,,000,1,I,,6500000000,J,6501100000,,000000000,2018,11,6501100000
1001500000,F,F,,,,F,093,L,G,,D,X,,,C,,M,092,1,I,,1001500000,B,1001510000,,000000000,2018,11,1001513000
1000500000,F,F,,,,F,093,J,G,,Z,,,,,,,000,,H,,,X,,,000000000,2018,11,
1001500000,F,F,,,,M,092,O,G,,D,X,,,C,,F,093,1,I,,1001500000,A,1001510000,,000000000,2018,11,1001510000
1001900000,C,C,,,,F,093,A,G,,E,,,,D,,,090,,H,,6600000000,B,6601700000,,000000000,2018,11,6600500000
1000300000,H,E,,,,F,080,A,D,,F,X,,,F,,M,077,1,H,,1000300000,A,1000301000,,107102800,2018,11,1000301000
1000300000,F,F,,,,F,094,A,G,,C,X,,,C,,,,,R,,1000300000,Z,,,107102921,2018,11,1000309000
1000300000,F,F,,,,F,094,J,G,,D,X,,,C,,,,,R,,1000300000,Z,,,107102921,2018,11,1000309000
1001400000,H,E,,,,F,093,A,G,,D,X,,,C,,M,087,1,D,,1001400000,A,1001401000,,000000000,2018,11,1001401000
1000300000,F,F,,,,F,092,A,G,,E,X,,,C,,,,1,R,,,X,,,000000000,2018,11,1000312000
1001000000,H,F,,,,F,071,I,G,,H,X,,,C,,M,073,1,L,,1001000000,W,1001005000,,107103012,2018,11,1001005000
1001900000,H,C,,,,F,062,A,H,,Z,X,,,,,M,052,1,O,,6600000000,W,6602400000,,000000000,2018,11,6602300000
1001900000,H,H,,,,M,091,J,G,,E,X,,,C,,F,091,1,I,,6600000000,A,6601800000,,000000000,2018,11,6601800000
1000900000,F,F,,,,F,095,A,G,,Z,X,,,C,,M,000,1,C,,1000900000,A,1000920000,,000000000,2018,11,1000906000
1000700000,F,F,,,,F,094,A,G,,D,X,,,C,,,000,1,P,,1000700000,S,1000702000,,107103112,2018,11,1000702000
6300000000,H,H,,,,F,091,A,G,,E,X,,,C,,M,091,1,I,,6300000000,P,6300700000,,000000000,2018,11,6300700000
6500000000,F,F,,,,M,094,A,G,,C,X,,,C,,F,094,1,H,,6500000000,Z,6500700000,,000000000,2018,11,6500700000
6300000000,H,Z,,,,F,078,A,,,Z,,,,,,M,000,1,O,,6300000000,E,,,107102200,2018,11,
1001300000,H,I,,,,F,089,A,G,,E,X,,,C,,M,062,1,C,,,Y,,,000000000,2018,11,1001310000
6500000000,F,F,,,,F,094,A,G,,C,X,,,C,,M,094,1,H,,6500000000,Z,6500700000,,000000000,2018,11,6500700000
6500000000,H,E,,,,M,097,A,G,,C,X,,,C,,,000,1,Y,,,X,,,000000000,2018,11,6500700000
1000300000,H,C,,,,F,092,A,G,,F,H,,,C,,M,091,1,I,,1000300000,B,1000311000,,000000000,2018,11,1000311000
1000700000,A,A,,,,M,087,A,G,,E,X,,,C,,M,090,1,L,,1000700000,1,1000712000,,107000000,2018,11,1000712000
1000400000,F,F,,,,M,092,A,G,,E,X,,,C,,F,092,1,H,,1000400000,X,1000402000,,000000000,2018,11,1000408000
1001600000,F,F,,,,F,095,A,G,,D,X,,,C,,M,000,4,H,,1001600000,B,1001601000,,107103000,2018,11,1001602000
6400000000,F,F,,,,F,090,A,G,,E,X,,,C,,M,083,1,P,,6400000000,G,6400700000,,107103014,2018,11,6400900000
1001400000,H,E,,,,F,068,M,D,,Z,X,,,,,M,063,1,H,,1001400000,A,1001401000,,107102918,2018,11,1001401000
1000300000,F,F,,,,F,094,A,G,,D,X,,,C,,,000,3,,,,X,,,000000000,2018,11,1000301000
1001800000,H,C,,,,F,103,A,G,,I,X,,,B,,,000,,Y,,1001800000,B,1001802000,,107103100,2018,11,1001802000
6500000000,H,H,,,,F,088,A,,,Z,X,,,,,M,000,1,D,,6500000000,B,6501300000,,000000000,2018,11,6501300000
6400000000,C,K,,,,F,091,A,G,,Z,X,,,,,M,000,1,H,,6400000000,A,,,107080000,2018,11,6401000000
1002100000,F,F,,,,F,095,A,,,Z,X,,,,,M,093,1,H,,6700000000,X,6702100000,,000000000,2018,11,
6300000000,D,D,,,,F,065,A,H,,E,M,,,F,,M,042,5,J,,6300000000,B,6300400000,,107082400,2018,11,6300200000
1000700000,D,D,,,,F,067,A,H,,Z,X,,,,,M,052,1,J,,1000700000,A,1000701000,,107102912,2018,11,1000701000
1000400000,D,D,,,,F,103,A,G,,I,X,,,B,,M,052,1,Y,,1000400000,Z,1000402000,,107102010,2018,11,1000402000
1000700000,D,D,,,,M,098,A,G,,C,X,,,C,,M,097,1,L,,1000700000,A,1000702000,,107073000,2018,11,1000702000
1000200000,D,D,,,,F,071,A,H,,F,E,,,,,M,074,1,I,,1000200000,A,1000202000,,107030708,2018,11,1000202000
1001900000,D,D,,,,F,078,A,D,,G,X,,,,,M,051,,O,,1000700000,B,1000708000,,107103116,2018,11,6600600000
1001300000,H,E,,,,M,094,A,,,D,X,,,C,,M,094,,,,1001300000,,1001302000,,107103120,2018,11,1001302000
6500000000,F,F,,,,F,094,J,,,Z,,,,,,,,,M,,,,,,000000000,2018,11,6500600000
6400000000,H,E,,,,M,093,A,G,,D,X,,,C,,F,094,1,H,,,A,,,000000000,2018,11,6400900000
1000300000,F,F,,,,F,090,A,G,,E,,,,C,,M,090,1,H,,,G,,,010000000,2018,11,
1000300000,F,F,,,,F,093,A,G,,D,L,,,C,,M,090,1,L,,1000300000,S,1000310000,,107110112,2018,11,1000310000
6300000000,H,H,,,,F,092,A,G,,E,X,,,C,,M,000,1,Y,,1000300000,A,1000308000,,107103011,2018,11,6300200000
1000300000,H,C,,,,F,094,A,G,,D,X,,,C,,M,000,1,M,,6500000000,T,6500100000,,107102714,2018,11,1000301000
6400000000,H,G,,,,F,057,A,H,,Z,E,,,,,M,030,1,Y,,6400000000,A,6401200000,,000000000,2018,11,6401200000
1000900000,F,F,,,,M,092,A,G,,D,,,,C,,F,092,1,H,,1000900000,A,1000902000,,107102100,2018,11,1000902000
1001300000,H,E,,,,F,072,J,Y,,Z,E,,,,,,000,,Y,,1001300000,X,1001308000,,000000000,2018,11,
1002100000,F,F,,,,F,094,A,G,,D,X,,,C,,M,095,,I,,6700000000,S,6703300000,,107101500,2018,11,6703300000
1000300000,F,F,,,,F,093,A,G,,D,L,,,C,,M,000,1,H,,1000300000,B,1000304000,,107102513,2018,11,1000304000
1000300000,F,F,,,,F,092,A,G,,E,X,,,C,,M,091,1,Y,,1000300000,S,1000301000,,107100712,2018,11,1000305000
1001900000,F,F,,,,M,092,J,,,Z,L,,,,,,000,1,R,,6600000000,S,6602300000,,000000000,2018,11,6602300000
6300000000,H,H,,,,Z,093,A,G,,Z,X,,,C,,M,000,1,M,,1000300000,P,1000302000,,000000000,2018,11,6300200000
1000700000,F,F,,,,F,092,A,G,,D,X,,,C,,,,,D,,1000700000,A,1000717000,,000000000,2018,03,
