OWNERCITYCODE,INFOERTYPE,INFOUNIT,OTHERINFOERTYPE,OTHERINFOUNIT,CLIENTID,SEXID,BDATE,IDTYPE,OCCUPATION,OTHEROCCUPATION,EDUCATION,MAIMED,OTHERMAIMED,OTHERMAIMED2,SCHOOL,DID,DSEXID,DBDATE,NUMOFSUSPECT,RELATION,OTHERRELATION,OCCURCITY,OCCURPLACE,OCCURTOWN,OTHEROCCURPLACE,LASTOCCURTIME,INFOTIMEYEAR,INFOTIMEMONTH,TOWNCODE
1000500000,D,D,,,,Z,086,A,G,,E,X,,,C,,,000,,R,,1000500000,T,1000505000,,101110000,2014,01,1000505000
1001900000,D,D,,,,F,055,J,D,,E,X,,,,,M,056,1,J,,6600000000,B,6600600000,,103010422,2014,01,6600600000
1000200000,D,D,,,,F,089,A,G,,D,L,,,C,,M,038,1,R,,1000200000,O,1000207000,,103010607,2014,01,1000207000
1000400000,D,D,,,,F,087,A,G,,D,X,,,C,,M,086,1,M,,1000300000,Q,1000301000,,102122420,2014,01,1000401000
1000200000,D,D,,,,F,089,A,G,,D,L,,,C,,M,038,1,R,,1000200000,O,1000207000,,103010300,2014,01,1000207000
1001900000,H,H,,,,F,078,A,,,Z,,,,,,M,077,1,A,,6600000000,A,6600700000,,102120000,2014,01,6600800000
1001900000,H,H,,,,M,102,A,,,Z,,,,,,M,077,1,C,,6600000000,,6600700000,,000000000,2014,01,6600800000
6300000000,H,E,,,,F,081,A,Y,,Z,,,,,,,000,,,,,X,,,000000000,2014,01,6301000000
1000300000,F,F,,,,F,090,A,,,C,X,,,C,,M,063,,,,,,,,102090007,2014,01,1000310000
1000300000,F,F,,,,F,000,J,,,C,,,,C,,,,,,,,,,,103010300,2014,01,
6400000000,H,C,,,,F,077,A,H,,F,,,,,,M,072,1,H,,6400000000,A,6400900000,,103010607,2014,01,6400900000
1000700000,J,J,,,,F,078,H,,,Z,,,,,,M,000,1,K,,1000700000,9,,,000000000,2014,01,
6300000000,Z,Z,,,,F,081,A,D,,E,X,,,F,,,,1,Y,,6300000000,E,6300400000,,103010619,2014,01,
1000200000,F,F,,,,M,084,A,G,,E,L,,,C,,M,083,1,L,,1000200000,W,1000209000,,103010620,2014,01,
0900700000,F,F,,,,M,088,O,G,,D,X,,,C,,M,088,1,L,,0900700000,B,0900702000,,102100000,2014,01,0900702000
1000700000,F,F,,,,F,088,A,G,,D,X,,,C,,M,000,1,Y,,1000700000,Y,1000703000,,102110000,2014,01,1000703000
6300000000,H,E,,,,M,000,J,G,,D,,,,C,,M,000,1,Y,,6500000000,B,6500400000,,101102814,2014,01,6300700000
6500000000,F,F,,,,M,091,A,G,,C,X,,,C,,M,091,,,,6500000000,A,6500100000,,100000000,2014,01,
6500000000,F,F,,,,F,091,A,G,,C,X,,,C,,M,078,1,Y,,6500000000,T,6500600000,,102120509,2014,01,6500600000
1000200000,F,F,,,,M,092,Q,G,,C,,,,C,,,,1,R,,1000200000,Z,1000209000,,102122715,2014,01,1000209000
1002100000,H,C,,,,F,054,A,H,,C,L,,,,,,,2,R,,6700000000,Z,6702600000,,103010400,2014,01,6702600000
6500000000,F,F,,,,F,089,A,G,,D,X,,,C,,M,089,1,L,,6500000000,B,6502100000,,102110800,2014,01,6502100000
1000400000,F,F,,,,F,085,A,G,,E,,,,C,,,,1,I,,,B,,,102070000,2014,01,1000404000
1000300000,H,F,,,,F,086,J,G,,F,,,,C,,,,1,D,,1000300000,A,1000307000,,098000000,2014,01,1000307000
1002100000,F,F,,,,F,088,A,G,,D,,,,C,,M,000,,I,,6700000000,B,6701400000,,102100000,2014,01,6701400000
1000500000,F,F,,,,F,088,A,G,,D,X,,,C,,M,084,1,H,,1000500000,A,1000501000,,102122608,2014,01,1000501000
1000700000,F,F,,,,M,091,A,G,,C,X,,,C,,M,090,1,J,,1000700000,S,1000709000,,103010610,2014,01,1000709000
1001900000,F,F,,,,F,089,A,G,,D,Y,,,C,,,000,,H,,6600000000,B,6600600000,,103010600,2014,01,6602400000
1000200000,H,C,,,,F,086,A,,,Z,X,,,,,,,1,H,,,Y,,,000000000,2014,01,1000202000
1001900000,H,C,,,,F,077,A,D,,E,X,,,F,,,,1,N,,6600000000,P,6601400000,,103010701,2014,01,6601300000
1000200000,F,F,,,,F,090,A,G,,C,,,,C,,M,000,1,D,,1000200000,Q,1000207000,,096000000,2014,01,1000207000
1002100000,F,F,,,,F,089,A,G,,D,X,,,C,,M,086,1,H,,6700000000,G,6700500000,,102120000,2014,01,6700500000
1001400000,F,F,,,,F,089,B,,,D,,,,C,,M,000,1,H,,1001400000,Z,1001405000,,103010322,2014,01,1001405000
1001500000,H,C,,,,F,086,O,G,,E,X,,,C,,M,087,1,L,,1001500000,Z,1001505000,,102123120,2014,01,1001507000
1002100000,F,F,,,,Z,089,J,G,,D,,,,C,,M,000,1,H,,,,,,000000000,2014,01,6703300000
1001400000,C,C,,,,F,089,S,G,,D,X,,,C,,,,1,,,1001400000,,,,102080000,2014,01,1001404000
6500000000,F,F,,,,M,890,A,G,,D,X,,,C,,F,089,1,L,,6500000000,A,6502100000,,102110800,2014,01,6502100000
1000300000,F,F,,,,Z,000,J,,,Z,,,,,,,,,,,,,,,000000000,2014,01,
6300000000,H,I,,,,F,085,J,G,,E,,,,C,,M,000,1,M,,,X,,,102000000,2014,01,
1001400000,F,F,,,,F,088,A,G,,D,X,,,C,,M,000,1,H,,1001400000,C,1001401000,,103010511,2014,01,1001401000
1001300000,Z,C,,,,F,086,A,,,Z,,,,C,,,,,,,,,,,000000000,2014,01,1001301000
6500000000,F,F,,,,F,089,J,G,,D,X,,,C,,M,000,1,H,,6500000000,B,6500500000,,103010619,2014,01,6500300000
1002100000,H,C,,,,F,087,A,G,,D,L,,,C,,M,000,1,P,,6700000000,Z,6703500000,,102111600,2014,01,6703500000
1001300000,F,F,,,,F,089,A,G,,D,X,,,C,,M,000,1,I,,,G,,,102100000,2014,01,1001316000
6500000000,F,F,,,,F,088,A,G,,D,X,,,C,,M,087,1,H,,6500000000,A,6500300000,,103010500,2014,01,6500300000
1002100000,F,F,,,,F,090,A,G,,D,,,,C,,F,089,1,L,,6700000000,S,6700100000,,103010711,2014,01,6700100000
6500000000,F,F,,,,M,087,A,G,,D,X,,,C,,F,088,1,H,,6500000000,B,6500300000,,103010500,2014,01,6500600000
1000900000,F,F,,,,F,000,J,,,Z,,,,,,,,1,R,,1000900000,E,1000901000,,103010420,2014,01,1000901000
6500000000,H,C,,,,F,085,J,G,,F,,,,C,,,,1,J,,6500000000,B,6500500000,,102122914,2014,01,6501600000
0900700000,D,D,,,,Z,000,J,,,Z,,,,,,,,,,,,,,,000000000,2014,01,
1001000000,D,D,,,,F,090,A,G,,D,,,,C,,M,087,1,L,,1001000000,S,1001016000,,102121315,2014,01,1001016000
1000700000,D,D,,,,F,086,A,G,,E,X,,,C,,M,082,1,I,,1000700000,B,1000701000,,102063010,2014,01,1000716000
1000900000,D,D,,,,F,085,A,G,,E,X,,,C,,M,000,1,R,,1000900000,O,1000901000,,103010417,2014,01,1000901000
6500000000,D,D,,,,F,080,A,D,,Z,L,,,,,M,054,1,Y,,6500000000,E,6500100000,,102121509,2014,01,6500100000
1000900000,D,D,,,,F,081,A,,,Z,X,,,,,M,000,1,R,,1000900000,O,1000901000,,102010519,2014,01,1000903000
6400000000,D,D,,,,F,089,J,G,,D,X,,,C,,,,,,,6400000000,B,6401200000,,103010219,2014,01,6401200000
1002100000,D,D,,,,F,087,A,G,,E,X,,,C,,M,086,1,H,,6700000000,Z,6701400000,,102051719,2014,01,6703100000
1001300000,F,F,,,,Z,088,A,G,,D,,,,C,,M,000,1,H,,1001300000,B,1001315000,,102123100,2014,01,1001302000
1000300000,F,F,,,,F,090,A,,,C,X,,,C,,M,063,,,,,,,,102090007,2014,01,1000310000
6300000000,H,C,,,,F,079,A,D,,D,,,,,,M,078,1,I,,,X,,,102120000,2014,01,6300900000
1001700000,F,F,,,,F,088,A,,,D,X,,,C,,M,088,,,,,,,,102121017,2014,01,1001703000
1000800000,C,C,,,,F,085,A,G,,Z,,,,,,,,1,H,,1000800000,B,1000808000,,102100000,2014,01,1000808000
1000300000,H,C,,,,F,088,O,G,,D,X,,,C,,M,086,1,I,,1000300000,B,1000306000,,103010100,2014,01,1000306000
1000500000,H,C,,,,F,050,A,H,,Z,X,,,,,M,000,1,J,,6600000000,B,,,102120104,2014,01,1000504000
1000700000,C,F,,,,Z,000,J,,,Z,,,,,,M,000,1,,,,,,,000000000,2014,01,
6400000000,Z,G,,,,F,097,A,,,I,,,,B,,M,097,1,D,,,,,,000000000,2014,01,6400800000
1001900000,F,F,,,,F,097,A,G,,I,Y,,,B,,M,034,1,C,,1000800000,B,1000805000,,102060000,2014,01,6600300000
6500000000,H,C,,,,F,082,A,D,,E,X,,,,,M,000,1,Y,,1001700000,U,1001704000,,103010702,2014,01,6501600000
6500000000,F,F,,,,F,096,A,G,,C,X,,,C,,M,000,1,C,,6500000000,B,6501400000,,000000000,2014,01,6501400000
1000200000,F,F,,,,F,090,A,G,,D,X,,,C,,M,088,1,Y,,1000200000,G,,,103010618,2014,01,1000209000
6500000000,F,F,,,,F,095,A,G,,C,X,,,C,,M,000,1,C,,6500000000,B,6501400000,,000000000,2014,01,6501400000
6500000000,F,F,,,,F,088,O,G,,D,X,,,C,,M,088,2,J,,6500000000,B,6500700000,,102120017,2014,01,6500700000
1001300000,Z,C,,,,F,085,A,H,,E,,,,E,,,,,,,,,,,000000000,2014,01,1001305000
1000400000,F,F,,,,M,089,A,G,,D,X,,,C,,F,087,1,I,,,E,,,000000000,2014,01,1000406000
6500000000,F,F,,,,F,087,A,G,,D,X,,,C,,,000,1,Y,,6500000000,C,6500700000,,102120017,2014,01,6500700000
1001700000,F,F,,,,M,000,J,,,Z,,,,,,M,089,,L,,1001700000,,1001701000,,103010200,2014,01,1001701000
6300000000,H,C,,,,F,087,A,G,,D,L,,,C,,M,000,1,J,,6300000000,B,6301100000,,102102000,2014,01,6301100000
6400000000,F,F,,,,F,088,A,G,,D,X,,,C,,M,077,,H,,,,,,000000000,2014,01,6402600000
1001300000,F,F,,,,M,088,A,,,D,,,,C,,F,088,1,H,,,,,,000000000,2014,01,1001302000
1000300000,F,F,,,,F,092,J,G,,C,,,,,,M,092,1,L,,,,,,000000000,2014,01,1000302000
1001900000,F,F,,,,F,086,J,G,,E,L,,,C,,M,000,1,I,,6600000000,E,6600200000,,102122700,2014,01,6600600000
1000300000,H,C,,,,F,086,A,G,,E,X,,,C,,M,000,1,R,,1000300000,B,1000311000,,102122622,2014,01,1000302000
6500000000,H,I,,,,F,096,J,G,,C,,,,C,,M,000,1,C,,6500000000,A,6501400000,,000000000,2014,01,
1000500000,H,I,,,,F,099,J,,,Z,,,,A,,M,061,1,D,,1000500000,Z,,,102000000,2014,01,
6500000000,H,I,,,,F,095,J,G,,C,,,,C,,M,000,1,C,,6500000000,A,6501400000,,000000000,2014,01,
1000500000,C,F,,,,F,000,J,G,,D,,,,C,,,,2,,,1000500000,G,,,103010300,2014,01,
1001900000,H,F,,,,M,084,A,G,,E,L,,,C,,M,087,1,Y,,6600000000,W,6600600000,,103010618,2014,01,6602600000
1001900000,H,F,,,,M,083,A,G,,E,L,,,C,,M,087,1,Y,,6600000000,W,6600600000,,103010718,2014,01,6601800000
1002100000,H,C,,,,F,084,A,G,,G,,,,C,,M,072,1,R,,6700000000,E,6701800000,,103010719,2014,01,6702000000
6500000000,F,F,,,,F,090,J,G,,D,X,,,C,,M,089,1,L,,6500000000,S,6500500000,,103010616,2014,01,6500500000
1000300000,H,E,,,,F,086,A,G,,E,M,,,E,,M,082,1,H,,6500000000,B,,,103010100,2014,01,1000310000
1000500000,C,F,,,,F,000,J,,,Z,,,,,,,,,,,1000500000,G,,,103010300,2014,01,
6500000000,F,F,,,,F,088,A,G,,D,,,,C,,M,000,2,J,,6500000000,G,6500700000,,102102220,2014,01,
6300000000,H,E,,,,M,089,A,G,,D,,,,C,,M,072,1,Y,,,,,,000000000,2014,01,6300700000
6300000000,H,E,,,,M,089,A,,,Z,X,,,,,M,000,1,Y,,6300000000,A,6300800000,,100100000,2014,01,6300800000
1001800000,F,F,,,,F,089,A,G,,D,X,,,C,,M,087,1,D,,1000400000,C,1000407000,,098000000,2014,01,
6400000000,H,E,,,,F,088,M,G,,D,,,,C,,M,088,1,H,,6400000000,S,6401400000,,100000000,2014,01,6401400000
6500000000,H,I,,,,M,074,A,B,,Z,X,,,,,M,039,1,J,,6500000000,A,6500500000,,102110000,2014,01,6500500000
6300000000,D,D,,,,F,084,A,G,,G,,,,C,,M,000,1,R,,,X,,,102010505,2014,01,6300900000
6500000000,D,D,,,,M,075,A,D,,F,X,,,,,F,075,1,R,,6500000000,Z,6501300000,,103010818,2014,01,6500100000
1002100000,D,D,,,,F,000,J,G,,D,E,,,C,,,,1,P,,6700000000,Z,6703500000,,102111616,2014,01,
1002100000,D,D,,,,F,090,A,G,,D,X,,,C,,M,086,1,H,,6700000000,Q,6702400000,,102113019,2014,01,6702400000
1001900000,D,D,,,,F,085,J,G,,E,,,,C,,M,000,1,I,,6400000000,E,6400600000,,102122107,2014,01,6602800000
6400000000,F,F,,,,F,085,A,G,,E,X,,,,,M,000,1,Y,,6400000000,B,6401200000,,103010721,2014,01,6401300000
6500000000,H,I,,,,F,088,J,G,,D,D,,,C,,F,088,2,C,,6500000000,Z,6500100000,,102123000,2014,01,
1000300000,F,F,,,,F,087,A,G,,D,X,,,C,,,000,1,I,,1000300000,B,1000307000,,102080000,2014,01,1000307000
1000300000,F,F,,,,F,089,A,G,,D,X,,,C,,M,000,,I,,6500000000,B,6501100000,,102110000,2014,01,1000307000
1002000000,H,C,,,,F,089,J,G,,D,,,,C,,,,1,H,,,E,,,103010523,2014,01,
1000900000,H,F,,,,M,085,A,G,,E,L,,,C,,M,084,1,L,,1000900000,S,1000902000,,000000000,2014,01,1000906000
1000900000,H,F,,,,M,084,A,G,,E,L,,,C,,M,085,1,K,,1000900000,S,1000902000,,000000000,2014,01,1000910000
1002100000,F,F,,,,M,092,A,G,,C,L,,,C,,M,093,2,Y,,6700000000,S,6703500000,,103010810,2014,01,6703500000
6500000000,H,I,,,,F,091,C,,,Z,,,,,,M,000,1,Y,,,X,,,000000000,2014,01,
1001400000,F,F,,,,F,090,A,G,,D,X,,,C,,,000,1,M,,1001400000,G,1001401000,,103010423,2014,01,1001401000
1002100000,H,C,,,,F,095,A,G,,C,L,,,C,,M,043,1,C,,6700000000,B,6702900000,,000000000,2014,01,6703600000
1000300000,F,F,,,,F,092,A,G,,C,,,,C,,,,1,L,,1000300000,S,1000312000,,103010813,2014,01,1000312000
6300000000,C,C,,,,F,067,A,C,,G,,,,,,M,000,1,F,,1000400000,E,,,103010521,2014,01,6300700000
1001400000,F,F,,,,F,088,A,,,Z,,,,C,,M,023,1,Y,,1001400000,B,1001406000,,102090000,2014,01,1001406000
6300000000,C,C,,,,F,086,A,D,,E,X,,,E,,M,000,1,Y,,6500000000,B,6501300000,,103010600,2014,01,6300700000
1001400000,F,F,,,,M,088,A,,,Z,L,,,,,F,089,1,L,,1001400000,S,1001404000,,103010811,2014,01,1001404000
1000900000,F,F,,,,F,085,A,,,E,,,,C,,M,086,1,L,,1000900000,S,1000904000,,103010816,2014,01,1000907000
1000900000,F,F,,,,M,086,A,G,,E,,,,C,,F,085,1,L,,1000900000,S,1000904000,,103010816,2014,01,1000901000
1000300000,F,F,,,,F,088,A,G,,D,,,,C,,M,000,1,P,,1000300000,S,1000311000,,102120000,2014,01,1000311000
