OWNERCITYCODE,INFOERTYPE,INFOUNIT,OTHERINFOERTYPE,OTHERINFOUNIT,CLIENTID,SEXID,BDATE,IDTYPE,OCCUPATION,OTHEROCCUPATION,EDUCATION,MAIMED,OTHERMAIMED,OTHERMAIMED2,SCHOOL,DID,DSEXID,DBDATE,NUMOFSUSPECT,RELATION,OTHERRELATION,OCCURCITY,OCCURPLACE,OCCURTOWN,OTHEROCCURPLACE,LASTOCCURTIME,INFOTIMEYEAR,INFOTIMEMONTH,TOWNCODE
1000700000,H,C,,,,F,089,J,,,Z,,,,,,,,1,H,,,Y,,,000000000,2016,01,1000724000
1000700000,H,E,,,,F,089,A,G,,E,,,,C,,M,087,1,H,,,Y,,,000000000,2016,01,1000711000
6500000000,H,C,,,,F,000,A,G,,A,,,,F,,M,086,1,J,,6500000000,B,6501100000,,104122500,2016,01,6501100000
1000300000,F,F,,,,F,090,A,G,,D,,,,C,,M,087,1,H,,1000300000,Y,1000302000,,104000000,2016,01,1000302000
6500000000,F,F,,,,F,089,J,G,,Z,,,,C,,M,000,1,Y,,,Z,,,102000000,2016,01,6501400000
1000300000,F,F,,,,M,089,A,G,,D,,,,C,,,,2,I,,1000300000,T,1000307000,,104110000,2016,01,1000307000
6400000000,F,F,,,,M,089,A,G,,D,X,,,C,,F,090,1,I,,6400000000,A,6400500000,,103000000,2016,01,6400500000
1000400000,F,F,,,,F,090,J,,,Z,Z,,,,,M,000,1,I,,1001800000,F,1001801000,,104122600,2016,01,1000410000
6400000000,F,F,,,,F,090,A,G,,D,X,,,C,,M,089,1,I,,6400000000,B,6400500000,,103000000,2016,01,6400500000
6400000000,C,C,,,,F,073,A,H,,D,M,,,,,M,000,1,C,,6400000000,A,6401200000,,105010300,2016,01,6401200000
1001900000,H,C,,,,F,086,A,G,,E,X,,,C,,M,086,1,J,,6600000000,,6602800000,,104070000,2016,01,6602600000
1002100000,F,F,,,,F,080,A,G,,H,X,,,C,,,000,1,H,,,,,,000000000,2016,01,
1000300000,F,F,,,,Z,091,Q,,,Z,,,,,,,,1,M,,,E,,,105010315,2016,01,1000310000
6300000000,F,F,,,,F,089,A,G,,D,,,,C,,M,090,1,L,,6500000000,B,6501100000,,104103114,2016,01,6300900000
1001000000,H,E,,,,F,076,A,,,Z,,,,,,,000,1,Y,,1001000000,A,1001006000,,104120000,2016,01,1001006000
6500000000,F,F,,,,F,000,A,G,,D,X,,,C,,M,083,1,I,,6500000000,A,6500700000,,104070617,2016,01,6500700000
1002100000,F,F,,,,F,086,A,G,,E,X,,,C,,,,,Q,,,G,,,000000000,2016,01,6703100000
1000300000,H,I,,,,M,091,A,Y,,Z,,,,,,F,000,1,,,,B,,,104122700,2016,01,
1000700000,H,I,,,,F,000,J,,,Z,,,,A,,M,000,1,C,,1000700000,A,,,105010400,2016,01,
6300000000,H,C,,,,M,084,A,G,,G,X,,,C,,M,000,1,M,,6300000000,B,6300200000,,105010323,2016,01,6300800000
1001900000,D,D,,,,F,060,A,D,,G,X,,,,,M,000,1,N,,6600000000,E,6600700000,,104120911,2016,01,6600500000
1002100000,D,D,,,,F,089,A,G,,D,X,,,C,,M,000,,H,,6700000000,B,6701200000,,104090000,2016,01,6701200000
1000300000,D,D,,,,F,087,A,G,,E,X,,,,,M,085,2,K,,1000300000,E,1000301000,,104102400,2016,01,1000301000
6500000000,D,D,,,,F,086,A,H,,D,,,,,,,,1,M,,,D,,,000000000,2016,01,6501100000
1000300000,D,D,,,,F,073,A,D,,E,X,,,,,M,050,1,O,,1000300000,U,1000303000,,105010412,2016,01,1000308000
6500000000,D,D,,,,F,088,A,G,,E,L,,,C,,M,089,1,L,,6500000000,Z,6500500000,,104111317,2016,01,6500500000
1000400000,D,D,,,,F,086,A,G,,E,X,,,C,,M,056,1,C,,1000400000,A,1000407000,,000000000,2016,01,1000407000
6500000000,D,D,,,,F,059,A,F,,C,K,,,,,M,059,2,J,,6700000000,A,6700600000,,105010320,2016,01,6500200000
1000300000,D,D,,,,F,089,A,G,,D,X,,,C,,M,062,1,C,,1000300000,A,1000302000,,104122100,2016,01,1000302000
1000700000,D,D,,,,F,069,E,C,,Z,X,,,,,M,052,1,J,,1000700000,B,1000711000,,105010412,2016,01,1000711000
6500000000,C,C,,,,F,083,A,G,,G,,,,,,M,079,1,I,,6500000000,A,6500500000,,104122908,2016,01,6500500000
6500000000,C,C,,,,F,068,A,D,,E,,,,,,M,000,1,N,,6300000000,,6300700000,,105010106,2016,01,6500500000
6500000000,C,C,,,,Z,000,A,,,Z,,,,,,M,000,1,,,,,,,000000000,2016,01,
6300000000,F,F,,,,F,000,J,,,D,X,,,C,,,000,,,,6300000000,,6300400000,,105010411,2016,01,
1000400000,H,C,,,,F,073,A,C,,H,X,,,,,M,073,1,I,,1000400000,F,1000401000,,104123100,2016,01,
1001500000,F,F,,,,F,090,O,G,,D,X,,,C,,M,090,1,L,,1001500000,S,1001505000,,104101911,2016,01,1001506000
1001300000,H,C,,,,F,089,O,G,,E,X,,,C,,M,000,1,L,,1001400000,Q,1001404000,,104100001,2016,01,1001329000
1001300000,H,E,,,,M,090,A,G,,D,,,,C,,F,000,1,Y,,1001300000,G,1001318000,,104120000,2016,01,1001302000
1001400000,H,C,,,,F,091,J,G,,D,X,,,C,,M,087,1,H,,,Y,,,104000000,2016,01,1001406000
1000300000,F,F,,,,M,092,A,G,,D,Y,,,C,,M,091,1,L,,1000300000,S,1000310000,,000000000,2016,01,1000310000
6300000000,H,C,,,,F,064,A,D,,G,X,,,,,M,069,1,H,,6300000000,U,,,105010416,2016,01,6300800000
1000800000,H,C,,,,F,089,A,G,,E,X,,,C,,,,1,,,,E,,,000000000,2016,01,1000809000
6500000000,H,I,,,,F,090,J,G,,D,,,,C,,M,000,1,Y,,,X,,,000000000,2016,01,
1000300000,H,C,,,,F,078,A,H,,G,,,,,,,,1,J,,1000400000,B,1000405000,,105010105,2016,01,1000308000
1002100000,F,F,,,,F,088,A,G,,E,D,,,C,,M,088,1,,,6700000000,B,,,000000000,2016,01,6703500000
6500000000,A,A,,,,F,080,A,,,Z,L,,,,,M,042,1,Y,,,A,,,000000000,2016,01,6500700000
1000300000,F,F,,,,M,091,A,G,,D,Y,,,C,,M,000,1,,,1000300000,,1000302000,,000000000,2016,01,1000302000
1001300000,H,I,,,,F,075,A,,,Z,X,,,,,M,053,1,,,1001300000,,1001313000,,104110000,2016,01,1001313000
1001700000,H,C,,,,F,089,A,G,,D,X,,,C,,,000,1,Y,,1001700000,Y,,,105010515,2016,01,1001702000
6500000000,F,F,,,,F,092,A,G,,D,X,,,C,,M,092,1,L,,6500000000,S,6501100000,,105010512,2016,01,6501100000
6500000000,F,F,,,,F,087,A,G,,E,X,,,C,,,,,R,,6500000000,Y,6500200000,,104090000,2016,01,6500200000
1001800000,F,F,,,,F,090,A,G,,D,X,,,C,,M,090,1,L,,1001800000,B,,,104092012,2016,01,
6500000000,H,E,,,,F,089,J,H,,D,X,,,F,,M,000,1,H,,,,,,104000000,2016,01,
6500000000,E,F,,,,F,088,A,G,,E,,,,C,,M,087,1,L,,6500000000,B,6500200000,,104100307,2016,01,6502100000
1001800000,F,F,,,,M,090,A,G,,D,X,,,C,,F,090,1,L,,1001800000,A,,,104092012,2016,01,
6300000000,F,F,,,,M,096,J,G,,C,X,,,C,,M,000,1,L,,6300000000,S,6301100000,,105000000,2016,01,6301200000
1001800000,F,F,,,,F,092,J,G,,Z,X,,,,,,,1,H,,1001800000,S,1001803000,,104010313,2016,01,1001803000
6500000000,F,F,,,,F,090,A,G,,D,X,,,C,,M,000,1,Y,,6500000000,G,,,105010503,2016,01,6500500000
1000300000,H,C,,,,F,088,A,G,,E,X,,,C,,M,000,1,J,,1000300000,B,1000308000,,104010202,2016,01,1000303000
1000400000,F,F,,,,Z,090,J,,,Z,D,,,,,M,088,,,,,,,,104122600,2016,01,
1000900000,H,E,,,,M,000,A,G,,E,X,,,C,,M,039,1,C,,1000900000,A,1000904000,,104123100,2016,01,1000904000
1001800000,H,I,,,,F,000,J,G,,C,,,,,,M,000,1,P,,1001800000,S,1001801000,,000000000,2016,01,
6400000000,H,C,,,,F,085,A,H,,E,LM,,,F,,M,087,1,I,,6400000000,A,,,102000000,2016,01,6401900000
1001900000,F,F,,,,F,089,L,G,,E,X,,,C,,M,087,1,L,,6600000000,B,,,104090000,2016,01,6602800000
1001500000,H,Z,,,,F,087,A,G,,E,L,,,C,,M,076,1,M,,1001500000,D,1001511000,,104112113,2016,01,1001504000
1001400000,D,D,,,,F,086,A,G,,E,X,,,C,,M,057,1,D,,1001400000,A,1001401000,,104122100,2016,01,1001401000
6400000000,D,D,,,,F,088,A,G,,E,X,,,E,,M,086,1,J,,6400000000,B,,,104090721,2016,01,6400800000
6300000000,D,D,,,,F,089,A,G,,D,X,,,C,,M,079,1,M,,6500000000,E,6500200000,,104112817,2016,01,6301100000
1001900000,D,D,,,,F,090,A,G,,D,X,,,C,,M,090,1,L,,6600000000,S,6600900000,,104052912,2016,01,6600900000
1001900000,D,D,,,,F,058,A,D,,G,X,,,,,M,072,1,R,,6600000000,A,6600600000,,105010502,2016,01,6600600000
6500000000,D,D,,,,M,095,A,G,,C,X,,,C,,M,058,1,C,,6500000000,A,6500100000,,104100000,2016,01,6500100000
1000300000,D,D,,,,F,096,M,G,,C,N,,,C,,M,090,1,L,,1000300000,T,1000306000,,105010400,2016,01,1000312000
6300000000,D,D,,,,F,099,A,G,,I,X,,,B,,M,075,,P,,6300000000,S,6301000000,,104051112,2016,01,6301000000
6400000000,D,D,,,,F,090,A,G,,D,X,,,C,,M,084,1,H,,6400000000,B,6402700000,,104043022,2016,01,6402700000
1000400000,D,D,,,,F,091,A,G,,D,X,,,C,,M,084,1,M,,1001800000,E,1001801000,,105010101,2016,01,1000407000
6400000000,D,D,,,,F,088,A,G,,D,X,,,C,,M,080,1,H,,6400000000,E,6401200000,,104071509,2016,01,6401200000
6500000000,D,D,,,,F,089,A,G,,E,X,,,,,M,085,1,H,,6300000000,E,6300400000,,104080000,2016,01,6500100000
6300000000,D,D,,,,F,082,A,D,,G,X,,,,,M,000,1,M,,6300000000,E,6300700000,,104122610,2016,01,6300300000
1000300000,F,F,,,,F,090,O,,,D,X,,,C,,M,090,,,,,,,,104102400,2016,01,1000308000
1001700000,H,I,,,,F,100,A,G,,I,,,,C,,M,000,1,Q,,6500000000,Z,6500200000,,105010100,2016,01,
1001300000,H,I,,,,F,000,A,X,,Z,,,,,,M,000,1,K,,1001300000,U,,,105010400,2016,01,
6500000000,F,F,,,,M,091,A,G,,D,X,,,C,,F,092,1,H,,6500000000,A,6500800000,,104122600,2016,01,6500800000
6300000000,F,F,,,,M,090,A,G,,Z,,,,,,F,000,,F,,,B,,,000000000,2016,01,6300200000
6300000000,H,I,,,,M,000,J,G,,D,,,,C,,M,000,1,P,,6300000000,E,6301100000,,000000000,2016,01,6301200000
1001900000,F,F,,,,F,090,J,G,,D,,,,,,,000,,C,,,,,,000000000,2016,01,6602700000
1000500000,H,C,,,,F,090,A,G,,D,X,,,C,,M,000,1,H,,1000500000,B,1000505000,,104112815,2016,01,1000504000
1000900000,H,C,,,,F,080,A,D,,Z,X,,,,,,,1,J,,1000900000,B,,,105010413,2016,01,1000911000
1000200000,H,C,,,,F,092,A,G,,D,X,,,C,,M,000,1,M,,1000200000,T,1000202000,,105010316,2016,01,1000208000
6500000000,F,F,,,,F,089,J,G,,C,,,,C,,M,089,1,J,,6500000000,F,,,104120000,2016,01,
1000300000,F,F,,,,F,090,A,G,,D,X,,,C,,M,091,1,I,,1000300000,F,1000301000,,104021400,2016,01,1000301000
6400000000,F,F,,,,F,092,J,G,,D,X,,,C,,M,060,1,Y,,6400000000,A,6401400000,,104121208,2016,01,
1000300000,F,F,,,,M,091,A,G,,D,X,,,C,,F,090,1,L,,1000300000,F,1000301000,,104021400,2016,01,1000301000
1000300000,F,F,,,,M,092,J,,,D,,,,C,,M,000,1,L,,1000300000,Z,1000302000,,104000000,2016,01,1000302000
1000300000,F,F,,,,F,090,A,G,,D,,,,C,,M,000,1,H,,1000300000,B,,,104100000,2016,01,1000308000
6400000000,F,F,,,,F,090,J,G,,D,X,,,C,,M,000,1,M,,6400000000,G,,,104122000,2016,01,6400800000
6500000000,F,F,,,,F,089,A,G,,D,X,,,C,,M,000,1,J,,6500000000,F,6500500000,,104120000,2016,01,6500500000
6500000000,C,K,,,,F,090,A,G,,D,,,,,,,,,,,,,,,000000000,2016,01,6501100000
1000300000,F,F,,,,F,088,A,G,,F,,,,C,,,000,1,Y,,1000300000,E,1000301000,,104111217,2016,01,1000301000
6500000000,F,F,,,,F,090,O,G,,D,X,,,C,,M,091,1,I,,6500000000,F,6500600000,,104102122,2016,01,6500600000
6500000000,F,F,,,,F,091,A,G,,D,X,,,C,,,,1,H,,6500000000,,6500300000,,104000000,2016,01,6500600000
6500000000,H,C,,,,F,090,A,G,,D,X,,,C,,M,090,1,H,,6500000000,B,6500300000,,105010500,2016,01,6500300000
1000700000,H,C,,,,F,097,A,,,C,,,,C,,M,000,1,C,,1000700000,A,1000701000,,000000000,2016,01,1000701000
6400000000,D,D,,,,F,094,B,G,,C,X,,,C,,M,063,1,Y,,6400000000,A,6401200000,,105010321,2016,01,6401200000
6400000000,D,D,,,,F,092,B,G,,C,X,,,C,,M,053,1,Y,,6400000000,A,6401200000,,105010321,2016,01,6401200000
1001800000,D,D,,,,F,089,M,G,,D,X,,,C,,M,086,,H,,1001300000,E,1001302000,,104090000,2016,01,1001801000
1002100000,D,D,,,,F,089,A,G,,E,X,,,C,,M,080,1,J,,6700000000,E,6703500000,,104041523,2016,01,6701200000
1001300000,D,D,,,,F,086,A,G,,F,X,,,C,,M,073,1,H,,1001300000,B,1001301000,,105010114,2016,01,1001301000
1000300000,D,D,,,,F,060,A,D,,F,X,,,,,M,048,1,D,,1000300000,A,1000309000,,104060000,2016,01,1000309000
1000400000,D,D,,,,M,087,Q,G,,E,X,,,C,,M,070,1,J,,1000400000,B,1000402000,,101060100,2016,01,1000413000
1002100000,D,D,,,,F,089,A,G,,E,X,,,C,,M,083,1,H,,6700000000,B,6703500000,,104101517,2016,01,6703500000
1000900000,D,D,,,,F,098,A,G,,C,X,,,C,,M,051,1,Q,,1000900000,Z,1000915000,,104122319,2016,01,1000903000
1000400000,D,D,,,,F,095,Q,G,,C,X,,,C,,M,059,2,C,,1000400000,A,1000413000,,000000000,2016,01,1000413000
1002100000,D,D,,,,F,090,A,G,,D,L,,,C,,M,069,1,Q,,6700000000,B,6702900000,,104073015,2016,01,6702900000
6300000000,D,D,,,,Z,000,J,,,Z,M,,,,,,000,1,Y,,,,,,000000000,2016,01,
1000300000,D,D,,,,F,091,A,G,,D,X,,,C,,M,090,1,H,,1000200000,Y,,,000000000,2016,01,1000305000
6300000000,H,I,,,,M,089,J,,,E,,,,C,,M,000,,,,,,,,104120000,2016,01,6301000000
6300000000,H,E,,,,F,079,A,H,,Z,L,,,,,M,061,1,D,,6300000000,B,,,105010000,2016,01,
6300000000,F,F,,,,M,090,A,,,D,X,,,C,,M,000,,,,,,,,000000000,2016,01,6301200000
6300000000,F,F,,,,F,099,J,,,Z,X,,,B,,M,099,,,,,,,,000000000,2016,01,6300100000
1000800000,F,F,,,,F,091,A,G,,D,X,,,C,,M,089,1,H,,1000800000,S,1000803000,,105010617,2016,01,1000803000
1001900000,F,F,,,,F,098,A,G,,I,,,,B,,M,097,1,L,,6600000000,S,6600500000,,000000000,2016,01,6600100000
1001900000,F,F,,,,F,098,A,G,,I,,,,B,,M,000,1,L,,6600000000,S,6600500000,,103000000,2016,01,6600100000
1000900000,H,I,,,,M,089,J,G,,E,,,,C,,M,039,1,C,,1000900000,A,,,104060000,2016,01,
1000500000,H,C,,,,F,088,A,H,,D,X,,,F,,M,000,1,H,,1000300000,B,1000303000,,104070000,2016,01,1000504000
1000300000,H,E,,,,F,072,A,B,,E,,,,,,M,066,1,A,,1000300000,A,1000305000,,104123103,2016,01,1000305000
6500000000,F,F,,,,F,092,A,G,,D,X,,,C,,M,091,1,I,,6500000000,B,6500800000,,104061600,2016,01,6500800000
6300000000,H,C,,,,F,069,J,D,,Z,,,,,,,,1,J,,,,,,104000000,2016,01,6300400000
6400000000,H,E,,,,F,089,A,H,,Z,H,,,E,,M,000,1,H,,6400000000,B,6401400000,,000000000,2016,01,6401700000
6400000000,H,E,,,,M,095,A,G,,C,X,,,C,,,,1,L,,6400000000,S,6400900000,,104100000,2016,01,
1001700000,F,F,,,,F,000,A,E,,G,,,,,,M,091,,,,6500000000,S,6502800000,,105010612,2016,01,
1001900000,F,F,,,,Z,000,J,G,,C,X,,,C,,M,088,1,D,,6600000000,A,6601300000,,105010600,2016,01,6601300000
6300000000,F,F,,,,M,000,J,G,,C,,,,C,,M,000,1,M,,6300000000,S,6301100000,,105010400,2016,01,
6300000000,F,F,,,,M,096,J,,,C,X,,,C,,M,000,1,L,,6300000000,S,6301100000,,105010400,2016,01,6301100000
1001500000,F,F,,,,F,090,O,G,,D,X,,,C,,M,090,1,J,,1001500000,T,1001501000,,000000000,2016,01,1001501000
1000400000,H,C,,,,F,090,A,G,,D,X,,,C,,M,000,1,M,,1000400000,E,1000401000,,105010309,2016,01,1000402000
6500000000,F,F,,,,M,091,A,G,,D,X,,,C,,F,090,1,I,,6500000000,F,6500600000,,104102122,2016,01,6500600000
6500000000,H,C,,,,F,089,A,,,E,X,,,C,,M,000,1,H,,6500000000,,6501100000,,104120000,2016,01,6501100000
1000700000,F,F,,,,F,090,A,G,,D,X,,,C,,M,088,1,C,,1000700000,A,1000701000,,000000000,2016,01,1000701000
6400000000,H,C,,,,F,091,A,G,,D,X,,,C,,M,081,1,I,,6400000000,S,6400300000,,104090000,2016,01,6400300000
1001900000,H,C,,,,F,088,A,G,,E,X,,,C,,M,059,1,Y,,6600000000,A,6602500000,,104101500,2016,01,6602500000
6400000000,D,D,,,,F,097,A,G,,C,B,,,C,,M,066,1,C,,6400000000,B,6400500000,,103080000,2016,01,6400500000
1001900000,D,D,,,,M,090,A,G,,D,X,,,C,,M,076,1,M,,6600000000,P,6600100000,,104032900,2016,01,6600400000
6500000000,D,D,,,,M,089,A,G,,D,X,,,C,,M,076,1,M,,6500000000,A,6500100000,,103090921,2016,01,6500100000
1000300000,D,D,,,,F,091,A,G,,D,X,,,C,,M,089,1,L,,1000300000,A,1000305000,,104122708,2016,01,1000305000
6500000000,D,D,,,,M,089,A,G,,D,X,,,C,,M,076,1,Y,,6500000000,B,6500700000,,104041800,2016,01,6500300000
1001900000,D,D,,,,M,090,A,G,,D,L,,,C,,,000,1,R,,6600000000,Z,6600200000,,104113000,2016,01,6602700000
1002100000,D,D,,,,F,089,A,Y,,C,X,,,C,,M,086,1,H,,6700000000,B,6702800000,,000000000,2016,01,6702800000
1001900000,D,D,,,,M,090,A,G,,D,X,,,C,,M,000,1,R,,6600000000,D,6602700000,,104112900,2016,01,6602700000
1000300000,D,D,,,,F,091,A,G,,D,X,,,C,,M,086,1,H,,1000300000,B,1000301000,,105010701,2016,01,1000301000
1001300000,F,F,,,,F,094,A,G,,C,La,,,C,,M,093,1,L,,1001300000,T,1001322000,,105010615,2016,01,1001322000
1000300000,H,C,,,,F,087,A,,,Z,X,,,F,,,,,,,,,,,105010717,2016,01,1000303000
1000300000,F,F,,,,M,095,J,,,Z,X,,,C,,M,095,,,,,,,,105010713,2016,01,1000312000
1001900000,F,F,,,,F,093,J,,,Z,X,,,,,,,1,F,,6600000000,B,6601100000,,104100000,2016,01,6601100000
6400000000,F,F,,,,F,088,A,G,,E,X,,,C,,M,088,1,H,,6400000000,A,6401200000,,104112818,2016,01,6401200000
6400000000,F,F,,,,F,091,A,G,,D,X,,,C,,M,091,1,H,,,,,,000000000,2016,01,6400500000
6400000000,F,F,,,,M,091,A,G,,D,X,,,C,,F,091,1,H,,,G,,,000000000,2016,01,6400500000
1001900000,H,C,,,,F,085,A,D,,E,D,,,,,M,085,1,M,,6600000000,E,6601100000,,104060000,2016,01,6602500000
1002100000,H,F,,,,F,090,A,G,,D,X,,,,,M,000,1,I,,,,,,104000000,2016,01,6700400000
1000400000,H,C,,,,F,091,A,G,,D,X,,,D,,,,2,R,,6600000000,E,6600600000,,105010713,2016,01,1000401000
1000800000,H,E,,,,F,084,A,D,,D,X,,,,,M,079,1,A,,1000800000,B,1000803000,,105010622,2016,01,1000803000
1001900000,F,F,,,,F,088,A,G,,E,X,,,C,,M,000,1,H,,6600000000,B,,,104070000,2016,01,6600900000
1000800000,F,F,,,,F,091,A,G,,D,X,,,C,,M,088,1,,,1000800000,R,1000803000,,104121912,2016,01,1000803000
1001900000,H,C,,,,F,094,A,G,,C,X,,,C,,M,088,1,D,,6600000000,A,6601300000,,105010620,2016,01,6601300000
6500000000,F,F,,,,Z,000,J,,,Z,,,,,,M,000,1,J,,6500000000,B,6501700000,,104080000,2016,01,6501700000
6300000000,H,C,,,,F,089,A,G,,D,X,,,C,,M,090,1,L,,6500000000,B,6501100000,,105010103,2016,01,6300800000
6500000000,F,F,,,,F,097,A,G,,C,X,,,C,,M,000,1,D,,6500000000,Z,6500300000,,105010115,2016,01,6500100000
1000500000,H,E,,,,Z,000,J,,,Z,,,,C,,M,000,,C,,,G,,,000000000,2016,01,1000509000
6500000000,H,C,,,,F,089,J,G,,D,,,,C,,,,1,I,,,E,,,104062000,2016,01,6501300000
1000400000,H,C,,,,F,090,A,G,,D,X,,,C,,,087,1,I,,1000400000,B,1000407000,,104110000,2016,01,1000407000
6500000000,F,F,,,,F,088,K,,,Z,,,,E,,,,1,H,,,Y,,,104121600,2016,01,6500100000
1000300000,F,F,,,,F,091,A,G,,D,X,,,C,,M,090,1,H,,1000300000,S,1000304000,,105010606,2016,01,1000304000
1000300000,F,F,,,,M,090,A,G,,D,X,,,C,,F,091,1,H,,1000300000,S,1000304000,,105010606,2016,01,1000304000
1001700000,H,C,,,,F,089,A,G,,D,X,,,C,,M,000,1,I,,1001700000,B,,,104121100,2016,01,1001706000
1000900000,F,F,,,,F,091,A,G,,D,X,,,C,,,,1,F,,1000900000,A,1000903000,,104000000,2016,01,1000903000
1000400000,F,F,,,,M,092,A,G,,C,,,,C,,M,093,1,L,,1000400000,S,1000402000,,103090000,2016,01,1000402000
6500000000,E,F,,,,F,089,A,G,,E,Ld,,,C,,M,087,1,H,,1000300000,,1000303000,,103000000,2016,01,6502100000
